Kod terytorialny gminy;Nr obwodu głosowania;Typ obszaru;Typ obwodu;Siedziba Obwodowej Komisji Wyborczej;Gmina;Powiat;Województwo;Komisja otrzymała kart do głosowania;Liczba wyborców uprawnionych do głosowania;w tym umieszczonych w części A spisu wyborców;w tym umieszczonych w części B spisu wyborców;Nie wykorzystano kart do głosowania;Liczba wyborców, którym wydano karty do głosowania;w tym w części A spisu wyborców;w tym w części B spisu wyborców;Liczba wyborców głosujących przez pełnomocnika;Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania;Liczba wyborców, którym wysłano pakiety wyborcze;Liczba otrzymanych kopert zwrotnych;Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu;Liczba kopert zwrotnych, w których oświadczenie nie było podpisane;Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania;Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania;Liczba kopert na kartę do głosowania wrzuconych do urny;Liczba kart wyjętych z urny;w tym liczba kart wyjętych z kopert na kartę do głosowania;Liczba kart nieważnych;Liczba kart ważnych;Liczba głosów nieważnych;w tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów;w tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata;w tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata;Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów;Lista nr 1 - KWW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY;1 TUMANOWICZ Witold Sławomir;2 PEJO Bartłomiej Artur;3 OSADCZY Włodzimierz;4 WIŚLIŃSKA Natalia Anna;5 CHOJNACKA Magdalena;6 TYLUS Małgorzata Aneta;7 MARCINIUK Agnieszka Monika;8 MEKLER Rafał;9 JANULEWICZ Paweł Rafał;10 KASPRZAK Krzysztof Grzegorz;Razem;Lista nr 2 - KW WIOSNA ROBERTA BIEDRONIA;1 BUJAK Zbigniew;2 PAWŁOWSKA Monika Jolanta;3 KITLIŃSKI Tomasz;4 IWUŁA Barbara Małgorzata;5 PIETRASIEWICZ Szymon Eliasz;6 BRYZEK Paulina Anna;7 WIŚNIEWSKI Krzysztof Łukasz;8 JASEK-KOSOBUCKA Justyna;9 GRZEGORCZYK Paweł Marian;10 WALASEK Marcin;Razem;Lista nr 3 - KKW KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI;1 HETMAN Krzysztof Andrzej;2 MUCHA Joanna;3 HAIDAR Riad;4 MAZUR Artur;5 LISOWSKA Bożena Grażyna;6 KARPIŃSKI Włodzimierz Witold;7 ŻMIJAN Stanisław;8 ĆWIK Sławomir;9 SZMIDT Anna;10 WRÓBLEWSKA Kornelia Konstancja;Razem;Lista nr 4 - KW PRAWO I SPRAWIEDLIWOŚĆ;1 KRUK Elżbieta Małgorzata;2 MAZUREK Beata;3 SOLIS Tomasz Piotr;4 BARSZCZEWSKA Barbara Aldona;5 SZULOWSKI Krzysztof;6 ZAWIŚLAK Sławomir;7 STANISŁAWEK Andrzej Józef;8 REWERA Witold;9 SZAŁACHWIEJ Ewa;10 DUSZEK Marcin Kamil;Razem;Lista nr 5 - KKW LEWICA RAZEM - RAZEM, UNIA PRACY, RSS;1 DŁUGOSZ Magdalena Anna;2 ROCZON Mateusz Maciej;3 ZABRATAŃSKA Katarzyna Edyta;4 KACZYŃSKI Gabriel Jan;5 REBEJKO Jolanta;6 LEWANDOWSKI Marian;7 TABOR Magdalena Aleksandra;8 WARZOCHA Tomasz Piotr;9 ZELENT Magdalena;10 FURMANIAK Szymon;Razem;Lista nr 6 - KWW KUKIZ'15;1 SACHAJKO Jarosław;2 GOGÓŁKA Robert Mirosław;3 BERECKA Barbara;4 KUNC Joanna;5 MARKIEWICZ Jarosław Szczepan;6 WSZELAKA Małgorzata Anna;7 WIELICZKO Mariusz;8 KOZIOŁ Zdzisława Konstancja;9 ORDECKI Piotr;10 WILBIK Marek;Razem;Lista nr 7 - KWW POLSKA FAIR PLAY BEZPARTYJNI GWIAZDOWSKI;1 WOCH Marek Marian;2 FUTERA Joanna Monika;3 MAZUR Agnieszka Monika;4 SOWA Justyna;5 SZWAJEWSKA Małgorzata Anna;6 ZIĘTEK Maria;7 PIETROSIŃSKI Marcin Jakub;8 IWANIAK Paweł;9 ZIELIŃSKI Piotr;10 POPIELEC Przemysław;Razem;Lista nr 8 - KW RUCH PRAWDZIWA EUROPA-EUROPA CHRISTI;1 PIOTROWSKI Mirosław Mariusz;2 GRĄDZIEL ZAWADA Elżbieta;3 MERKUN Sławomir Grzegorz;4 DUDZIŃSKA Jolanta Grażyna;5 KUBALA Paweł;Razem
061206;2;miasto;stały;Szkoła Podstawowa, ul. Szkolna 9, 24-320 Poniatowa;gm. Poniatowa;opolski;lubelskie;1133;1456;1456;0;438;695;695;0;0;0;0;0;0;0;0;0;0;695;0;0;695;3;2;0;1;692;16;6;4;2;1;1;1;0;0;0;1;16;28;6;7;2;1;1;1;2;2;2;4;28;258;140;106;6;0;2;1;0;0;1;2;258;370;194;146;12;4;0;1;7;0;4;2;370;6;4;0;0;1;0;0;1;0;0;0;6;12;3;1;1;3;1;1;0;0;1;1;12;2;0;0;0;2;0;0;0;0;0;0;2;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
061206;3;miasto;stały;Świetlica PSM, ul. 1 Maja 15, 24-320 Poniatowa;gm. Poniatowa;opolski;lubelskie;720;940;940;0;278;442;442;0;0;0;0;0;0;0;0;0;0;442;0;0;442;7;3;3;1;435;10;4;4;1;0;0;1;0;0;0;0;10;17;10;4;1;0;2;0;0;0;0;0;17;145;84;55;3;2;0;0;0;0;1;0;145;248;131;92;11;1;0;2;3;0;0;8;248;1;1;0;0;0;0;0;0;0;0;0;1;12;4;3;1;1;1;0;0;0;2;0;12;2;1;0;1;0;0;0;0;0;0;0;2;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
061206;4;miasto;stały;Gminne Przedsiębiorstwo Gospodarki Komunalnej, ul. Młodzieżowa 4, 24-320 Poniatowa;gm. Poniatowa;opolski;lubelskie;900;1186;1186;0;416;484;484;0;5;3;0;0;0;0;0;0;0;484;0;0;484;7;4;1;2;477;19;7;5;0;1;0;0;3;2;0;1;19;15;6;4;1;2;0;0;2;0;0;0;15;169;89;72;3;1;2;2;0;0;0;0;169;257;156;82;6;1;1;1;7;1;1;1;257;0;0;0;0;0;0;0;0;0;0;0;0;12;5;3;1;2;1;0;0;0;0;0;12;5;1;0;0;0;4;0;0;0;0;0;5;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
061206;5;miasto;stały;Centrum Kultury Promocji i Turystyki, ul. Fabryczna 1, 24-320 Poniatowa;gm. Poniatowa;opolski;lubelskie;776;1014;1014;0;378;398;398;0;2;2;0;0;0;0;0;0;0;398;0;0;398;3;1;2;0;395;29;15;9;0;1;2;0;1;1;0;0;29;15;8;3;0;1;0;0;1;0;0;2;15;151;73;67;1;1;3;4;1;0;1;0;151;184;82;78;3;4;1;1;3;0;2;10;184;3;2;0;0;0;0;0;0;0;0;1;3;13;3;9;0;1;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
061206;6;miasto;stały;Świetlica PSM Nasz Dom, ul. Sosnowa 4, 24-320 Poniatowa;gm. Poniatowa;opolski;lubelskie;950;1234;1234;0;442;508;508;0;1;0;0;0;0;0;0;0;0;508;0;0;508;4;2;2;0;504;12;5;2;3;1;0;0;0;0;1;0;12;6;3;2;0;1;0;0;0;0;0;0;6;149;91;49;2;1;1;2;1;0;0;2;149;312;167;111;11;2;1;4;11;1;0;4;312;2;2;0;0;0;0;0;0;0;0;0;2;19;11;5;1;1;0;1;0;0;0;0;19;4;1;0;0;0;0;0;2;0;1;0;4;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
061206;7;wieś;stały;Szkoła Podstawowa, Niezabitów 46, 24-320 Poniatowa;gm. Poniatowa;opolski;lubelskie;693;906;906;0;346;347;347;0;0;2;0;0;0;0;0;0;0;347;0;0;347;3;3;0;0;344;23;10;6;3;1;2;0;0;0;0;1;23;12;2;4;0;0;1;1;0;0;3;1;12;57;41;16;0;0;0;0;0;0;0;0;57;235;118;79;13;2;12;5;3;1;1;1;235;0;0;0;0;0;0;0;0;0;0;0;0;14;3;0;1;6;0;1;1;0;2;0;14;3;0;2;0;1;0;0;0;0;0;0;3;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
061206;8;wieś;stały;Szkoła Podstawowa, Kowala Druga 29, 24-320 Poniatowa;gm. Poniatowa;opolski;lubelskie;659;860;860;0;360;299;299;0;0;0;0;0;0;0;0;0;0;299;0;0;299;5;3;2;0;294;6;4;1;1;0;0;0;0;0;0;0;6;5;3;1;0;0;0;0;0;0;1;0;5;58;39;18;0;0;1;0;0;0;0;0;58;218;95;98;5;0;1;1;3;1;1;13;218;2;0;0;0;0;0;1;1;0;0;0;2;5;4;1;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
061206;9;wieś;stały;Szkoła Podstawowa, Kraczewice Prywatne 78, 24-320 Poniatowa;gm. Poniatowa;opolski;lubelskie;767;1005;1005;0;329;438;438;0;0;2;0;0;0;0;0;0;0;438;0;0;438;3;0;2;1;435;10;5;0;0;1;0;1;1;0;2;0;10;7;1;4;0;0;0;1;0;0;0;1;7;92;62;26;2;1;0;0;0;0;0;1;92;313;146;137;17;2;0;0;1;0;2;8;313;1;1;0;0;0;0;0;0;0;0;0;1;12;6;2;0;1;0;0;0;0;0;3;12;0;0;0;0;0;0;0;0;0;0;0;0;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
061206;10;wieś;stały;Szkoła Podstawowa, Poniatowa-Kolonia 13, 24-320 Poniatowa;gm. Poniatowa;opolski;lubelskie;584;758;758;0;298;286;286;0;1;0;0;0;0;0;0;0;0;286;0;0;286;3;1;1;1;283;2;1;0;0;0;0;1;0;0;0;0;2;5;2;0;0;0;0;2;0;0;1;0;5;36;29;5;0;0;0;0;0;0;1;1;36;227;119;77;20;2;0;2;5;1;0;1;227;1;0;1;0;0;0;0;0;0;0;0;1;12;3;7;0;0;1;1;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
061206;11;wieś;stały;Społeczna Szkoła Podstawowa, Dąbrowa Wronowska 41, 24-320 Poniatowa;gm. Poniatowa;opolski;lubelskie;389;512;512;0;171;218;218;0;0;0;0;0;0;0;0;0;0;218;0;0;218;4;2;2;0;214;4;1;0;0;0;0;0;0;3;0;0;4;1;1;0;0;0;0;0;0;0;0;0;1;28;17;11;0;0;0;0;0;0;0;0;28;176;83;77;9;2;1;2;1;0;1;0;176;0;0;0;0;0;0;0;0;0;0;0;0;5;1;2;1;0;0;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
061206;12;miasto;zakład leczniczy;Powiatowe Centrum Zdrowia Sp. z o. o. w Opolu Lubelskim, Szpital, Fabryczna 18, 24-320 Poniatowa;gm. Poniatowa;opolski;lubelskie;150;78;78;0;129;21;21;0;0;1;0;0;0;0;0;0;0;21;0;0;21;1;0;1;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;5;15;7;3;4;0;0;0;1;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
061206;13;miasto;zakład leczniczy;Samodzielne Publiczne Sanatorium Gruźlicy i Chorób Płuc, Fabryczna 6, 24-320 Poniatowa;gm. Poniatowa;opolski;lubelskie;100;50;50;0;83;17;17;0;0;0;0;0;0;0;0;0;0;17;0;0;17;1;1;0;0;16;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;2;12;4;6;1;1;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
061207;1;wieś;stały;Lokal Szkoły Podstawowej w Wilkowie, Wilków 66A, 24-313 Wilków;gm. Wilków;opolski;lubelskie;772;1002;1002;0;338;434;434;0;0;7;0;0;0;0;0;0;0;434;0;0;434;7;3;2;2;427;16;7;3;0;1;1;0;0;2;1;1;16;6;3;0;1;0;1;0;0;0;0;1;6;71;53;17;0;0;0;1;0;0;0;0;71;311;145;106;35;4;7;6;4;0;2;2;311;3;1;0;1;1;0;0;0;0;0;0;3;19;10;5;2;1;0;0;1;0;0;0;19;1;0;0;0;1;0;0;0;0;0;0;1;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
061207;2;wieś;stały;Lokal byłej Szkoły Podstawowej, Dobre 13, 24-313 Wilków;gm. Wilków;opolski;lubelskie;218;287;287;0;96;122;122;0;0;1;0;0;0;0;0;0;0;122;0;0;122;1;0;0;1;121;2;2;0;0;0;0;0;0;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0;1;27;13;11;1;0;0;0;1;0;0;1;27;86;28;45;9;2;0;1;1;0;0;0;86;0;0;0;0;0;0;0;0;0;0;0;0;5;3;2;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
061207;3;wieś;stały;Lokal Szkoły Podstawowej w Rogowie, Rogów 92, 24-313 Wilków;gm. Wilków;opolski;lubelskie;304;400;400;0;168;136;136;0;0;0;0;0;0;0;0;0;0;136;0;0;136;3;2;1;0;133;1;1;0;0;0;0;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;0;0;3;15;11;4;0;0;0;0;0;0;0;0;15;108;66;27;4;2;7;1;0;0;1;0;108;2;0;0;0;2;0;0;0;0;0;0;2;3;1;1;0;1;0;0;0;0;0;0;3;1;1;0;0;0;0;0;0;0;0;0;1;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
061207;4;wieś;stały;Lokal Zespołu Szkół Publicznych w Zagłobie, Zagłoba 21, 24-313 Wilków;gm. Wilków;opolski;lubelskie;531;672;672;0;287;244;244;0;0;0;0;0;0;0;0;0;0;244;0;0;244;7;5;1;1;237;10;2;1;1;2;1;0;1;0;0;2;10;3;1;1;0;1;0;0;0;0;0;0;3;54;45;9;0;0;0;0;0;0;0;0;54;160;73;57;20;2;5;2;0;0;0;1;160;2;1;1;0;0;0;0;0;0;0;0;2;7;3;1;1;2;0;0;0;0;0;0;7;1;0;0;1;0;0;0;0;0;0;0;1;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
061207;5;wieś;stały;Świetlica Wiejska w Kępie Choteckiej, Kępa Chotecka 7A, 24-313 Wilków;gm. Wilków;opolski;lubelskie;142;189;189;0;59;83;83;0;0;0;0;0;0;0;0;0;0;83;0;0;83;1;1;0;0;82;6;5;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;26;20;4;0;0;1;1;0;0;0;0;26;43;17;15;6;1;0;3;0;0;0;1;43;3;2;0;0;0;0;1;0;0;0;0;3;4;0;3;0;0;1;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
061207;6;wieś;stały;Świetlica Wiejska w Zastowie Planowskim, Zastów Polanowski 60, 24-313 Wilków;gm. Wilków;opolski;lubelskie;351;464;464;0;150;201;201;0;0;2;0;0;0;0;0;0;0;201;0;0;201;1;1;0;0;200;2;1;0;0;0;1;0;0;0;0;0;2;2;1;0;0;1;0;0;0;0;0;0;2;24;15;9;0;0;0;0;0;0;0;0;24;167;72;61;23;1;2;2;2;1;1;2;167;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;1;0;0;0;0;0;0;0;3;2;1;0;0;0;0;1;0;0;0;0;2;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
061207;7;wieś;stały;Remiza Ochotniczej Straży Pożarnej w Kosiorowie, Kosiorów 36, 24-313 Wilków;gm. Wilków;opolski;lubelskie;304;393;393;0;145;159;159;0;0;2;0;0;0;0;0;0;0;159;0;0;159;0;0;0;0;159;2;1;0;0;1;0;0;0;0;0;0;2;7;5;1;0;0;0;0;0;0;0;1;7;9;8;1;0;0;0;0;0;0;0;0;9;138;60;56;15;2;1;2;1;0;0;1;138;1;0;0;0;1;0;0;0;0;0;0;1;2;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
061207;8;wieś;stały;Remiza Ochotniczej Straży Pożarnej w Wólce Polanowskiej, Wólka Polanowska 86, 24-313 Wilków;gm. Wilków;opolski;lubelskie;237;311;311;0;83;154;154;0;0;0;0;0;0;0;0;0;0;154;0;0;154;1;1;0;0;153;6;2;3;0;0;0;0;0;0;0;1;6;5;1;3;1;0;0;0;0;0;0;0;5;21;18;0;0;0;0;3;0;0;0;0;21;113;47;41;14;0;5;0;1;3;0;2;113;2;1;0;0;1;0;0;0;0;0;0;2;5;3;2;0;0;0;0;0;0;0;0;5;1;1;0;0;0;0;0;0;0;0;0;1;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
061301;1;wieś;stały;Gminny Ośrodek Kultury w Dębowej Kłodzie, Dębowa Kłoda 116A, 21-211 Dębowa Kłoda;gm. Dębowa Kłoda;parczewski;lubelskie;940;1183;1183;0;475;465;465;0;1;8;0;0;0;0;0;0;0;465;0;0;465;9;7;1;1;456;15;11;2;0;0;0;0;1;0;0;1;15;11;3;2;0;3;2;0;0;1;0;0;11;113;41;29;35;1;1;2;1;1;2;0;113;298;133;113;1;17;4;4;3;0;3;20;298;3;0;0;0;3;0;0;0;0;0;0;3;11;5;1;2;0;1;0;0;1;1;0;11;5;1;2;0;1;0;0;1;0;0;0;5;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
061301;2;wieś;stały;Szkoła Podstawowa w Kodeńcu, Kodeniec 71, 21-211 Dębowa Kłoda;gm. Dębowa Kłoda;parczewski;lubelskie;765;1058;1058;0;438;327;327;0;0;2;0;0;0;0;0;0;0;327;0;0;327;8;6;2;0;319;8;3;3;0;1;1;0;0;0;0;0;8;9;6;2;1;0;0;0;0;0;0;0;9;121;68;15;34;1;2;0;0;0;1;0;121;161;83;57;1;7;2;1;3;0;1;6;161;2;1;0;0;0;0;0;0;1;0;0;2;18;15;0;0;1;0;0;1;0;0;1;18;0;0;0;0;0;0;0;0;0;0;0;0;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
061301;3;wieś;stały;Świetlica Wiejska w Stępkowie, Stępków 52, 21-211 Dębowa Kłoda;gm. Dębowa Kłoda;parczewski;lubelskie;540;713;713;0;293;247;247;0;1;1;0;0;0;0;0;0;0;247;0;0;247;5;4;0;1;242;9;4;2;2;1;0;0;0;0;0;0;9;5;3;0;0;2;0;0;0;0;0;0;5;39;24;11;3;0;1;0;0;0;0;0;39;174;58;92;3;6;3;1;1;0;0;10;174;0;0;0;0;0;0;0;0;0;0;0;0;15;11;0;1;1;0;0;2;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
061301;4;wieś;stały;Remiza Strażacka w Chmielowie, Chmielów 61, 21-211 Dębowa Kłoda;gm. Dębowa Kłoda;parczewski;lubelskie;266;352;352;0;109;157;157;0;0;0;0;0;0;0;0;0;0;157;0;0;157;2;0;1;1;155;11;6;1;2;0;0;0;1;0;0;1;11;2;0;1;0;0;0;0;1;0;0;0;2;46;32;7;5;0;0;0;1;0;1;0;46;89;31;53;0;1;0;0;1;0;0;3;89;0;0;0;0;0;0;0;0;0;0;0;0;7;5;0;0;0;0;0;0;0;0;2;7;0;0;0;0;0;0;0;0;0;0;0;0;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
061302;1;wieś;stały;Gminna Biblioteka Publiczna w Jabłoniu, ul. Jadwigi Tokarskiej 2/3, 21-205 Jabłoń;gm. Jabłoń;parczewski;lubelskie;842;1096;1096;0;370;472;472;0;2;2;0;0;0;0;0;0;0;472;0;0;472;6;5;1;0;466;25;13;5;0;0;3;0;1;0;1;2;25;9;6;1;1;0;0;0;0;0;0;1;9;117;55;19;38;0;2;1;2;0;0;0;117;278;109;132;4;11;0;4;5;0;1;12;278;3;3;0;0;0;0;0;0;0;0;0;3;32;17;3;3;2;1;0;1;0;1;4;32;2;0;0;0;0;0;0;0;1;1;0;2;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
061302;2;wieś;stały;Szkoła Podstawowa w Gęsi, Gęś 165, 21-205 Jabłoń;gm. Jabłoń;parczewski;lubelskie;437;568;568;0;162;275;275;0;0;0;0;0;0;0;0;0;0;275;0;0;275;2;2;0;0;273;18;11;1;0;0;1;0;2;0;0;3;18;4;3;0;0;0;0;0;1;0;0;0;4;29;15;6;6;0;2;0;0;0;0;0;29;201;91;88;2;4;2;2;0;0;1;11;201;1;1;0;0;0;0;0;0;0;0;0;1;19;13;1;1;0;0;0;1;0;1;2;19;1;1;0;0;0;0;0;0;0;0;0;1;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
061302;3;wieś;stały;Szkoła Podstawowa im. Amelii hr. Łubieńskiej w Kolanie, Kolano-Kolonia 44, 21-205 Jabłoń;gm. Jabłoń;parczewski;lubelskie;333;435;435;0;142;191;191;0;0;0;0;0;0;0;0;0;0;191;0;0;191;5;2;2;1;186;6;5;0;0;0;0;0;0;0;1;0;6;8;3;1;1;0;1;0;2;0;0;0;8;55;37;5;10;0;1;0;2;0;0;0;55;105;39;57;3;3;0;1;0;0;1;1;105;1;1;0;0;0;0;0;0;0;0;0;1;10;7;0;1;1;1;0;0;0;0;0;10;1;0;0;0;0;0;0;1;0;0;0;1;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
061302;4;wieś;stały;Szkoła Podstawowa w Paszenkach, Paszenki 78, 21-205 Jabłoń;gm. Jabłoń;parczewski;lubelskie;294;383;383;0;121;173;173;0;1;2;0;0;0;0;0;0;0;173;0;0;173;2;2;0;0;171;6;3;0;0;1;0;0;2;0;0;0;6;2;0;1;1;0;0;0;0;0;0;0;2;13;5;0;5;2;0;0;1;0;0;0;13;138;39;90;0;0;1;0;1;0;1;6;138;3;2;0;0;0;1;0;0;0;0;0;3;8;3;0;0;1;1;0;0;0;1;2;8;1;0;0;0;1;0;0;0;0;0;0;1;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
061302;5;wieś;stały;Dom Pomocy Społecznej w Kalince, Kalinka 12 - 13, 21-205 Jabłoń;gm. Jabłoń;parczewski;lubelskie;197;263;263;0;151;46;46;0;0;0;0;0;0;0;0;0;0;46;0;0;46;2;2;0;0;44;2;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;12;6;0;5;0;0;0;0;0;0;1;12;26;9;10;0;1;0;0;0;0;2;4;26;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;1;0;1;0;0;0;0;0;3;1;0;0;0;0;1;0;0;0;0;0;1;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
061302;6;wieś;stały;Szkoła Podstawowa w Dawidach, Dawidy 56, 21-205 Jabłoń;gm. Jabłoń;parczewski;lubelskie;277;354;354;0;61;216;216;0;1;1;0;0;0;0;0;0;0;216;0;0;216;2;1;1;0;214;39;26;6;3;1;1;0;1;0;1;0;39;1;1;0;0;0;0;0;0;0;0;0;1;3;3;0;0;0;0;0;0;0;0;0;3;147;73;60;2;2;0;0;4;0;0;6;147;0;0;0;0;0;0;0;0;0;0;0;0;24;12;1;0;1;0;0;4;0;0;6;24;0;0;0;0;0;0;0;0;0;0;0;0;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
061303;1;wieś;stały;Gminny Ośrodek Kultury w Milanowie, ul. Kościelna 3, 21-210  Milanów;gm. Milanów;parczewski;lubelskie;880;1145;1145;0;435;445;445;0;0;2;0;0;0;0;0;0;0;445;0;0;445;8;5;2;1;437;38;17;4;1;2;4;0;0;0;9;1;38;14;9;1;0;0;0;3;0;0;1;0;14;87;57;16;7;1;2;1;3;0;0;0;87;251;109;118;1;6;4;4;2;0;2;5;251;5;2;1;1;0;0;0;0;0;0;1;5;38;21;3;8;0;1;0;0;1;0;4;38;4;4;0;0;0;0;0;0;0;0;0;4;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
061303;2;wieś;stały;Szkoła Podstawowa w Rudnie, Rudno Ii 129 B, 21-210 Milanów;gm. Milanów;parczewski;lubelskie;465;603;603;0;210;255;255;0;0;0;0;0;0;0;0;0;0;255;0;0;255;5;2;1;2;250;4;1;0;1;0;1;0;1;0;0;0;4;10;3;2;0;1;1;2;0;0;1;0;10;26;16;4;4;0;0;0;2;0;0;0;26;193;65;80;5;12;5;2;1;0;5;18;193;1;1;0;0;0;0;0;0;0;0;0;1;14;7;1;2;0;0;0;0;1;0;3;14;2;1;1;0;0;0;0;0;0;0;0;2;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
061303;3;wieś;stały;Szkoła Podstawowa w Kostrach, Kostry 1, 21-210 Milanów;gm. Milanów;parczewski;lubelskie;437;572;572;0;260;177;177;0;1;2;0;0;0;0;0;0;0;177;0;0;177;3;3;0;0;174;5;3;0;1;0;1;0;0;0;0;0;5;2;1;0;0;0;0;0;1;0;0;0;2;48;28;11;8;0;0;1;0;0;0;0;48;108;49;48;0;3;0;0;1;0;2;5;108;1;1;0;0;0;0;0;0;0;0;0;1;10;7;2;0;0;1;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
061303;4;wieś;stały;"Publiczna ""Mała Szkoła Podstawowa"" w Radczu, Radcze 88, 21-210  Milanów";gm. Milanów;parczewski;lubelskie;351;455;455;0;136;215;215;0;0;0;0;0;0;0;0;0;0;215;0;0;215;6;0;3;3;209;7;5;1;0;0;0;0;1;0;0;0;7;1;0;0;0;0;0;0;0;0;0;1;1;16;9;6;1;0;0;0;0;0;0;0;16;172;61;96;1;2;2;1;2;0;1;6;172;0;0;0;0;0;0;0;0;0;0;0;0;11;3;1;1;0;0;0;1;0;0;5;11;2;0;0;1;0;1;0;0;0;0;0;2;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
