Kod terytorialny gminy;Nr obwodu głosowania;Typ obszaru;Typ obwodu;Siedziba Obwodowej Komisji Wyborczej;Gmina;Powiat;Województwo;Komisja otrzymała kart do głosowania;Liczba wyborców uprawnionych do głosowania;w tym umieszczonych w części A spisu wyborców;w tym umieszczonych w części B spisu wyborców;Nie wykorzystano kart do głosowania;Liczba wyborców, którym wydano karty do głosowania;w tym w części A spisu wyborców;w tym w części B spisu wyborców;Liczba wyborców głosujących przez pełnomocnika;Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania;Liczba wyborców, którym wysłano pakiety wyborcze;Liczba otrzymanych kopert zwrotnych;Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu;Liczba kopert zwrotnych, w których oświadczenie nie było podpisane;Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania;Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania;Liczba kopert na kartę do głosowania wrzuconych do urny;Liczba kart wyjętych z urny;w tym liczba kart wyjętych z kopert na kartę do głosowania;Liczba kart nieważnych;Liczba kart ważnych;Liczba głosów nieważnych;w tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów;w tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata;w tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata;Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów;Lista nr 1 - KWW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY;1 TUMANOWICZ Witold Sławomir;2 PEJO Bartłomiej Artur;3 OSADCZY Włodzimierz;4 WIŚLIŃSKA Natalia Anna;5 CHOJNACKA Magdalena;6 TYLUS Małgorzata Aneta;7 MARCINIUK Agnieszka Monika;8 MEKLER Rafał;9 JANULEWICZ Paweł Rafał;10 KASPRZAK Krzysztof Grzegorz;Razem;Lista nr 2 - KW WIOSNA ROBERTA BIEDRONIA;1 BUJAK Zbigniew;2 PAWŁOWSKA Monika Jolanta;3 KITLIŃSKI Tomasz;4 IWUŁA Barbara Małgorzata;5 PIETRASIEWICZ Szymon Eliasz;6 BRYZEK Paulina Anna;7 WIŚNIEWSKI Krzysztof Łukasz;8 JASEK-KOSOBUCKA Justyna;9 GRZEGORCZYK Paweł Marian;10 WALASEK Marcin;Razem;Lista nr 3 - KKW KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI;1 HETMAN Krzysztof Andrzej;2 MUCHA Joanna;3 HAIDAR Riad;4 MAZUR Artur;5 LISOWSKA Bożena Grażyna;6 KARPIŃSKI Włodzimierz Witold;7 ŻMIJAN Stanisław;8 ĆWIK Sławomir;9 SZMIDT Anna;10 WRÓBLEWSKA Kornelia Konstancja;Razem;Lista nr 4 - KW PRAWO I SPRAWIEDLIWOŚĆ;1 KRUK Elżbieta Małgorzata;2 MAZUREK Beata;3 SOLIS Tomasz Piotr;4 BARSZCZEWSKA Barbara Aldona;5 SZULOWSKI Krzysztof;6 ZAWIŚLAK Sławomir;7 STANISŁAWEK Andrzej Józef;8 REWERA Witold;9 SZAŁACHWIEJ Ewa;10 DUSZEK Marcin Kamil;Razem;Lista nr 5 - KKW LEWICA RAZEM - RAZEM, UNIA PRACY, RSS;1 DŁUGOSZ Magdalena Anna;2 ROCZON Mateusz Maciej;3 ZABRATAŃSKA Katarzyna Edyta;4 KACZYŃSKI Gabriel Jan;5 REBEJKO Jolanta;6 LEWANDOWSKI Marian;7 TABOR Magdalena Aleksandra;8 WARZOCHA Tomasz Piotr;9 ZELENT Magdalena;10 FURMANIAK Szymon;Razem;Lista nr 6 - KWW KUKIZ'15;1 SACHAJKO Jarosław;2 GOGÓŁKA Robert Mirosław;3 BERECKA Barbara;4 KUNC Joanna;5 MARKIEWICZ Jarosław Szczepan;6 WSZELAKA Małgorzata Anna;7 WIELICZKO Mariusz;8 KOZIOŁ Zdzisława Konstancja;9 ORDECKI Piotr;10 WILBIK Marek;Razem;Lista nr 7 - KWW POLSKA FAIR PLAY BEZPARTYJNI GWIAZDOWSKI;1 WOCH Marek Marian;2 FUTERA Joanna Monika;3 MAZUR Agnieszka Monika;4 SOWA Justyna;5 SZWAJEWSKA Małgorzata Anna;6 ZIĘTEK Maria;7 PIETROSIŃSKI Marcin Jakub;8 IWANIAK Paweł;9 ZIELIŃSKI Piotr;10 POPIELEC Przemysław;Razem;Lista nr 8 - KW RUCH PRAWDZIWA EUROPA-EUROPA CHRISTI;1 PIOTROWSKI Mirosław Mariusz;2 GRĄDZIEL ZAWADA Elżbieta;3 MERKUN Sławomir Grzegorz;4 DUDZIŃSKA Jolanta Grażyna;5 KUBALA Paweł;Razem
060405;5;wieś;stały;Świetlica Wiejska, Górka-Zabłocie Kościelna 1, 22-530 Mircze;gm. Mircze;hrubieszowski;lubelskie;351;463;463;0;202;149;149;0;0;0;0;0;0;0;0;0;0;149;0;0;149;1;0;1;0;148;3;3;0;0;0;0;0;0;0;0;0;3;6;5;0;1;0;0;0;0;0;0;0;6;14;9;3;0;1;0;0;0;0;1;0;14;118;17;65;0;1;0;31;1;0;1;2;118;1;0;1;0;0;0;0;0;0;0;0;1;6;5;0;1;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
060405;6;wieś;stały;Szkoła Podstawowa, Kryłów ul. Hrubieszowska 4, 22-530 Mircze;gm. Mircze;hrubieszowski;lubelskie;548;712;712;0;262;286;286;0;0;6;0;0;0;0;0;0;0;286;0;0;286;5;3;2;0;281;6;2;0;2;1;0;0;0;1;0;0;6;5;1;0;0;0;2;1;1;0;0;0;5;66;40;17;0;2;1;3;0;1;2;0;66;196;49;84;0;1;3;53;3;0;1;2;196;0;0;0;0;0;0;0;0;0;0;0;0;7;5;0;0;0;1;1;0;0;0;0;7;1;1;0;0;0;0;0;0;0;0;0;1;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
060405;7;wieś;stały;Szkoła Podstawowa, Wiszniów 61, 22-530 Mircze;gm. Mircze;hrubieszowski;lubelskie;313;403;403;0;215;98;98;0;0;0;0;0;0;0;0;0;0;98;0;0;98;2;2;0;0;96;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;2;28;22;3;2;1;0;0;0;0;0;0;28;58;14;25;0;0;2;15;1;1;0;0;58;0;0;0;0;0;0;0;0;0;0;0;0;8;3;0;0;0;2;0;0;2;0;1;8;0;0;0;0;0;0;0;0;0;0;0;0;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
060405;8;wieś;stały;Świetlica Wiejska, Stara Wieś 97, 22-530 Mircze;gm. Mircze;hrubieszowski;lubelskie;380;489;489;0;196;184;184;0;0;0;0;0;0;0;0;0;0;184;0;0;184;1;1;0;0;183;2;0;0;0;0;1;0;1;0;0;0;2;3;3;0;0;0;0;0;0;0;0;0;3;30;21;9;0;0;0;0;0;0;0;0;30;129;29;63;1;2;0;31;0;0;1;2;129;0;0;0;0;0;0;0;0;0;0;0;0;19;17;0;1;0;0;0;0;1;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
060405;9;wieś;stały;Świetlica Wiejska, Mołożów 77a, 22-530 Mircze;gm. Mircze;hrubieszowski;lubelskie;370;488;488;0;197;173;173;0;0;2;0;0;0;0;0;0;0;173;0;0;173;2;2;0;0;171;3;0;0;0;1;1;0;1;0;0;0;3;2;1;1;0;0;0;0;0;0;0;0;2;28;17;8;1;0;0;0;1;0;0;1;28;117;16;72;1;1;0;26;0;0;1;0;117;2;1;0;0;0;0;0;1;0;0;0;2;19;17;0;1;0;0;0;0;1;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
060405;10;wieś;stały;Wiejski Dom Kultury, Miętkie 17a, 22-530 Mircze;gm. Mircze;hrubieszowski;lubelskie;475;598;598;0;283;192;192;0;0;1;0;0;0;0;0;0;0;192;0;0;192;5;2;1;2;187;6;3;1;0;1;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;63;45;8;1;1;0;0;0;1;0;7;63;114;13;68;0;1;0;31;0;0;0;1;114;1;1;0;0;0;0;0;0;0;0;0;1;3;2;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
060405;11;wieś;dom pomocy społecznej;"Niepubliczny Zakład Opiekuńczo-Leczniczy ""Droga Życia"", Smoligów 71, 22-530 Mircze";gm. Mircze;hrubieszowski;lubelskie;170;158;158;0;126;44;44;0;0;0;0;0;0;0;0;0;0;44;0;0;44;6;0;5;1;38;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;1;0;0;2;31;2;11;1;0;2;14;0;0;0;1;31;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;3;1;0;1;0;0;1;0;0;0;0;3;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
060406;1;wieś;stały;Świetlica wiejska w Trzeszczanach Pierwszych, Trzeszczany Pierwsze 39, 22-554 Trzeszczany;gm. Trzeszczany;hrubieszowski;lubelskie;887;1158;1158;0;495;392;392;0;7;0;0;0;0;0;0;0;0;392;0;0;392;3;0;1;2;389;7;1;1;0;0;1;0;0;1;0;3;7;16;5;7;0;0;0;0;0;0;2;2;16;63;31;19;3;0;1;0;2;1;1;5;63;279;46;186;3;2;5;35;1;0;0;1;279;3;0;0;1;1;0;0;0;0;1;0;3;20;15;0;0;0;2;0;2;1;0;0;20;1;0;0;1;0;0;0;0;0;0;0;1;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
060406;2;wieś;stały;Szkoła Podstawowa, Mołodiatycze 86, 22-554 Trzeszczany;gm. Trzeszczany;hrubieszowski;lubelskie;518;676;676;0;258;260;260;0;1;1;0;0;0;0;0;0;0;260;0;0;260;5;5;0;0;255;5;4;1;0;0;0;0;0;0;0;0;5;3;1;0;1;0;0;0;0;0;0;1;3;16;10;6;0;0;0;0;0;0;0;0;16;220;33;146;1;3;0;34;0;0;1;2;220;1;0;1;0;0;0;0;0;0;0;0;1;9;7;0;1;0;1;0;0;0;0;0;9;1;0;0;0;0;0;0;0;1;0;0;1;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
060406;3;wieś;stały;Szkoła Podstawowa, Nieledew 32, 22-554 Trzeszczany;gm. Trzeszczany;hrubieszowski;lubelskie;1277;1677;1677;0;678;599;599;0;0;5;0;0;0;0;0;0;0;599;0;0;599;6;3;3;0;593;12;7;0;1;0;0;0;2;0;0;2;12;6;3;1;1;0;0;0;0;1;0;0;6;132;52;66;1;3;3;2;0;0;2;3;132;420;73;262;2;4;3;66;5;1;3;1;420;2;1;0;0;1;0;0;0;0;0;0;2;19;12;0;1;3;1;0;1;1;0;0;19;2;0;1;0;0;1;0;0;0;0;0;2;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
060407;1;wieś;stały;Gminny Ośrodek Kultury, ul. Partyzantów 1, 22-510 Uchanie;gm. Uchanie;hrubieszowski;lubelskie;740;950;950;0;361;379;379;0;0;2;0;0;0;0;0;0;0;379;0;0;379;4;1;2;1;375;11;1;4;4;1;0;1;0;0;0;0;11;14;8;1;1;0;2;1;0;0;0;1;14;62;30;24;0;2;2;0;0;0;0;4;62;270;31;188;1;2;0;45;1;1;0;1;270;3;1;0;0;0;0;2;0;0;0;0;3;13;9;0;1;2;1;0;0;0;0;0;13;2;0;0;0;1;0;0;0;0;0;1;2;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
060407;2;wieś;stały;Świetlica, Rozkoszówka 48, 22-510 Uchanie;gm. Uchanie;hrubieszowski;lubelskie;437;574;574;0;194;243;243;0;1;0;0;0;0;0;0;0;0;243;0;0;243;5;2;1;2;238;3;2;0;0;1;0;0;0;0;0;0;3;3;1;1;0;0;0;0;0;0;1;0;3;31;23;6;1;0;0;1;0;0;0;0;31;191;35;114;2;3;1;35;0;0;0;1;191;2;0;1;0;1;0;0;0;0;0;0;2;7;3;1;0;0;1;1;1;0;0;0;7;1;0;1;0;0;0;0;0;0;0;0;1;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
060407;3;wieś;stały;Gimnazjum, Jarosławiec 113, 22-510 Uchanie;gm. Uchanie;hrubieszowski;lubelskie;342;437;437;0;194;148;148;0;1;2;0;0;0;0;0;0;0;148;0;0;148;2;1;1;0;146;7;1;3;1;1;1;0;0;0;0;0;7;4;2;0;1;1;0;0;0;0;0;0;4;22;12;5;1;3;0;0;0;0;0;1;22;102;11;62;2;0;0;26;0;0;1;0;102;4;0;1;0;1;0;0;0;1;0;1;4;7;3;0;0;1;1;0;1;1;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
060407;4;wieś;stały;Świetlica, Drohiczany 45A, 22-510 Uchanie;gm. Uchanie;hrubieszowski;lubelskie;671;876;876;0;380;291;291;0;0;0;0;0;0;0;0;0;0;291;0;0;291;7;4;3;0;284;4;0;1;2;0;0;0;0;0;0;1;4;5;2;1;1;0;0;1;0;0;0;0;5;31;17;12;0;0;0;0;1;0;1;0;31;234;18;163;1;0;4;48;0;0;0;0;234;0;0;0;0;0;0;0;0;0;0;0;0;9;9;0;0;0;0;0;0;0;0;0;9;1;0;0;1;0;0;0;0;0;0;0;1;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
060407;5;wieś;stały;Szkoła Podstawowa, Teratyn 127, 22-510 Uchanie;gm. Uchanie;hrubieszowski;lubelskie;782;1008;1008;0;350;432;432;0;0;2;0;0;0;0;0;0;0;432;0;0;432;11;6;2;3;421;17;10;4;1;0;1;0;0;0;0;1;17;4;1;1;0;0;0;1;0;0;1;0;4;45;24;16;0;5;0;0;0;0;0;0;45;342;40;186;1;2;0;110;0;0;1;2;342;0;0;0;0;0;0;0;0;0;0;0;0;13;10;1;0;0;1;0;1;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
060408;1;wieś;stały;Gminny Ośrodek Kultury, ul. Piłsudskiego Józefa 2, 22-550 Werbkowice;gm. Werbkowice;hrubieszowski;lubelskie;964;1259;1259;0;472;492;492;0;0;13;0;0;0;0;0;0;0;492;0;0;492;7;4;3;0;485;24;10;5;1;1;0;0;1;1;0;5;24;14;5;1;1;0;0;1;3;0;0;3;14;84;30;39;5;0;0;1;2;1;0;6;84;330;64;161;5;1;2;96;0;0;0;1;330;2;2;0;0;0;0;0;0;0;0;0;2;29;17;0;0;0;3;0;0;9;0;0;29;2;0;0;2;0;0;0;0;0;0;0;2;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
060408;2;wieś;stały;Szkoła Podstawowa, ul. Jana Pawła II 17, 22-550 Werbkowice;gm. Werbkowice;hrubieszowski;lubelskie;889;1168;1168;0;375;514;514;0;1;2;0;0;0;0;0;0;0;514;0;0;514;4;2;1;1;510;15;7;7;0;0;0;0;0;1;0;0;15;14;7;3;1;0;0;0;2;1;0;0;14;125;53;60;4;2;0;3;0;0;0;3;125;308;77;165;1;1;3;58;1;0;2;0;308;3;3;0;0;0;0;0;0;0;0;0;3;45;34;1;1;2;0;0;0;6;1;0;45;0;0;0;0;0;0;0;0;0;0;0;0;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
060408;3;wieś;stały;Szkoła Podstawowa, Podhorce 110, 22-550 Werbkowice;gm. Werbkowice;hrubieszowski;lubelskie;456;581;581;0;248;208;208;0;0;0;0;0;0;0;0;0;0;208;0;0;208;4;3;0;1;204;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;23;4;19;0;0;0;0;0;0;0;0;23;166;19;96;0;0;0;47;0;0;4;0;166;3;0;1;0;1;0;0;0;1;0;0;3;11;8;1;0;0;0;0;0;1;0;1;11;0;0;0;0;0;0;0;0;0;0;0;0;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
060408;4;wieś;stały;Szkoła Podstawowa, Gozdów 141, 22-550 Werbkowice;gm. Werbkowice;hrubieszowski;lubelskie;678;877;877;0;348;330;330;0;0;0;0;0;0;0;0;0;0;330;0;0;330;3;1;0;2;327;5;3;2;0;0;0;0;0;0;0;0;5;8;4;0;1;0;0;0;1;0;2;0;8;50;13;33;2;0;1;0;1;0;0;0;50;244;56;130;2;1;0;52;1;0;2;0;244;1;1;0;0;0;0;0;0;0;0;0;1;15;9;1;0;1;0;0;1;3;0;0;15;4;0;2;0;0;0;0;0;0;0;2;4;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
060408;5;wieś;stały;Szkoła Podstawowa, Hostynne-Kolonia 30, 22-550 Werbkowice;gm. Werbkowice;hrubieszowski;lubelskie;735;937;937;0;386;349;349;0;2;1;0;0;0;0;0;0;0;349;0;0;349;2;1;1;0;347;14;6;3;3;1;0;0;1;0;0;0;14;2;0;0;0;0;0;1;0;0;0;1;2;28;10;13;1;2;0;1;0;0;0;1;28;274;62;132;0;3;1;71;2;0;1;2;274;1;0;0;1;0;0;0;0;0;0;0;1;24;14;2;1;0;0;3;1;3;0;0;24;4;1;1;0;1;0;0;0;0;1;0;4;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
060408;6;wieś;stały;Szkoła Podstawowa, Malice 37, 22-550 Werbkowice;gm. Werbkowice;hrubieszowski;lubelskie;437;570;570;0;242;195;195;0;0;1;0;0;0;0;0;0;0;195;0;0;195;4;4;0;0;191;5;4;0;0;0;0;1;0;0;0;0;5;1;0;0;0;0;0;0;1;0;0;0;1;32;14;9;2;2;0;0;0;0;0;5;32;137;18;75;0;0;2;41;1;0;0;0;137;1;1;0;0;0;0;0;0;0;0;0;1;14;8;0;0;0;0;0;1;5;0;0;14;1;0;0;0;0;0;0;0;0;1;0;1;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
060408;7;wieś;stały;Remizo-świetlica, Terebiń 113, 22-550 Werbkowice;gm. Werbkowice;hrubieszowski;lubelskie;655;851;851;0;335;320;320;0;0;0;0;0;0;0;0;0;0;320;0;0;320;3;3;0;0;317;10;3;5;0;0;1;1;0;0;0;0;10;7;5;0;1;0;0;0;0;0;0;1;7;53;23;23;0;2;0;0;0;1;0;4;53;229;30;137;1;1;0;60;0;0;0;0;229;0;0;0;0;0;0;0;0;0;0;0;0;14;11;1;0;0;0;1;0;1;0;0;14;4;2;1;1;0;0;0;0;0;0;0;4;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
060408;8;wieś;stały;Szkoła Podstawowa, Honiatycze 104, 22-550 Werbkowice;gm. Werbkowice;hrubieszowski;lubelskie;351;459;459;0;208;143;143;0;0;0;0;0;0;0;0;0;0;143;0;0;143;0;0;0;0;143;6;4;1;0;0;0;0;0;0;0;1;6;1;0;1;0;0;0;0;0;0;0;0;1;23;18;1;1;0;1;0;0;1;0;1;23;94;20;44;1;0;1;28;0;0;0;0;94;1;0;0;0;0;0;0;0;0;1;0;1;17;4;0;1;0;0;0;0;12;0;0;17;1;0;0;0;0;1;0;0;0;0;0;1;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
060408;9;wieś;stały;Remizo-świetlica, Turkowice 78, 22-546 Turkowice;gm. Werbkowice;hrubieszowski;lubelskie;437;565;565;0;238;199;199;0;0;1;0;0;0;0;0;0;0;199;0;0;199;2;2;0;0;197;9;5;2;0;0;1;0;1;0;0;0;9;3;2;1;0;0;0;0;0;0;0;0;3;39;26;10;0;0;0;1;0;0;1;1;39;132;31;69;0;1;0;27;4;0;0;0;132;3;3;0;0;0;0;0;0;0;0;0;3;9;5;0;2;0;0;0;0;2;0;0;9;2;0;0;2;0;0;0;0;0;0;0;2;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
060408;10;wieś;stały;Szkoła Podstawowa, Sahryń 62, 22-546 Turkowice;gm. Werbkowice;hrubieszowski;lubelskie;456;596;596;0;268;188;188;0;1;0;0;0;0;0;0;0;0;188;0;0;188;3;3;0;0;185;5;3;1;0;0;1;0;0;0;0;0;5;9;6;2;0;0;0;0;0;1;0;0;9;24;11;13;0;0;0;0;0;0;0;0;24;129;28;62;1;1;0;36;0;0;0;1;129;1;0;1;0;0;0;0;0;0;0;0;1;16;12;0;0;1;0;1;1;1;0;0;16;1;1;0;0;0;0;0;0;0;0;0;1;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
060501;1;wieś;stały;Publiczna Szkoła Podstawowa w Aleksandrówce, Aleksandrówka 28, 23-320 Batorz;gm. Batorz;janowski;lubelskie;313;414;414;0;80;233;233;0;0;0;0;0;0;0;0;0;0;233;0;0;233;2;0;2;0;231;9;6;0;0;1;0;2;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;32;30;0;0;0;1;0;0;1;0;0;32;182;107;64;4;1;1;1;0;0;0;4;182;0;0;0;0;0;0;0;0;0;0;0;0;6;3;0;1;0;1;1;0;0;0;0;6;2;1;0;0;0;0;1;0;0;0;0;2;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
060501;2;wieś;stały;Publiczna Szkoła Podstawowa w Batorzu, Batorz Pierwszy 80, 23-320 Batorz;gm. Batorz;janowski;lubelskie;810;1054;1054;0;280;530;530;0;0;3;0;0;0;0;0;0;0;530;0;0;530;6;6;0;0;524;34;24;5;0;0;3;0;0;1;1;0;34;4;2;1;0;0;0;1;0;0;0;0;4;91;60;9;16;3;0;0;0;1;2;0;91;378;248;106;15;1;5;0;3;0;0;0;378;2;0;0;0;0;0;1;1;0;0;0;2;13;6;3;2;0;0;1;0;0;1;0;13;2;0;0;1;1;0;0;0;0;0;0;2;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
060501;3;wieś;stały;Publiczna Szkoła Podstawowa w Błażku, Błażek 196, 23-320 Batorz;gm. Batorz;janowski;lubelskie;580;759;759;0;198;382;382;0;1;2;0;0;0;0;0;0;0;382;0;0;382;3;1;2;0;379;5;2;1;0;0;1;0;1;0;0;0;5;2;0;1;0;0;0;1;0;0;0;0;2;25;18;5;0;0;0;0;1;0;1;0;25;337;211;107;5;0;3;5;5;1;0;0;337;2;0;0;0;1;0;1;0;0;0;0;2;5;1;0;1;0;0;1;1;0;1;0;5;3;1;0;0;0;0;1;0;0;1;0;3;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
060501;4;wieś;stały;Remiza Ochotniczej Straży Pożarnej w Stawcach, Stawce 61, 23-320 Batorz;gm. Batorz;janowski;lubelskie;361;467;467;0;174;187;187;0;0;0;0;0;0;0;0;0;0;187;0;0;187;5;4;0;1;182;2;1;1;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;1;27;23;3;0;0;1;0;0;0;0;0;27;149;88;46;3;2;2;4;1;2;0;1;149;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
060502;1;wieś;stały;Publiczna Szkoła Podstawowa, Chrzanów Pierwszy 81, 23-305 Chrzanów;gm. Chrzanów;janowski;lubelskie;547;726;726;0;127;420;420;0;0;0;0;0;0;0;0;0;0;419;0;0;419;3;2;1;0;416;9;8;1;0;0;0;0;0;0;0;0;9;1;0;1;0;0;0;0;0;0;0;0;1;32;24;0;6;1;0;0;0;0;1;0;32;360;87;242;1;3;4;8;6;0;7;2;360;1;1;0;0;0;0;0;0;0;0;0;1;13;9;2;1;0;0;0;1;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
060502;2;wieś;stały;Urząd Gminy Chrzanów (sala narad), Chrzanów Trzeci 112, 23-305 Chrzanów;gm. Chrzanów;janowski;lubelskie;437;569;569;0;75;362;362;0;0;1;0;0;0;0;0;0;0;362;0;0;362;1;1;0;0;361;6;2;0;0;1;0;0;1;0;1;1;6;2;1;0;0;0;0;0;1;0;0;0;2;22;20;0;2;0;0;0;0;0;0;0;22;322;97;219;1;0;2;0;3;0;0;0;322;3;0;1;0;2;0;0;0;0;0;0;3;6;4;0;0;1;0;1;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
060502;3;wieś;stały;Publiczna Szkoła Podstawowa, Łada 118, 23-305 Chrzanów;gm. Chrzanów;janowski;lubelskie;512;677;677;0;182;330;330;0;0;2;0;0;0;0;0;0;0;330;0;0;330;1;1;0;0;329;11;6;2;0;1;0;0;0;0;2;0;11;1;0;0;0;0;0;1;0;0;0;0;1;11;6;1;2;0;0;2;0;0;0;0;11;289;81;186;4;0;5;11;2;0;0;0;289;4;3;0;0;0;0;0;0;0;0;1;4;13;7;2;2;0;1;0;0;0;1;0;13;0;0;0;0;0;0;0;0;0;0;0;0;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
060502;4;wieś;stały;Publiczna Szkoła Podstawowa, Otrocz 32, 23-305 Chrzanów;gm. Chrzanów;janowski;lubelskie;342;442;442;0;75;267;267;0;0;0;0;0;0;0;0;0;0;267;0;0;267;1;1;0;0;266;5;3;1;0;0;0;0;0;0;0;1;5;1;1;0;0;0;0;0;0;0;0;0;1;23;12;4;6;0;0;0;0;0;1;0;23;233;120;99;3;0;5;4;0;0;1;1;233;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;2;2;1;0;0;0;0;0;0;0;1;0;2;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
060503;1;wieś;stały;Zespół Szkół w Dzwoli, Dzwola 121B, 23-304 Dzwola;gm. Dzwola;janowski;lubelskie;836;1083;1083;0;268;568;568;0;1;2;0;0;0;0;0;0;0;568;0;0;568;9;2;2;5;559;33;19;3;1;1;0;6;0;1;1;1;33;4;1;1;1;0;0;1;0;0;0;0;4;42;36;5;1;0;0;0;0;0;0;0;42;454;197;236;4;3;3;3;1;2;0;5;454;3;2;1;0;0;0;0;0;0;0;0;3;23;11;3;3;2;1;1;0;0;2;0;23;0;0;0;0;0;0;0;0;0;0;0;0;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX;XXXXX
