Kod terytorialny gminy;Nr obwodu głosowania;Typ obszaru;Typ obwodu;Siedziba Obwodowej Komisji Wyborczej;Gmina;Powiat;Województwo;Komisja otrzymała kart do głosowania;Liczba wyborców uprawnionych do głosowania;w tym umieszczonych w części A spisu wyborców;w tym umieszczonych w części B spisu wyborców;Nie wykorzystano kart do głosowania;Liczba wyborców, którym wydano karty do głosowania;w tym w części A spisu wyborców;w tym w części B spisu wyborców;Liczba wyborców głosujących przez pełnomocnika;Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania;Liczba wyborców, którym wysłano pakiety wyborcze;Liczba otrzymanych kopert zwrotnych;Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu;Liczba kopert zwrotnych, w których oświadczenie nie było podpisane;Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania;Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania;Liczba kopert na kartę do głosowania wrzuconych do urny;Liczba kart wyjętych z urny;w tym liczba kart wyjętych z kopert na kartę do głosowania;Liczba kart nieważnych;Liczba kart ważnych;Liczba głosów nieważnych;w tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów;w tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata;w tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata;Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów;Lista nr 1 - KWW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY;1 WINNICKI Robert Artur;2 LISIECKI Piotr Cezary;3 MICHALEWICZ Joanna;4 STYPKA Maciej;5 MOSHECHKOVA Lilija;6 GOŁĘBIEWSKA Paulina;7 GONTARSKA Marzanna;8 WYRĘBEK Andrzej Piotr;9 KIEŁCZEWSKI Adam;10 SAWICKI Marcin;Razem;Lista nr 2 - KW WIOSNA ROBERTA BIEDRONIA;1 FALEJ Monika Walentyna;2 GROMADZKI Sławomir;3 DZIK Katarzyna Helena;4 KRUTUL Paweł;5 OLKOWSKA Małgorzata;6 AMBROZIAK Piotr Robert;7 FALKOWSKA Agnieszka;8 LEWCZUK Tomasz;9 MURAWKO Elżbieta;10 TARASIEWICZ Sława Iwona;Razem;Lista nr 3 - KKW KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI;1 FRANKOWSKI Tomasz;2 PASŁAWSKA Urszula Stefania;3 MAŃKUT Władysław;4 WOJCIECHOWSKA Anna;5 KAMIŃSKA Bożena;6 MICHALSKA Joanna Klaudia;7 NOWAK Tadeusz Zenon;8 DEN Jolanta;9 BOŁTRYK Marcin;10 PROTAS Jacek;Razem;Lista nr 4 - KW PRAWO I SPRAWIEDLIWOŚĆ;1 KARSKI Karol Adam;2 JURGIEL Krzysztof;3 ARENT Iwona Ewa;4 KIEROZALSKI Grzegorz;5 KARPOWICZ Joanna;6 ŻALEK Justyna Emilia;7 KOSSAKOWSKI Wojciech;8 CYMAŃSKI Tadeusz;9 ANDRUSZKIEWICZ Jolanta Wiesława;10 ŁANCZKOWSKI Romuald;Razem;Lista nr 5 - KKW LEWICA RAZEM - RAZEM, UNIA PRACY, RSS;1 GRUCELA Bartosz;2 ROSIŃSKA Katarzyna Ewa;3 PROKOPIUK Seweryn;4 MATUSZEWSKA-BORUC Małgorzata Emilia;5 BIRGIEL Marcin;6 BARTKOWSKA Emilia;7 GULCZYŃSKI Marcin;8 WYSOCKA Kamila Maria;9 ARTYSIEWICZ Michalina Daria;10 KOLIŃSKI Robert;Razem;Lista nr 6 - KWW KUKIZ'15;1 MACIEJEWSKI Andrzej;2 JANKOWSKA Wanda;3 REMBELSKI Stefan Bolesław;4 DYMKO Łukasz;5 ROSZIG Agnieszka;6 PŁOŃSKA Wiesława Bożenna;7 DĄBROWSKA Ewa Alicja;8 OJDANA Alina;9 JASKÓŁOWSKI Paweł;10 KOPKO Janusz;Razem
201305;1;wieś;stały;Urząd Gminy, Główna 11, 18-204 Kobylin-Borzymy;gm. Kobylin-Borzymy;wysokomazowiecki;podlaskie;544;710;710;0;259;285;285;0;0;1;0;0;0;0;0;0;0;285;0;0;285;0;0;0;0;285;25;25;0;0;0;0;0;0;0;0;0;25;2;1;0;0;1;0;0;0;0;0;0;2;23;20;2;0;0;0;0;0;1;0;0;23;226;65;115;3;4;7;16;1;14;0;1;226;3;1;2;0;0;0;0;0;0;0;0;3;6;3;1;0;1;0;0;0;0;0;1;6
201305;2;wieś;stały;Szkoła Podstawowa, Lipowa 17, 18-204 Kobylin-Borzymy;gm. Kobylin-Borzymy;wysokomazowiecki;podlaskie;520;683;683;0;203;317;317;0;0;0;0;0;0;0;0;0;0;317;0;0;317;3;3;0;0;314;13;11;0;0;1;0;0;0;0;0;1;13;1;1;0;0;0;0;0;0;0;0;0;1;3;3;0;0;0;0;0;0;0;0;0;3;294;111;154;1;5;2;10;0;8;3;0;294;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;3
201305;3;wieś;stały;Szkoła Podstawowa, Lipowa 17, 18-204 Kobylin-Borzymy;gm. Kobylin-Borzymy;wysokomazowiecki;podlaskie;556;717;717;0;223;333;333;0;0;1;0;0;0;0;0;0;0;333;0;0;333;1;1;0;0;332;10;10;0;0;0;0;0;0;0;0;0;10;2;2;0;0;0;0;0;0;0;0;0;2;20;16;2;0;1;0;1;0;0;0;0;20;295;104;153;1;0;3;14;3;13;0;4;295;3;1;1;1;0;0;0;0;0;0;0;3;2;2;0;0;0;0;0;0;0;0;0;2
201305;4;wieś;stały;Szkoła Podstawowa, Wnory-Kużele 37, 18-208 Kulesze Kościelne;gm. Kobylin-Borzymy;wysokomazowiecki;podlaskie;456;611;611;0;165;291;291;0;0;1;0;0;0;0;0;0;0;291;0;0;291;1;1;0;0;290;12;12;0;0;0;0;0;0;0;0;0;12;1;0;1;0;0;0;0;0;0;0;0;1;8;7;1;0;0;0;0;0;0;0;0;8;261;101;134;4;0;4;9;4;4;1;0;261;2;0;1;0;0;0;0;0;1;0;0;2;6;4;0;0;1;0;0;0;0;0;1;6
201306;1;wieś;stały;Szkoła Podstawowa, ul. Główna 2, 18-208 Kulesze Kościelne;gm. Kulesze Kościelne;wysokomazowiecki;podlaskie;460;608;608;0;182;278;278;0;2;1;0;0;0;0;0;0;0;278;0;0;278;1;0;1;0;277;28;26;0;1;0;0;0;1;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;26;23;1;0;0;1;1;0;0;0;0;26;208;112;79;1;1;2;2;2;5;4;0;208;2;0;0;0;0;0;0;0;0;2;0;2;13;7;3;1;0;1;0;0;0;0;1;13
201306;2;wieś;stały;Szkoła Podstawowa, ul. Główna 2, 18-208 Kulesze Kościelne;gm. Kulesze Kościelne;wysokomazowiecki;podlaskie;540;716;716;0;259;281;281;0;0;2;0;0;0;0;0;0;0;281;0;0;281;5;5;0;0;276;22;20;1;0;0;0;0;0;0;1;0;22;2;2;0;0;0;0;0;0;0;0;0;2;22;21;1;0;0;0;0;0;0;0;0;22;225;106;101;0;2;0;0;3;12;0;1;225;1;1;0;0;0;0;0;0;0;0;0;1;4;3;1;0;0;0;0;0;0;0;0;4
201306;3;wieś;stały;Urząd Gminy, ul. Główna 6, 18-208 Kulesze Kościelne;gm. Kulesze Kościelne;wysokomazowiecki;podlaskie;519;690;690;0;174;345;345;0;1;1;0;0;0;0;0;0;0;345;0;0;345;5;5;0;0;340;7;7;0;0;0;0;0;0;0;0;0;7;3;1;0;0;1;0;0;0;1;0;0;3;7;4;3;0;0;0;0;0;0;0;0;7;316;148;140;4;5;1;2;6;7;3;0;316;3;2;1;0;0;0;0;0;0;0;0;3;4;2;1;0;0;0;0;0;1;0;0;4
201306;4;wieś;stały;Budynek Socjalny, Kalinowo-Solki, 18-208 Kulesze Kościelne;gm. Kulesze Kościelne;wysokomazowiecki;podlaskie;382;497;497;0;114;268;268;0;0;1;0;0;0;0;0;0;0;268;0;0;268;3;2;1;0;265;11;11;0;0;0;0;0;0;0;0;0;11;1;0;0;0;1;0;0;0;0;0;0;1;8;6;2;0;0;0;0;0;0;0;0;8;239;101;111;8;2;8;2;3;3;0;1;239;4;1;2;0;0;0;0;1;0;0;0;4;2;1;0;0;1;0;0;0;0;0;0;2
201307;1;wieś;stały;Urząd Gminy Nowe Piekuty, ul. Główna 8, 18-212 Nowe Piekuty;gm. Nowe Piekuty;wysokomazowiecki;podlaskie;760;1006;1006;0;327;433;433;0;0;1;0;0;0;0;0;0;0;433;0;0;433;4;4;0;0;429;13;12;0;0;0;0;0;0;0;0;1;13;6;1;0;0;1;0;2;1;1;0;0;6;51;31;13;1;1;2;1;0;0;0;2;51;343;111;186;3;3;6;9;8;16;1;0;343;4;2;2;0;0;0;0;0;0;0;0;4;12;9;2;0;0;0;0;1;0;0;0;12
201307;2;wieś;stały;Szkoła Podstawowa Nowe Piekuty, ul. Główna 3, 18-212 Nowe Piekuty;gm. Nowe Piekuty;wysokomazowiecki;podlaskie;803;1067;1067;0;344;459;459;0;2;1;0;0;0;0;0;0;0;459;0;0;459;5;2;3;0;454;13;10;0;0;1;0;0;0;0;1;1;13;9;3;4;1;0;1;0;0;0;0;0;9;54;41;8;0;1;3;0;0;1;0;0;54;363;134;190;6;3;7;7;2;10;1;3;363;4;0;3;0;0;0;1;0;0;0;0;4;11;7;0;1;3;0;0;0;0;0;0;11
201307;3;wieś;stały;Szkoła Podstawowa Jabłoń Kościelna, Jabłoń Kościelna ul. Mazowiecka 1, 18-212 Nowe Piekuty;gm. Nowe Piekuty;wysokomazowiecki;podlaskie;838;1112;1112;0;315;523;523;0;2;0;0;0;0;0;0;0;0;523;0;0;523;4;3;1;0;519;20;17;0;0;0;0;0;2;0;0;1;20;1;0;0;0;0;1;0;0;0;0;0;1;27;19;5;0;1;0;0;1;1;0;0;27;462;172;245;2;3;6;15;1;15;1;2;462;1;0;0;0;1;0;0;0;0;0;0;1;8;3;1;0;2;0;1;1;0;0;0;8
201308;1;wieś;stały;Szkoła Podstawowa, Kowalewszczyzna 29, 18-218 Sokoły;gm. Sokoły;wysokomazowiecki;podlaskie;569;760;760;0;260;309;309;0;0;0;0;0;0;0;0;0;0;309;0;0;309;5;2;3;0;304;10;6;0;0;1;0;1;0;0;0;2;10;3;0;2;0;1;0;0;0;0;0;0;3;12;7;2;0;0;1;0;0;2;0;0;12;273;92;139;5;0;12;13;4;6;2;0;273;1;1;0;0;0;0;0;0;0;0;0;1;5;2;0;0;1;0;1;0;0;0;1;5
201308;2;wieś;stały;Szkoła Podstawowa, ul. Kościelna 5, 18-218 Sokoły;gm. Sokoły;wysokomazowiecki;podlaskie;1021;1351;1351;0;414;607;607;0;1;4;0;0;0;0;0;0;0;607;0;0;607;3;2;1;0;604;30;19;4;1;2;0;1;0;0;0;3;30;9;4;0;0;0;0;0;1;1;0;3;9;47;25;15;2;1;3;0;0;0;0;1;47;498;228;190;8;2;12;24;3;26;5;0;498;5;2;2;1;0;0;0;0;0;0;0;5;15;8;3;0;0;1;1;0;2;0;0;15
201308;3;wieś;stały;Centrum Kulturalno-Biblioteczne, ul. Kolejowa 3, 18-218 Sokoły;gm. Sokoły;wysokomazowiecki;podlaskie;1010;1325;1325;0;422;588;588;0;0;1;0;0;0;0;0;0;0;588;0;0;588;4;0;4;0;584;20;11;0;1;4;0;0;1;0;0;3;20;8;3;3;1;0;0;0;1;0;0;0;8;38;25;6;3;0;4;0;0;0;0;0;38;500;197;227;9;2;11;25;7;20;1;1;500;3;1;2;0;0;0;0;0;0;0;0;3;15;6;3;0;2;3;0;1;0;0;0;15
201308;4;wieś;stały;Urząd Gminy, ul. Rynek Mickiewicza 10, 18-218 Sokoły;gm. Sokoły;wysokomazowiecki;podlaskie;918;1215;1215;0;430;488;488;0;0;3;0;0;0;0;0;0;0;488;0;0;488;1;1;0;0;487;27;25;0;0;1;0;0;0;0;0;1;27;11;7;0;0;0;1;0;1;2;0;0;11;79;60;12;0;2;1;3;0;1;0;0;79;335;132;134;4;2;15;22;1;21;4;0;335;5;3;1;0;0;0;1;0;0;0;0;5;30;17;10;0;2;0;0;0;1;0;0;30
201308;5;wieś;zakład leczniczy;Niepubliczny Zakład Opieki Zdrowotnej MD CARE Sp. z o. o., Dworaki-Staśki 46, 18-218 Sokoły;gm. Sokoły;wysokomazowiecki;podlaskie;119;68;68;0;104;15;15;0;0;0;0;0;0;0;0;0;0;15;0;0;15;1;0;1;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;12;1;11;0;0;0;0;0;0;0;0;12;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
201309;1;miasto;stały;Ochotnicza Straż Pożarna w Szepietowie, ul. Henryka Sienkiewicza 52, 18-210 Szepietowo;gm. Szepietowo;wysokomazowiecki;podlaskie;569;748;748;0;296;273;273;0;1;0;0;0;0;0;0;0;0;273;0;0;273;4;4;0;0;269;14;10;0;1;0;0;1;0;0;0;2;14;9;2;2;2;0;1;0;0;2;0;0;9;81;65;11;0;2;2;1;0;0;0;0;81;154;60;46;7;1;1;7;2;26;1;3;154;3;0;1;0;0;0;1;0;1;0;0;3;8;4;0;0;2;0;1;1;0;0;0;8
201309;2;miasto;stały;Gminny Ośrodek Kultury w Szepietowie, ul. Henryka Sienkiewicza 52, 18-210 Szepietowo;gm. Szepietowo;wysokomazowiecki;podlaskie;768;1028;1028;0;290;478;478;0;1;5;0;0;0;0;0;0;0;478;0;0;478;7;6;1;0;471;32;32;0;0;0;0;0;0;0;0;0;32;14;8;1;0;0;2;1;0;2;0;0;14;148;108;12;1;5;10;2;1;0;5;4;148;252;90;111;4;1;6;9;2;25;3;1;252;7;0;4;1;0;0;0;0;2;0;0;7;18;8;1;0;2;1;0;1;3;2;0;18
201309;3;wieś;stały;Ochotnicza Straż Pożarna w Średnicy-Maćkowiętach, Średnica-Maćkowięta 16, 18-210 Szepietowo;gm. Szepietowo;wysokomazowiecki;podlaskie;530;695;695;0;239;291;291;0;0;0;0;0;0;0;0;0;0;291;0;0;291;4;2;2;0;287;14;13;0;1;0;0;0;0;0;0;0;14;4;2;0;0;0;0;0;0;0;0;2;4;41;28;8;0;0;4;0;1;0;0;0;41;227;66;122;2;3;6;9;3;13;3;0;227;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
201309;4;wieś;stały;Ochotnicza Straż Pożarna w Dąbrowie-Moczydłach, Dąbrowa-Moczydły 34, 18-210 Szepietowo;gm. Szepietowo;wysokomazowiecki;podlaskie;894;1182;1182;0;361;533;533;0;0;0;0;0;0;0;0;0;0;532;0;0;532;4;1;3;0;528;38;34;0;1;3;0;0;0;0;0;0;38;5;2;1;0;1;1;0;0;0;0;0;5;52;21;28;1;1;1;0;0;0;0;0;52;416;178;178;5;1;11;11;1;24;5;2;416;4;3;1;0;0;0;0;0;0;0;0;4;13;3;3;2;1;0;0;1;3;0;0;13
201309;5;wieś;stały;Szkoła Podstawowa w Dąbrówce Kościelnej, Dąbrówka Kościelna 35, 18-210 Szepietowo;gm. Szepietowo;wysokomazowiecki;podlaskie;950;1254;1254;0;483;467;467;0;0;2;0;0;0;0;0;0;0;467;0;0;467;5;1;4;0;462;18;17;0;0;0;0;0;0;0;0;1;18;7;2;2;0;0;0;1;0;1;0;1;7;70;50;9;2;2;6;0;1;0;0;0;70;358;151;175;3;1;12;0;2;13;1;0;358;1;0;0;0;0;0;0;0;0;0;1;1;8;5;1;0;1;0;1;0;0;0;0;8
201309;6;wieś;stały;Szkoła Podstawowa w Wojnach-Krupach, Wojny-Krupy 11, 18-210 Szepietowo;gm. Szepietowo;wysokomazowiecki;podlaskie;569;752;752;0;228;341;341;0;0;1;0;0;0;0;0;0;0;341;0;0;341;4;2;2;0;337;7;5;0;0;0;0;0;1;0;0;1;7;2;0;1;0;0;0;0;0;1;0;0;2;26;18;2;0;0;1;0;0;5;0;0;26;295;92;165;6;1;9;8;8;4;1;1;295;1;0;0;0;0;0;0;0;0;0;1;1;6;3;3;0;0;0;0;0;0;0;0;6
201310;1;wieś;stały;Urząd Gminy Wysokie Mazowieckie, Mickiewicza 1A, 18-200 Wysokie Mazowieckie;gm. Wysokie Mazowieckie;wysokomazowiecki;podlaskie;1135;1500;1500;0;588;547;547;0;0;0;0;0;0;0;0;0;0;547;0;0;547;2;2;0;0;545;21;19;1;0;0;0;0;0;0;0;1;21;8;2;2;1;1;0;1;0;1;0;0;8;108;53;29;1;11;6;3;0;3;1;1;108;390;134;206;3;2;12;4;6;20;3;0;390;7;2;3;1;0;0;0;0;0;0;1;7;11;3;5;0;1;0;0;1;1;0;0;11
201310;2;wieś;stały;Szkoła Podstawowa w Jabłonce Kościelnej, Jabłonka Kościelna 50, 18-200 Wysokie Mazowieckie;gm. Wysokie Mazowieckie;wysokomazowiecki;podlaskie;848;1115;1115;0;356;492;492;0;0;4;0;0;0;0;0;0;0;492;0;0;492;5;0;5;0;487;22;18;0;0;0;1;0;2;0;1;0;22;4;1;0;1;1;0;0;1;0;0;0;4;44;23;15;2;3;0;0;0;0;0;1;44;393;147;201;4;2;4;11;5;15;3;1;393;2;0;2;0;0;0;0;0;0;0;0;2;22;17;2;0;1;1;0;1;0;0;0;22
201310;3;wieś;stały;Świetlica Wiejska w Starej Rusi, Stara Ruś 17A, 18-218 Sokoły;gm. Wysokie Mazowieckie;wysokomazowiecki;podlaskie;159;221;221;0;57;102;102;0;0;1;0;0;0;0;0;0;0;102;0;0;102;0;0;0;0;102;7;7;0;0;0;0;0;0;0;0;0;7;1;0;0;0;0;0;0;0;1;0;0;1;9;6;1;0;0;0;1;0;0;1;0;9;85;48;32;0;0;0;4;1;0;0;0;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
201310;4;wieś;stały;Remiza OSP w Dąbrowie-Dzięcieli, Dąbrowa-Dzięciel 1A, 18-200 Wysokie Mazowieckie;gm. Wysokie Mazowieckie;wysokomazowiecki;podlaskie;221;295;295;0;127;94;94;0;0;0;0;0;0;0;0;0;0;94;0;0;94;2;2;0;0;92;3;2;0;0;0;0;0;0;0;1;0;3;3;2;0;0;0;0;1;0;0;0;0;3;19;10;8;0;0;0;1;0;0;0;0;19;63;20;36;1;0;0;0;0;6;0;0;63;2;0;0;0;0;0;0;0;0;0;2;2;2;0;2;0;0;0;0;0;0;0;0;2
201310;5;wieś;stały;Szkoła Podstawowa w Święcku Wielkim, Święck Wielki 29B, 18-200 Wysokie Mazowieckie;gm. Wysokie Mazowieckie;wysokomazowiecki;podlaskie;230;299;299;0;149;81;81;0;0;0;0;0;0;0;0;0;0;81;0;0;81;0;0;0;0;81;5;5;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;4;2;1;0;1;0;0;0;0;0;0;4;66;32;18;0;2;0;3;2;8;0;1;66;2;1;1;0;0;0;0;0;0;0;0;2;4;2;1;0;0;0;0;0;0;0;1;4
201310;6;wieś;stały;Remiza OSP w Kalinowie-Czosnowie, Kalinowo-Czosnowo 30A, 18-200 Wysokie Mazowieckie;gm. Wysokie Mazowieckie;wysokomazowiecki;podlaskie;224;292;292;0;78;146;146;0;0;1;0;0;0;0;0;0;0;146;0;0;146;0;0;0;0;146;4;3;0;0;0;0;1;0;0;0;0;4;4;2;2;0;0;0;0;0;0;0;0;4;24;11;12;0;1;0;0;0;0;0;0;24;108;49;48;3;0;0;1;3;4;0;0;108;2;2;0;0;0;0;0;0;0;0;0;2;4;3;0;0;1;0;0;0;0;0;0;4
201310;7;wieś;stały;Świetlica Wiejska w Gołaszach-Puszczy, Gołasze-Puszcza 37A, 18-200 Wysokie Mazowieckie;gm. Wysokie Mazowieckie;wysokomazowiecki;podlaskie;228;301;301;0;112;116;116;0;0;0;0;0;0;0;0;0;0;116;0;0;116;3;3;0;0;113;5;4;1;0;0;0;0;0;0;0;0;5;2;1;0;0;0;1;0;0;0;0;0;2;8;6;0;0;0;0;0;2;0;0;0;8;92;35;49;0;0;3;0;0;3;2;0;92;1;0;1;0;0;0;0;0;0;0;0;1;5;3;0;0;0;1;0;0;1;0;0;5
201310;8;wieś;stały;Wiejski Dom Kultury w Mazurach, Mazury 28, 18-200 Wysokie Mazowieckie;gm. Wysokie Mazowieckie;wysokomazowiecki;podlaskie;193;256;256;0;76;117;117;0;0;2;0;0;0;0;0;0;0;117;0;0;117;0;0;0;0;117;6;5;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;17;9;8;0;0;0;0;0;0;0;0;17;93;34;49;1;0;1;2;0;5;0;1;93;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
201401;1;miasto;stały;Szkoła Podstawowa Nr 4, ul. Marii Konopnickiej 13, 18-300 Zambrów;m. Zambrów;zambrowski;podlaskie;1310;1732;1732;0;566;744;744;0;0;3;0;0;0;0;0;0;0;744;0;0;744;8;3;5;0;736;45;37;3;0;0;0;2;1;0;2;0;45;18;11;1;3;0;0;1;1;0;0;1;18;252;168;48;3;11;6;5;2;1;3;5;252;379;247;90;5;2;3;5;6;18;2;1;379;14;9;1;1;0;0;0;1;1;0;1;14;28;16;3;0;2;0;3;0;0;1;3;28
201401;2;miasto;stały;Zespół Szkół Ogólnokształcących, ul. Konopnickiej 16, 18-300 Zambrów;m. Zambrów;zambrowski;podlaskie;1126;1489;1489;0;530;596;596;0;0;4;0;0;0;0;0;0;0;596;0;0;596;1;1;0;0;595;45;33;4;0;2;0;1;1;1;2;1;45;26;13;1;0;2;2;2;2;3;1;0;26;197;127;46;3;6;3;2;5;1;1;3;197;298;144;103;4;2;4;13;6;20;2;0;298;4;2;1;0;0;0;0;1;0;0;0;4;25;11;6;1;4;0;0;0;2;0;1;25
201401;3;miasto;stały;Miejskie Przedszkole Nr 1, ul. Sadowa 5, 18-300 Zambrów;m. Zambrów;zambrowski;podlaskie;949;1241;1241;0;544;405;405;0;0;2;0;0;0;0;0;0;0;405;0;0;405;5;4;1;0;400;31;19;3;0;0;0;2;0;0;1;6;31;20;4;3;3;1;2;0;1;1;5;0;20;116;91;11;2;1;2;0;3;0;2;4;116;210;115;50;7;2;4;7;4;15;4;2;210;4;1;2;0;1;0;0;0;0;0;0;4;19;11;4;0;1;0;1;0;0;1;1;19
201401;4;miasto;stały;Miejskie Gimnazjum Nr 1, ul. Prymasa Stefana Wyszyńskiego 6a, 18-300 Zambrów;m. Zambrów;zambrowski;podlaskie;953;1257;1257;0;435;518;518;0;0;3;0;0;0;0;0;0;0;518;0;0;518;3;3;0;0;515;18;15;1;1;1;0;0;0;0;0;0;18;7;3;2;1;0;0;0;1;0;0;0;7;150;89;36;2;7;7;1;3;0;3;2;150;319;170;96;8;4;2;7;5;19;7;1;319;5;0;1;1;1;1;1;0;0;0;0;5;16;7;4;0;1;0;2;0;1;0;1;16
201401;5;miasto;stały;Miejskie Gimnazjum Nr 1, ul. Prymasa Stefana Wyszyńskiego 6a, 18-300 Zambrów;m. Zambrów;zambrowski;podlaskie;730;958;958;0;358;372;372;0;0;0;0;0;0;0;0;0;0;372;0;0;372;2;1;1;0;370;20;16;1;0;0;0;0;2;0;1;0;20;12;6;2;1;2;1;0;0;0;0;0;12;126;79;30;2;5;2;2;3;2;0;1;126;198;108;63;3;1;2;6;5;7;3;0;198;1;0;1;0;0;0;0;0;0;0;0;1;13;5;4;0;1;1;0;0;1;0;1;13
201401;6;miasto;stały;Miejska Biblioteka Publiczna, ul. Wyszyńskiego 2, 18-300 Zambrów;m. Zambrów;zambrowski;podlaskie;1310;1720;1720;0;614;696;696;0;1;4;0;0;0;0;0;0;0;696;0;0;696;3;1;2;0;693;17;11;0;1;1;0;2;0;0;0;2;17;24;14;5;1;1;0;1;2;0;0;0;24;206;128;48;3;13;7;1;2;1;1;2;206;418;223;123;9;3;5;10;1;7;37;0;418;5;1;1;0;0;0;1;0;2;0;0;5;23;10;6;0;1;2;0;2;1;1;0;23
201401;7;miasto;stały;Żłobek Miejski, ul. Obrońców Zambrowa 6, 18-300 Zambrów;m. Zambrów;zambrowski;podlaskie;948;1245;1245;0;460;488;488;0;0;6;0;0;0;0;0;0;0;488;0;0;488;5;0;5;0;483;29;21;1;1;0;0;0;2;0;3;1;29;21;9;0;2;1;2;0;5;1;0;1;21;144;103;24;0;2;7;1;2;0;3;2;144;258;134;83;5;1;2;15;3;11;2;2;258;6;4;1;0;0;0;1;0;0;0;0;6;25;14;4;0;0;1;0;1;2;0;3;25
201401;8;miasto;stały;Miejski Ośrodek Kultury, ul. Prymasa Stefana Wyszyńskiego 2a, 18-300 Zambrów;m. Zambrów;zambrowski;podlaskie;680;894;894;0;298;382;382;0;0;3;0;0;0;0;0;0;0;382;0;0;382;2;2;0;0;380;24;17;0;2;0;0;0;0;0;0;5;24;7;5;0;1;0;0;0;1;0;0;0;7;130;105;12;2;4;6;0;1;0;0;0;130;204;115;60;4;1;2;1;4;15;2;0;204;1;0;0;0;0;0;0;0;1;0;0;1;14;8;1;0;1;1;0;1;0;0;2;14
201401;9;miasto;stały;Miejskie Przedszkole Nr 5, Obrońców Zambrowa 6, 18-300 Zambrów;m. Zambrów;zambrowski;podlaskie;1339;1755;1755;0;609;730;730;0;1;1;0;0;0;0;0;0;0;730;0;0;730;4;0;4;0;726;39;35;4;0;0;0;0;0;0;0;0;39;15;9;0;0;1;0;1;1;2;1;0;15;225;160;39;3;7;3;0;7;0;2;4;225;411;207;137;12;3;6;10;6;23;5;2;411;9;2;3;0;0;1;1;1;0;0;1;9;27;17;4;0;0;1;0;0;0;0;5;27
201401;10;miasto;stały;Sala Konferencyjna Starostwa Powiatowego, ul. Fabryczna 3, 18-300 Zambrów;m. Zambrów;zambrowski;podlaskie;510;667;667;0;300;210;210;0;0;3;0;0;0;0;0;0;0;210;0;0;210;0;0;0;0;210;19;11;1;0;0;0;0;2;0;2;3;19;5;4;0;0;0;1;0;0;0;0;0;5;88;64;14;1;3;1;1;3;0;0;1;88;89;51;14;4;0;2;5;3;10;0;0;89;0;0;0;0;0;0;0;0;0;0;0;0;9;8;0;0;0;0;0;1;0;0;0;9
201401;11;miasto;stały;Szkoła Podstawowa Nr 3, ul. Magazynowa 13, 18-300 Zambrów;m. Zambrów;zambrowski;podlaskie;1068;1413;1413;0;538;530;530;0;0;1;0;0;0;0;0;0;0;530;0;0;530;1;0;1;0;529;24;13;1;3;0;1;2;2;0;0;2;24;13;6;2;1;0;2;0;1;1;0;0;13;131;95;19;2;3;6;3;1;0;1;1;131;341;204;88;9;4;4;8;2;19;3;0;341;6;4;1;0;1;0;0;0;0;0;0;6;14;6;3;1;1;0;2;0;1;0;0;14
201401;12;miasto;stały;Szkoła Podstawowa Nr 3, ul. Magazynowa 13, 18-300 Zambrów;m. Zambrów;zambrowski;podlaskie;1340;1760;1760;0;737;603;603;0;0;0;0;0;0;0;0;0;0;603;0;0;603;8;4;4;0;595;37;30;1;0;2;0;1;1;0;1;1;37;10;6;1;0;2;0;0;0;1;0;0;10;151;109;30;1;3;1;3;1;1;0;2;151;365;173;107;36;0;8;5;7;22;6;1;365;10;1;2;1;3;1;1;0;1;0;0;10;22;13;3;0;5;0;0;1;0;0;0;22
