Kod terytorialny gminy;Nr obwodu głosowania;Typ obszaru;Typ obwodu;Siedziba Obwodowej Komisji Wyborczej;Gmina;Powiat;Województwo;Komisja otrzymała kart do głosowania;Liczba wyborców uprawnionych do głosowania;w tym umieszczonych w części A spisu wyborców;w tym umieszczonych w części B spisu wyborców;Nie wykorzystano kart do głosowania;Liczba wyborców, którym wydano karty do głosowania;w tym w części A spisu wyborców;w tym w części B spisu wyborców;Liczba wyborców głosujących przez pełnomocnika;Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania;Liczba wyborców, którym wysłano pakiety wyborcze;Liczba otrzymanych kopert zwrotnych;Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu;Liczba kopert zwrotnych, w których oświadczenie nie było podpisane;Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania;Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania;Liczba kopert na kartę do głosowania wrzuconych do urny;Liczba kart wyjętych z urny;w tym liczba kart wyjętych z kopert na kartę do głosowania;Liczba kart nieważnych;Liczba kart ważnych;Liczba głosów nieważnych;w tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów;w tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata;w tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata;Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów;Lista nr 1 - KWW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY;1 MENTZEN Sławomir Jerzy;2 URBANIAK Michał Piotr;3 PRUŚ Sylwester Zbigniew;4 BREWIAK Grażyna;5 STUPKIEWICZ Magdalena;6 LIPINSKA-BEHRENDT Martyna Elżbieta;7 ŚWIECZKOWSKA Iwona Gabriela;8 KRZYWKOWSKI Marcin Piotr;9 DRANIEWICZ Karol Łukasz;10 DZIAMBOR Artur Erwin;Razem;Lista nr 2 - KW WIOSNA ROBERTA BIEDRONIA;1 MACIEJEWSKA Beata Monika;2 RUTKA Marek Andrzej;3 BIEDROŃ Adriana Maria;4 JAROSZ Maciej;5 GRACZYK Ewa Elżbieta;6 JASIONEK Henryk Jacek;7 OCHOCKA Iwona;8 BYLICA Bartosz;9 SZUBIŃSKA Bożena Leokadia;10 LAMENTOWICZ Wojciech;Razem;Lista nr 3 - KKW KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI;1 LEWANDOWSKI Janusz Antoni;2 ADAMOWICZ Magdalena;3 TRAWICKI Krzysztof Gabriel;4 JACHLEWSKA Elżbieta;5 FURGO Grzegorz Witold;6 LIEDER Ewa;7 POPOWSKA Magdalena Maria;8 PIETRZAK Anna Grażyna;9 KALINOWSKA Jolanta Maria;10 WAŁĘSA Jarosław Leszek;Razem;Lista nr 4 - KW PRAWO I SPRAWIEDLIWOŚĆ;1 FOTYGA Anna Elżbieta;2 SELLIN Jarosław Daniel;3 SIKORA Danuta Teresa;4 MÜLLER Piotr Józef;5 SZYMAŃSKI Antoni;6 KURZELEWSKA Arleta;7 BIAŁOOKA-KOSTENECKA Danuta Jadwiga;8 RABENDA Karol Kazimierz;9 DEMSKI Patryk Jerzy;10 ŁUCZYK Mariusz Wojciech;Razem;Lista nr 5 - KKW LEWICA RAZEM - RAZEM, UNIA PRACY, RSS;1 GÓRSKA Anna;2 KOWALCZUK Łukasz;3 SOBAŃSKA Joanna Małgorzata;4 BONIECKI Łukasz Michał;5 HASKA Karolina;6 SZCZEPAŃSKI Adam Aleksander;7 PRUSSAK Sara Maria;8 ANDRZEJEWSKI Szymon Tomasz;9 PRUSINOWSKA Magdalena;10 LUBIEWSKI Adam Marek;Razem;Lista nr 6 - KWW KUKIZ'15;1 KOBYLARZ Andrzej Sławomir;2 BŁASZCZYK Anna;3 LUTY Jerzy;4 DUDEK Dorota;5 POMIRSKA Zofia Małgorzata;6 RODZIEWICZ-KLAWIŃSKA Jolanta Ewa;7 PIĄTKOWSKA Andżelika Ewa;8 HAMADYK Łukasz Mariusz;9 KLAWITER Jan Andrzej;Razem;Lista nr 7 - KWW POLSKA FAIR PLAY BEZPARTYJNI GWIAZDOWSKI;1 ZBOROWSKI Maciej;2 KNUTH Maciej;3 JANOWICZ Kamila Marta;4 WIŚNIEWSKI Radosław Andrzej;5 PAWEŁCZAK Barnaba Bogusz;6 STRUK Anna Marta;7 WARDA Małgorzata Maja;8 MAKRENEK Helena Cecylia;9 DOMŻALSKA Elżbieta Maria;10 GRAJKOWSKI Piotr;Razem
220608;5;wieś;stały;Urząd Gminy, Ogrodowa 1, 83-430 Stara Kiszewa;gm. Stara Kiszewa;kościerski;pomorskie;1152;1540;1540;0;598;554;554;0;0;0;0;0;0;0;0;0;0;554;0;0;554;4;1;3;0;550;14;11;0;1;0;0;0;1;1;0;0;14;15;9;0;6;0;0;0;0;0;0;0;15;203;47;113;18;0;0;0;1;0;1;23;203;290;178;68;15;3;9;1;0;2;6;8;290;4;2;0;0;0;1;0;1;0;0;0;4;19;7;3;2;4;1;0;0;0;2;19;5;2;2;0;0;0;0;0;0;1;0;5
220701;1;miasto;stały;"Przedszkole Niepubliczne ""Promyk"", ul. Kazimierza Wielkiego 2, 82-500 Kwidzyn";m. Kwidzyn;kwidzyński;pomorskie;978;1293;1293;0;445;533;533;0;0;6;0;0;0;0;0;0;0;533;0;0;533;2;1;1;0;531;24;12;3;1;3;2;0;1;0;1;1;24;42;18;2;17;1;0;1;2;0;0;1;42;280;86;140;3;0;0;4;0;1;0;46;280;155;93;41;10;2;4;1;0;0;0;4;155;4;1;0;0;1;0;1;0;1;0;0;4;19;6;1;6;1;0;1;1;1;2;19;7;5;0;0;1;0;1;0;0;0;0;7
220701;2;miasto;stały;"Przedszkole Niepubliczne ""Promyk"", ul. Kazimierza Wielkiego 2, 82-500 Kwidzyn";m. Kwidzyn;kwidzyński;pomorskie;1320;1728;1728;0;493;827;827;0;0;0;0;0;0;0;0;0;0;827;0;0;827;4;3;1;0;823;34;19;3;6;2;0;1;0;2;1;0;34;59;32;5;7;3;3;1;3;2;2;1;59;420;146;193;6;2;0;0;4;3;1;65;420;286;174;68;12;5;10;2;0;2;6;7;286;10;6;1;2;0;0;0;0;1;0;0;10;11;4;1;3;0;0;0;0;0;3;11;3;0;1;0;0;0;0;0;1;0;1;3
220701;3;miasto;stały;Zespół Szkół Ogólnokształcących Nr 1, ul. Konarskiego 12, 82-500 Kwidzyn;m. Kwidzyn;kwidzyński;pomorskie;1101;1445;1445;0;424;677;677;0;1;1;0;0;0;0;0;0;0;677;0;0;677;9;7;2;0;668;27;17;5;0;0;2;0;0;1;0;2;27;45;20;2;17;0;0;0;5;0;0;1;45;349;107;187;1;1;1;4;1;0;0;47;349;206;122;57;4;4;7;2;1;1;5;3;206;10;6;0;1;1;0;0;0;1;1;0;10;25;10;4;7;2;0;0;0;0;2;25;6;2;0;2;0;0;1;1;0;0;0;6
220701;4;miasto;stały;Centrum Kształcenia Zawodowego i Ustawicznego, ul. Staszica 27, 82-500 Kwidzyn;m. Kwidzyn;kwidzyński;pomorskie;1100;1440;1440;0;408;692;692;0;0;1;0;0;0;0;0;0;0;692;0;0;692;9;2;7;0;683;24;13;2;2;1;0;1;1;2;0;2;24;38;21;1;9;1;2;0;4;0;0;0;38;382;127;186;2;1;0;1;3;0;4;58;382;211;133;52;10;1;3;2;4;0;4;2;211;5;4;1;0;0;0;0;0;0;0;0;5;13;8;1;1;1;0;0;0;1;1;13;10;7;1;1;0;0;1;0;0;0;0;10
220701;5;miasto;stały;Szkoła Podstawowa Nr 2 im. mjra Henryka Sucharskiego sala gimnastyczna, ul. Mickiewicza 3, 82-500 Kwidzyn;m. Kwidzyn;kwidzyński;pomorskie;959;1258;1258;0;351;608;608;0;0;2;0;0;0;0;0;0;0;608;0;0;608;2;1;1;0;606;16;10;1;1;1;1;0;1;1;0;0;16;17;8;2;4;0;1;0;1;0;1;0;17;292;88;157;0;1;0;0;1;0;2;43;292;254;168;51;13;3;9;1;2;0;4;3;254;7;2;3;2;0;0;0;0;0;0;0;7;15;4;0;2;2;0;0;1;0;6;15;5;4;0;0;0;0;0;0;0;0;1;5
220701;6;miasto;stały;Szkoła Podstawowa z Oddziałami Mistrzostwa Sportowego, ul. Mickiewicza 56B, 82-500 Kwidzyn;m. Kwidzyn;kwidzyński;pomorskie;1060;1397;1397;0;398;662;662;0;1;1;1;1;0;0;0;0;1;663;1;0;663;4;2;2;0;659;19;7;5;3;1;0;1;0;0;0;2;19;32;18;1;9;0;0;0;0;0;1;3;32;358;129;170;0;1;2;1;0;0;0;55;358;226;137;51;10;1;10;4;0;4;4;5;226;4;2;1;0;0;1;0;0;0;0;0;4;17;11;0;1;3;0;1;0;1;0;17;3;1;0;0;0;0;0;0;1;1;0;3
220701;7;miasto;stały;Szkoła Podstawowa z Oddziałami Mistrzostwa Sportowego, ul. Mickiewicza 56B, 82-500 Kwidzyn;m. Kwidzyn;kwidzyński;pomorskie;783;1029;1029;0;299;484;484;0;0;2;0;0;0;0;0;0;0;484;0;0;484;4;4;0;0;480;22;10;3;1;0;2;0;1;1;0;4;22;17;8;1;5;1;0;0;1;0;0;1;17;278;99;145;1;3;0;0;2;0;0;28;278;143;82;46;5;1;5;0;1;0;3;0;143;8;3;0;2;0;1;0;0;1;0;1;8;8;6;1;0;0;0;0;1;0;0;8;4;3;0;0;0;0;1;0;0;0;0;4
220701;8;miasto;stały;Szkoła Podstawowa Nr 6 im dr Władysława Gębika, ul. Grunwaldzka 54, 82-500 Kwidzyn;m. Kwidzyn;kwidzyński;pomorskie;950;1244;1244;0;358;592;592;0;0;2;0;0;0;0;0;0;0;592;0;0;592;5;4;1;0;587;22;13;4;2;0;1;1;0;0;0;1;22;19;10;1;4;0;2;1;0;0;1;0;19;303;106;152;0;0;2;0;1;0;0;42;303;201;116;48;14;8;5;2;0;1;5;2;201;10;7;0;2;0;0;0;0;0;0;1;10;24;11;4;3;3;1;0;0;0;2;24;8;5;0;0;0;0;0;1;0;1;1;8
220701;9;miasto;stały;Przedszkole Niepubliczne Nr 2, ul. Kasprowicza 20F, 82-500 Kwidzyn;m. Kwidzyn;kwidzyński;pomorskie;1109;1474;1474;0;427;682;682;0;0;3;0;0;0;0;0;0;0;682;0;0;682;5;2;3;0;677;16;10;2;0;0;1;0;0;0;1;2;16;37;24;3;7;0;2;0;1;0;0;0;37;367;172;144;4;1;1;0;1;0;1;43;367;227;121;70;12;3;9;2;2;3;3;2;227;10;7;1;1;0;1;0;0;0;0;0;10;15;3;2;6;1;0;0;2;0;1;15;5;2;0;2;0;0;0;0;0;0;1;5
220701;10;miasto;stały;Zespół Szkół Ogólnokształcących Nr 2, ul. Słoneczna 2, 82-500 Kwidzyn;m. Kwidzyn;kwidzyński;pomorskie;1122;1467;1467;0;456;666;666;0;1;1;0;0;0;0;0;0;0;666;0;1;665;4;3;1;0;661;32;20;2;2;1;0;1;0;1;3;2;32;54;25;5;15;2;3;0;3;0;1;0;54;334;142;139;0;2;2;0;2;2;0;45;334;213;133;59;5;3;5;4;0;1;2;1;213;5;5;0;0;0;0;0;0;0;0;0;5;15;8;1;2;1;1;0;0;0;2;15;8;2;0;0;0;2;0;0;1;0;3;8
220701;11;miasto;stały;Hala Widowiskowo-Sportowa, ul. Wiejska 1A, 82-500 Kwidzyn;m. Kwidzyn;kwidzyński;pomorskie;1000;1313;1313;0;397;603;603;0;0;5;0;0;0;0;0;0;0;603;0;0;603;7;3;4;0;596;27;16;5;0;1;3;0;0;2;0;0;27;34;17;0;6;1;3;2;2;0;0;3;34;281;111;115;6;1;2;0;0;0;1;45;281;225;139;51;9;0;11;2;4;0;3;6;225;8;5;1;0;0;1;1;0;0;0;0;8;17;6;0;4;2;0;0;0;0;5;17;4;2;0;1;0;0;0;0;0;0;1;4
220701;12;miasto;stały;Szkoła Podstawowa nr 5 im. Zjednoczonej Europy, ul. Kamienna 18, 82-500 Kwidzyn;m. Kwidzyn;kwidzyński;pomorskie;1043;1382;1382;0;453;590;590;0;0;0;0;0;0;0;0;0;0;590;0;0;590;10;10;0;0;580;19;12;4;0;0;0;2;0;0;0;1;19;17;9;0;5;1;0;0;1;0;1;0;17;318;125;145;2;2;0;0;0;0;0;44;318;191;128;43;8;0;5;0;1;1;5;0;191;11;5;1;1;0;1;1;2;0;0;0;11;21;8;5;1;4;0;1;1;0;1;21;3;0;0;0;0;1;1;0;0;1;0;3
220701;13;miasto;stały;Szkoła Podstawowa nr 5 im. Zjednoczonej Europy, ul. Kamienna 18, 82-500 Kwidzyn;m. Kwidzyn;kwidzyński;pomorskie;1050;1374;1374;0;358;692;692;0;0;2;0;0;0;0;0;0;0;692;0;0;692;9;6;3;0;683;23;14;2;5;0;0;1;1;0;0;0;23;30;13;2;10;0;0;0;3;0;0;2;30;377;150;156;0;3;0;0;4;0;3;61;377;216;142;52;5;3;4;2;4;1;2;1;216;9;5;0;2;1;1;0;0;0;0;0;9;18;6;3;0;1;3;0;2;0;3;18;10;5;1;2;1;0;1;0;0;0;0;10
220701;14;miasto;stały;Miejski Ośrodek Pomocy Społecznej, ul. Grudziądzka 6, 82-500 Kwidzyn;m. Kwidzyn;kwidzyński;pomorskie;1014;1334;1334;0;399;615;615;0;0;3;0;0;0;0;0;0;0;615;0;0;615;5;3;2;0;610;13;7;3;2;0;0;0;0;0;0;1;13;49;19;7;15;3;0;2;0;1;0;2;49;314;115;145;1;4;1;0;0;1;1;46;314;205;122;53;13;4;5;3;1;1;1;2;205;6;3;0;2;1;0;0;0;0;0;0;6;23;5;1;6;4;3;1;1;0;2;23;0;0;0;0;0;0;0;0;0;0;0;0
220701;15;miasto;stały;Kwidzyńskie Centrum Kultury, ul. 11 Listopada 13, 82-500 Kwidzyn;m. Kwidzyn;kwidzyński;pomorskie;980;1299;1299;0;597;384;384;0;2;1;0;0;0;0;0;0;0;384;0;0;384;4;2;2;0;380;8;3;1;0;0;1;0;0;2;0;1;8;21;13;0;5;0;0;1;0;2;0;0;21;174;54;89;1;1;0;0;1;0;3;25;174;155;108;27;7;2;3;3;0;0;2;3;155;2;1;0;0;0;0;0;0;0;0;1;2;16;5;1;2;2;1;1;1;1;2;16;4;0;0;1;1;1;0;1;0;0;0;4
220701;16;miasto;stały;Szkoła Podstawowa nr 5 im. Zjednoczonej Europy, ul. Hallera 4, 82-500 Kwidzyn;m. Kwidzyn;kwidzyński;pomorskie;830;1101;1101;0;430;400;400;0;0;9;0;0;0;0;0;0;0;400;0;0;400;1;0;1;0;399;12;6;1;2;1;0;0;0;1;0;1;12;21;8;4;3;0;2;1;1;0;1;1;21;209;90;86;1;1;0;0;1;1;0;29;209;143;92;34;7;1;3;1;1;2;2;0;143;3;2;0;0;0;0;0;0;0;0;1;3;8;2;3;0;2;0;0;0;0;1;8;3;0;1;0;0;0;0;0;0;1;1;3
220701;17;miasto;stały;Zespół Szkół Ponadgimnazjalnych Nr 1, ul. Słowiańska 17, 82-500 Kwidzyn;m. Kwidzyn;kwidzyński;pomorskie;1039;1369;1369;0;526;513;513;0;0;0;0;0;0;0;0;0;0;513;0;0;513;9;7;2;0;504;18;8;4;3;0;0;0;1;1;0;1;18;42;17;2;15;2;1;0;2;1;0;2;42;251;78;127;0;0;2;1;0;0;1;42;251;170;102;36;6;5;8;5;3;3;1;1;170;9;2;0;5;0;1;0;0;1;0;0;9;9;4;4;1;0;0;0;0;0;0;9;5;2;1;1;0;0;0;1;0;0;0;5
220701;18;miasto;stały;Kwidzyńskie Centrum Kultury-Kinoteatr, ul. Katedralna 18, 82-500 Kwidzyn;m. Kwidzyn;kwidzyński;pomorskie;941;1241;1241;0;530;411;411;0;0;1;0;0;0;0;0;0;0;411;0;0;411;3;2;1;0;408;13;9;2;0;0;0;0;0;0;0;2;13;20;8;2;8;1;0;0;1;0;0;0;20;232;80;106;0;3;0;3;1;1;3;35;232;127;78;28;3;2;5;1;1;1;4;4;127;4;3;0;0;0;0;0;1;0;0;0;4;9;4;1;1;0;1;2;0;0;0;9;3;3;0;0;0;0;0;0;0;0;0;3
220701;19;miasto;stały;Szkoła Podstawowa Nr 4 im. Adama Mickiewicza, ul. Warszawska 13, 82-500 Kwidzyn;m. Kwidzyn;kwidzyński;pomorskie;1139;1478;1478;0;455;684;684;0;1;1;0;0;0;0;0;0;0;684;0;0;684;3;2;1;0;681;27;9;6;2;1;1;0;0;2;0;6;27;27;17;3;4;2;0;0;0;0;0;1;27;377;147;180;2;1;2;1;0;0;0;44;377;230;146;63;6;0;3;1;2;2;6;1;230;5;1;0;2;1;0;0;1;0;0;0;5;12;6;0;1;0;0;3;0;0;2;12;3;2;0;0;1;0;0;0;0;0;0;3
220701;20;miasto;stały;Dom Pomocy Społecznej, ul. Malborska 18, 82-500 Kwidzyn;m. Kwidzyn;kwidzyński;pomorskie;845;1108;1108;0;428;417;417;0;0;3;0;0;0;0;0;0;0;417;0;0;417;5;2;3;0;412;31;13;1;9;0;2;2;0;2;0;2;31;14;5;1;4;1;1;0;2;0;0;0;14;228;73;113;0;2;1;0;1;1;0;37;228;113;70;27;4;3;5;2;0;0;1;1;113;3;1;0;0;0;0;0;0;2;0;0;3;20;4;5;4;2;0;3;0;1;1;20;3;1;0;1;0;0;0;0;0;0;1;3
220701;21;miasto;stały;Budynek Zakładu Utylizacji Odpadów sp. z o. o, ul. Owcza 7, 82-500 Kwidzyn;m. Kwidzyn;kwidzyński;pomorskie;1255;1647;1647;0;431;824;824;0;0;1;0;0;0;0;0;0;0;824;0;0;824;6;4;2;0;818;42;23;11;1;1;1;1;0;0;1;3;42;50;24;5;16;0;0;0;3;1;1;0;50;442;161;207;8;0;1;0;0;1;0;64;442;240;139;64;8;2;14;3;1;0;3;6;240;14;8;1;1;0;1;1;0;0;0;2;14;24;11;3;4;3;0;0;0;2;1;24;6;1;1;2;0;0;0;1;0;0;1;6
220701;22;miasto;zakład leczniczy;„Zdrowie” Sp. z o. o Niepubliczny Zakład Opieki Zdrowotnej, ul. Hallera 31, 82-500 Kwidzyn;m. Kwidzyn;kwidzyński;pomorskie;122;48;48;0;116;6;6;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;0;0;2;4;2;1;0;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
220701;23;miasto;dom pomocy społecznej;Dom Pomocy Społecznej, ul. Malborska 18, 82-500 Kwidzyn;m. Kwidzyn;kwidzyński;pomorskie;122;85;85;0;62;60;60;0;0;0;0;0;0;0;0;0;0;60;0;0;60;4;4;0;0;56;3;1;0;0;1;0;1;0;0;0;0;3;3;2;0;0;0;0;0;0;0;0;1;3;12;3;2;1;0;1;1;0;0;0;4;12;27;11;3;2;2;0;2;0;0;4;3;27;5;2;1;0;0;0;0;0;2;0;0;5;2;1;0;0;0;0;0;0;0;1;2;4;0;0;0;1;1;0;0;0;0;2;4
220701;24;miasto;zakład karny;Zakład Karny, ul. Lotnicza 1, 82-500 Kwidzyn;m. Kwidzyn;kwidzyński;pomorskie;653;616;616;0;420;233;233;0;0;0;0;0;0;0;0;0;0;233;0;0;233;13;7;6;0;220;13;9;1;2;0;0;1;0;0;0;0;13;18;4;2;10;1;0;0;1;0;0;0;18;135;25;69;0;0;0;2;1;2;2;34;135;30;20;2;3;1;2;1;0;0;1;0;30;10;1;2;1;1;3;0;1;1;0;0;10;13;2;6;1;2;0;0;1;0;1;13;1;0;0;1;0;0;0;0;0;0;0;1
220702;1;wieś;stały;Szkoła Podstawowa w Gardei, ul. Sportowa 1, 82-520 Gardeja;gm. Gardeja;kwidzyński;pomorskie;1339;1769;1769;0;790;549;549;0;0;4;0;0;0;0;0;0;0;549;0;0;549;10;8;2;0;539;24;14;3;1;1;0;1;0;2;1;1;24;23;10;4;2;1;1;0;2;1;1;1;23;171;57;83;1;2;1;3;1;0;1;22;171;290;185;49;17;4;14;5;3;1;7;5;290;9;2;2;2;0;2;1;0;0;0;0;9;17;2;8;2;4;0;0;1;0;0;17;5;2;0;1;0;0;2;0;0;0;0;5
220702;2;wieś;stały;Szkoła Podstawowa w Czarnem Dolnem, Czarne Dolne ul. Szkolna 7/9, 82-520 Gardeja;gm. Gardeja;kwidzyński;pomorskie;911;1196;1196;0;628;283;283;0;0;0;0;0;0;0;0;0;0;283;0;0;283;1;0;1;0;282;12;5;2;0;0;0;0;0;0;0;5;12;8;8;0;0;0;0;0;0;0;0;0;8;60;23;23;1;0;0;0;1;1;1;10;60;190;123;30;9;6;13;5;0;0;3;1;190;3;2;1;0;0;0;0;0;0;0;0;3;8;3;2;1;0;0;0;0;0;2;8;1;1;0;0;0;0;0;0;0;0;0;1
220702;3;wieś;stały;Gimnazjum w Wandowie, Wandowo 60, 82-520 Gardeja;gm. Gardeja;kwidzyński;pomorskie;619;818;818;0;370;249;249;0;0;2;0;0;0;0;0;0;0;249;0;0;249;5;5;0;0;244;8;6;0;1;0;0;0;0;0;0;1;8;13;7;0;4;0;0;1;1;0;0;0;13;98;27;55;0;1;0;1;1;0;0;13;98;119;86;18;5;1;2;3;3;0;1;0;119;2;1;0;1;0;0;0;0;0;0;0;2;4;1;2;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
220702;4;wieś;stały;Szkoła Podstawowa w Trumiejach, Trumieje 12, 82-520 Gardeja;gm. Gardeja;kwidzyński;pomorskie;499;663;663;0;359;140;140;0;0;0;0;0;0;0;0;0;0;140;0;0;140;3;2;1;0;137;9;4;2;0;0;0;0;0;1;1;1;9;3;1;0;1;0;0;0;0;0;0;1;3;26;13;12;0;0;0;0;1;0;0;0;26;92;48;13;5;1;7;6;1;2;8;1;92;3;1;0;1;1;0;0;0;0;0;0;3;4;2;0;1;0;0;0;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
220702;5;wieś;stały;Szkoła Podstawowa w Morawach, Morawy 43, 82-520 Gardeja;gm. Gardeja;kwidzyński;pomorskie;620;812;812;0;427;193;193;0;0;4;0;0;0;0;0;0;0;193;0;0;193;6;4;2;0;187;5;3;0;0;0;1;0;0;0;0;1;5;16;10;0;6;0;0;0;0;0;0;0;16;66;30;25;1;0;1;0;0;0;0;9;66;88;53;6;7;5;6;4;1;4;1;1;88;6;5;0;0;0;1;0;0;0;0;0;6;6;2;1;2;1;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
220702;6;wieś;stały;Szkoła Podstawowa w Otłowcu, Otłowiec 26, 82-520 Gardeja;gm. Gardeja;kwidzyński;pomorskie;560;738;738;0;391;169;169;0;0;0;0;0;0;0;0;0;0;169;0;0;169;0;0;0;0;169;1;1;0;0;0;0;0;0;0;0;0;1;14;5;2;3;0;1;1;1;1;0;0;14;65;19;34;1;0;0;0;1;0;0;10;65;81;51;14;2;2;6;2;0;0;2;2;81;1;1;0;0;0;0;0;0;0;0;0;1;4;1;1;0;1;0;0;0;1;0;4;3;1;0;0;0;0;0;0;0;0;2;3
220702;7;wieś;stały;Szkoła Podstawowa w Cyganach, Cygany 27, 82-520 Gardeja;gm. Gardeja;kwidzyński;pomorskie;341;437;437;0;248;93;93;0;0;0;0;0;0;0;0;0;0;93;0;0;93;6;4;2;0;87;3;1;1;1;0;0;0;0;0;0;0;3;4;2;0;2;0;0;0;0;0;0;0;4;28;15;10;0;0;0;1;0;0;0;2;28;50;38;7;1;1;0;0;0;1;2;0;50;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1
220703;1;wieś;stały;Szkoła Podstawowa w Janowie, Janowo 42, 82-500 Kwidzyn;gm. Kwidzyn;kwidzyński;pomorskie;522;686;686;0;333;189;189;0;0;0;0;0;0;0;0;0;0;189;0;0;189;1;0;1;0;188;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;4;0;0;0;0;0;1;0;6;73;28;31;0;0;0;0;2;0;1;11;73;101;67;18;5;0;7;0;0;0;4;0;101;0;0;0;0;0;0;0;0;0;0;0;0;8;1;1;4;0;0;0;0;0;2;8;0;0;0;0;0;0;0;0;0;0;0;0
220703;2;wieś;stały;Świetlica wiejska w Pastwie, Pastwa 25, 82-500 Kwidzyn;gm. Kwidzyn;kwidzyński;pomorskie;447;589;589;0;268;179;179;0;0;0;0;0;0;0;0;0;0;179;0;0;179;3;0;3;0;176;5;2;2;0;0;1;0;0;0;0;0;5;7;6;0;0;1;0;0;0;0;0;0;7;44;9;24;0;1;0;0;1;0;4;5;44;114;70;21;1;3;5;2;2;3;5;2;114;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;1;0;0;0;0;0;2;5;1;1;0;0;0;0;0;0;0;0;0;1
220703;3;wieś;stały;Szkoła Podstawowa w Korzeniewie, Korzeniewo ul. Kwidzyńska 20, 82-500 Kwidzyn;gm. Kwidzyn;kwidzyński;pomorskie;406;546;546;0;192;214;214;0;0;2;0;0;0;0;0;0;0;214;0;0;214;0;0;0;0;214;12;5;1;1;1;0;1;2;0;0;1;12;17;9;2;3;1;1;0;0;0;0;1;17;89;31;47;1;0;1;2;1;0;0;6;89;84;50;23;1;0;2;2;1;4;0;1;84;1;1;0;0;0;0;0;0;0;0;0;1;8;1;1;0;5;0;0;0;1;0;8;3;1;0;1;0;0;0;0;0;1;0;3
220703;4;wieś;stały;Szkoła Podstawowa w Nowym Dworze, Nowy Dwór 13, 82-500 Kwidzyn;gm. Kwidzyn;kwidzyński;pomorskie;717;936;936;0;410;307;307;0;0;0;0;0;0;0;0;0;0;307;0;0;307;1;1;0;0;306;7;5;2;0;0;0;0;0;0;0;0;7;19;7;1;6;2;1;0;1;0;0;1;19;113;36;62;0;2;1;0;0;1;0;11;113;144;89;34;4;3;6;1;1;4;2;0;144;6;4;1;0;1;0;0;0;0;0;0;6;16;10;4;1;0;1;0;0;0;0;16;1;0;0;0;0;0;1;0;0;0;0;1
220703;5;wieś;stały;Świetlica wiejska w Marezie, Mareza ul. Długa 5, 82-500 Kwidzyn;gm. Kwidzyn;kwidzyński;pomorskie;937;1229;1229;0;451;486;486;0;1;0;0;0;0;0;0;0;0;486;0;0;486;6;3;3;0;480;29;16;5;2;1;0;0;1;1;0;3;29;17;7;0;6;2;2;0;0;0;0;0;17;214;69;97;1;6;2;0;0;1;1;37;214;192;139;24;11;3;2;3;0;3;4;3;192;5;2;1;0;1;0;1;0;0;0;0;5;17;6;0;4;1;3;0;0;0;3;17;6;4;1;0;0;0;0;0;0;1;0;6
220703;6;wieś;stały;Dwór w Górkach, Górki 4, 82-500 Kwidzyn;gm. Kwidzyn;kwidzyński;pomorskie;364;486;486;0;152;212;212;0;0;0;0;0;0;0;0;0;0;212;0;0;212;3;2;1;0;209;6;3;0;0;0;2;0;0;0;0;1;6;10;3;0;5;0;0;0;0;0;2;0;10;98;33;50;1;1;0;0;0;0;0;13;98;90;66;10;4;0;1;3;0;2;2;2;90;1;1;0;0;0;0;0;0;0;0;0;1;3;0;3;0;0;0;0;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;1
