Kod terytorialny gminy;Nr obwodu głosowania;Typ obszaru;Typ obwodu;Siedziba Obwodowej Komisji Wyborczej;Gmina;Powiat;Województwo;Komisja otrzymała kart do głosowania;Liczba wyborców uprawnionych do głosowania;w tym umieszczonych w części A spisu wyborców;w tym umieszczonych w części B spisu wyborców;Nie wykorzystano kart do głosowania;Liczba wyborców, którym wydano karty do głosowania;w tym w części A spisu wyborców;w tym w części B spisu wyborców;Liczba wyborców głosujących przez pełnomocnika;Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania;Liczba wyborców, którym wysłano pakiety wyborcze;Liczba otrzymanych kopert zwrotnych;Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu;Liczba kopert zwrotnych, w których oświadczenie nie było podpisane;Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania;Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania;Liczba kopert na kartę do głosowania wrzuconych do urny;Liczba kart wyjętych z urny;w tym liczba kart wyjętych z kopert na kartę do głosowania;Liczba kart nieważnych;Liczba kart ważnych;Liczba głosów nieważnych;w tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów;w tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata;w tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata;Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów;Lista nr 1 - KWW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY;1 MENTZEN Sławomir Jerzy;2 URBANIAK Michał Piotr;3 PRUŚ Sylwester Zbigniew;4 BREWIAK Grażyna;5 STUPKIEWICZ Magdalena;6 LIPINSKA-BEHRENDT Martyna Elżbieta;7 ŚWIECZKOWSKA Iwona Gabriela;8 KRZYWKOWSKI Marcin Piotr;9 DRANIEWICZ Karol Łukasz;10 DZIAMBOR Artur Erwin;Razem;Lista nr 2 - KW WIOSNA ROBERTA BIEDRONIA;1 MACIEJEWSKA Beata Monika;2 RUTKA Marek Andrzej;3 BIEDROŃ Adriana Maria;4 JAROSZ Maciej;5 GRACZYK Ewa Elżbieta;6 JASIONEK Henryk Jacek;7 OCHOCKA Iwona;8 BYLICA Bartosz;9 SZUBIŃSKA Bożena Leokadia;10 LAMENTOWICZ Wojciech;Razem;Lista nr 3 - KKW KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI;1 LEWANDOWSKI Janusz Antoni;2 ADAMOWICZ Magdalena;3 TRAWICKI Krzysztof Gabriel;4 JACHLEWSKA Elżbieta;5 FURGO Grzegorz Witold;6 LIEDER Ewa;7 POPOWSKA Magdalena Maria;8 PIETRZAK Anna Grażyna;9 KALINOWSKA Jolanta Maria;10 WAŁĘSA Jarosław Leszek;Razem;Lista nr 4 - KW PRAWO I SPRAWIEDLIWOŚĆ;1 FOTYGA Anna Elżbieta;2 SELLIN Jarosław Daniel;3 SIKORA Danuta Teresa;4 MÜLLER Piotr Józef;5 SZYMAŃSKI Antoni;6 KURZELEWSKA Arleta;7 BIAŁOOKA-KOSTENECKA Danuta Jadwiga;8 RABENDA Karol Kazimierz;9 DEMSKI Patryk Jerzy;10 ŁUCZYK Mariusz Wojciech;Razem;Lista nr 5 - KKW LEWICA RAZEM - RAZEM, UNIA PRACY, RSS;1 GÓRSKA Anna;2 KOWALCZUK Łukasz;3 SOBAŃSKA Joanna Małgorzata;4 BONIECKI Łukasz Michał;5 HASKA Karolina;6 SZCZEPAŃSKI Adam Aleksander;7 PRUSSAK Sara Maria;8 ANDRZEJEWSKI Szymon Tomasz;9 PRUSINOWSKA Magdalena;10 LUBIEWSKI Adam Marek;Razem;Lista nr 6 - KWW KUKIZ'15;1 KOBYLARZ Andrzej Sławomir;2 BŁASZCZYK Anna;3 LUTY Jerzy;4 DUDEK Dorota;5 POMIRSKA Zofia Małgorzata;6 RODZIEWICZ-KLAWIŃSKA Jolanta Ewa;7 PIĄTKOWSKA Andżelika Ewa;8 HAMADYK Łukasz Mariusz;9 KLAWITER Jan Andrzej;Razem;Lista nr 7 - KWW POLSKA FAIR PLAY BEZPARTYJNI GWIAZDOWSKI;1 ZBOROWSKI Maciej;2 KNUTH Maciej;3 JANOWICZ Kamila Marta;4 WIŚNIEWSKI Radosław Andrzej;5 PAWEŁCZAK Barnaba Bogusz;6 STRUK Anna Marta;7 WARDA Małgorzata Maja;8 MAKRENEK Helena Cecylia;9 DOMŻALSKA Elżbieta Maria;10 GRAJKOWSKI Piotr;Razem
221105;3;wieś;stały;Gminny Dom Kultury w Pierwoszynie, Pierwoszyno ul. Kaszubska 11, 81-198 Kosakowo;gm. Kosakowo;pucki;pomorskie;695;857;856;1;0;499;499;0;0;5;0;0;0;0;0;0;0;499;0;0;499;3;2;1;0;496;20;4;8;2;0;2;0;0;0;1;3;20;41;21;2;11;0;0;0;1;0;3;3;41;253;64;106;1;4;2;1;0;1;0;74;253;146;80;49;7;0;1;2;3;0;2;2;146;6;1;1;0;0;2;2;0;0;0;0;6;21;8;7;1;2;0;1;0;0;2;21;9;5;1;0;1;0;0;1;0;0;1;9
221105;4;wieś;stały;Biblioteka Publiczna Gminy Kosakowo, Fiołkowa 2A, 81-198 Kosakowo;gm. Kosakowo;pucki;pomorskie;1022;1387;1387;0;211;811;811;0;2;10;0;0;0;0;0;0;0;810;0;0;810;8;3;5;0;802;34;13;8;1;0;1;0;1;0;1;9;34;94;46;12;18;2;7;2;2;2;0;3;94;451;146;195;3;2;3;1;1;4;3;93;451;175;101;50;1;1;7;2;7;4;0;2;175;6;3;0;0;0;0;0;1;0;2;0;6;35;17;2;2;2;2;1;2;1;6;35;7;5;0;0;0;1;0;0;0;0;1;7
221105;5;wieś;stały;Szkoła Podstawowa w Dębogórzu, Dębogórze Pomorska 30, 81-198 Kosakowo;gm. Kosakowo;pucki;pomorskie;1312;1765;1765;0;460;852;852;0;0;0;0;0;0;0;0;0;0;852;0;0;852;7;4;3;0;845;48;30;5;4;0;1;0;1;3;0;4;48;53;18;7;18;1;1;0;3;0;3;2;53;408;110;196;7;2;2;4;1;1;2;83;408;283;150;95;10;2;5;1;6;2;6;6;283;9;2;1;0;0;1;1;2;0;0;2;9;34;13;3;2;4;2;0;0;0;10;34;10;3;1;1;0;1;2;0;0;1;1;10
221105;6;wieś;stały;Szkoła Podstawowa w Pogórzu, Pogórze Szkolna 15, 81-198 Kosakowo;gm. Kosakowo;pucki;pomorskie;2045;2814;2814;0;540;1505;1505;0;0;10;0;0;0;0;0;0;0;1505;0;0;1505;10;4;6;0;1495;74;37;19;2;0;1;0;2;3;0;10;74;139;71;16;31;6;3;2;4;0;3;3;139;840;264;370;6;3;4;3;8;2;6;174;840;345;157;129;16;6;7;5;10;2;4;9;345;11;5;0;1;0;1;2;0;0;2;0;11;60;33;13;2;7;0;1;0;0;4;60;26;16;0;3;1;1;2;3;0;0;0;26
221105;7;wieś;stały;Świetlica Sołecka w Suchym Dworze, Suchy Dwór Jana Chryzostoma Paska 6, 81-198 Kosakowo;gm. Kosakowo;pucki;pomorskie;833;1113;1113;0;104;729;729;0;0;0;0;0;0;0;0;0;0;729;0;0;729;4;3;1;0;725;37;10;5;2;1;1;0;1;0;0;17;37;68;37;7;15;0;3;1;1;1;1;2;68;463;184;191;1;3;2;1;1;0;0;80;463;126;50;60;8;0;4;1;2;0;1;0;126;5;3;2;0;0;0;0;0;0;0;0;5;16;6;2;0;1;1;2;0;0;4;16;10;6;0;2;0;0;0;0;0;1;1;10
221106;1;wieś;stały;Szkoła Podstawowa, Abrahama 34, 84-113 Wierzchucino;gm. Krokowa;pucki;pomorskie;1621;2177;2177;0;817;804;804;0;0;26;0;0;0;0;0;0;0;804;0;0;804;23;9;14;0;781;35;25;4;1;0;0;0;2;1;0;2;35;47;15;2;21;1;1;0;3;1;2;1;47;345;82;190;3;4;1;2;2;0;0;61;345;312;179;75;18;6;15;5;0;1;5;8;312;3;2;0;0;0;0;0;1;0;0;0;3;28;6;5;1;3;3;0;1;4;5;28;11;4;0;0;0;0;6;1;0;0;0;11
221106;2;wieś;stały;Szkoła Podstawowa w Żarnowcu, Żarnowiec Szkolna 2, 84-110 Krokowa;gm. Krokowa;pucki;pomorskie;980;1385;1385;0;383;597;597;0;0;56;0;0;0;0;0;0;0;597;0;2;595;8;2;6;0;587;22;14;4;0;0;1;0;0;0;0;3;22;25;13;1;9;0;0;0;1;0;1;0;25;230;38;123;3;1;0;0;0;0;0;65;230;283;137;107;5;4;14;7;1;1;4;3;283;5;2;1;0;0;0;0;1;1;0;0;5;19;9;3;0;4;1;0;0;1;1;19;3;0;0;0;0;0;1;0;0;1;1;3
221106;3;wieś;stały;Urząd Gminy Krokowa, Żarnowiecka 29, 84-110 Krokowa;gm. Krokowa;pucki;pomorskie;1558;2143;2143;0;710;848;848;0;1;93;0;0;0;0;0;0;0;848;0;0;848;9;4;5;0;839;27;12;3;5;2;1;1;0;0;1;2;27;43;22;2;9;2;0;0;5;1;0;2;43;345;53;222;2;0;1;2;0;1;1;63;345;383;222;108;13;5;21;1;2;2;7;2;383;8;4;0;1;1;1;0;0;0;1;0;8;21;7;2;1;2;1;0;1;1;6;21;12;5;1;1;1;0;4;0;0;0;0;12
221106;4;wieś;stały;Szkoła Podstawowa w Sławoszynie, Sławoszyno Floriana Ceynowy 24, 84-110 Krokowa;gm. Krokowa;pucki;pomorskie;1390;1847;1847;0;730;660;660;0;0;7;1;1;0;0;1;0;0;660;0;0;660;8;6;2;0;652;24;14;1;3;2;0;0;0;0;0;4;24;40;22;1;10;3;1;0;0;1;1;1;40;245;53;137;5;0;1;0;0;1;1;47;245;330;203;79;19;6;7;4;3;2;4;3;330;0;0;0;0;0;0;0;0;0;0;0;0;11;4;3;0;3;0;0;1;0;0;11;2;0;0;1;0;0;1;0;0;0;0;2
221106;5;wieś;stały;Szkoła Podstawowa w Lubocinie, Lubocino 10, 84-110 Krokowa;gm. Krokowa;pucki;pomorskie;613;803;803;0;315;298;298;0;0;1;0;0;0;0;0;0;0;298;0;0;298;4;2;2;0;294;9;3;1;0;2;1;1;0;0;0;1;9;13;9;0;4;0;0;0;0;0;0;0;13;84;19;45;8;0;0;0;0;0;0;12;84;182;101;52;2;11;8;2;0;2;1;3;182;1;1;0;0;0;0;0;0;0;0;0;1;5;3;0;0;1;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0
221106;6;wieś;dom pomocy społecznej;Dom Pomocy Społecznej, Lubkowo ul. Długa 50, 84-110 Krokowa;gm. Krokowa;pucki;pomorskie;51;51;51;0;28;23;23;0;0;0;0;0;0;0;0;0;0;23;0;0;23;1;0;1;0;22;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;1;0;1;3;3;1;0;0;1;0;0;0;0;0;1;3;10;5;2;1;0;1;1;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;0;0;0;0;0;1;0;3;3;2;1;0;0;0;0;0;0;0;0;3
221107;1;wieś;stały;Szkoła Podstawowa w Leśniewie, ul. Mechowska 2, 84-106 Leśniewo;gm. Puck;pucki;pomorskie;2060;2739;2739;0;1074;987;987;0;0;0;0;0;0;0;0;0;0;987;0;0;987;12;4;8;0;975;49;27;8;3;1;0;0;0;2;0;8;49;51;12;12;16;2;1;1;1;1;2;3;51;315;77;181;5;4;0;1;1;0;1;45;315;510;239;170;35;8;36;6;4;4;6;2;510;4;3;0;0;0;0;1;0;0;0;0;4;31;11;6;3;2;3;1;2;0;3;31;15;5;0;0;1;0;6;1;0;0;2;15
221107;2;wieś;stały;Szkoła Podstawowa w Mrzezinie, ul. Dworcowa 54, 84-123 Mrzezino;gm. Puck;pucki;pomorskie;1452;1923;1923;0;619;833;833;0;0;3;0;0;0;0;0;0;0;833;0;0;833;9;6;3;0;824;38;17;5;2;1;1;1;3;1;0;7;38;45;18;5;14;1;1;1;2;0;1;2;45;335;82;174;3;5;3;0;4;0;2;62;335;363;184;126;23;3;6;3;8;2;1;7;363;4;2;1;1;0;0;0;0;0;0;0;4;30;10;10;4;2;0;0;0;0;4;30;9;2;1;3;0;1;2;0;0;0;0;9
221107;3;wieś;stały;Zespół Szkolno-Przedszkolny w Połchowie, ul. Dworcowa 2, 84-123 Połchowo;gm. Puck;pucki;pomorskie;811;1066;1066;0;328;483;483;0;0;2;0;0;0;0;0;0;0;483;0;0;483;7;4;3;0;476;26;13;5;2;1;0;0;0;0;1;4;26;20;8;0;8;1;1;0;1;1;0;0;20;213;53;117;5;0;3;0;1;1;1;32;213;180;89;60;18;4;3;1;1;1;1;2;180;11;8;0;0;0;0;0;0;2;0;1;11;21;7;3;1;0;1;0;1;0;8;21;5;1;0;3;0;0;0;0;0;0;1;5
221107;4;wieś;stały;Szkoła Podstawowa w Połczynie, ul. Szkolna 21, 84-100 Połczyno;gm. Puck;pucki;pomorskie;802;1072;1072;0;322;480;480;0;0;2;0;0;0;0;0;0;0;480;0;0;480;2;1;1;0;478;22;19;1;0;0;0;0;0;0;0;2;22;18;4;2;6;0;2;0;2;0;0;2;18;257;49;160;2;0;1;0;1;0;0;44;257;165;82;57;12;3;2;1;0;0;4;4;165;7;4;0;0;0;3;0;0;0;0;0;7;9;3;3;0;0;0;0;0;0;3;9;0;0;0;0;0;0;0;0;0;0;0;0
221107;5;wieś;stały;Szkoła Podstawowa w Starzynie, ul. Żarnowiecka 22, 84-107 Starzyno;gm. Puck;pucki;pomorskie;1408;1878;1878;0;679;729;729;0;0;5;0;0;0;0;0;0;0;729;0;0;729;4;1;3;0;725;31;18;4;0;1;1;0;1;0;1;5;31;34;11;2;16;1;0;0;0;0;0;4;34;267;56;147;3;1;0;1;0;0;0;59;267;374;201;107;19;9;16;6;4;2;0;10;374;2;1;0;0;0;0;0;0;0;1;0;2;16;9;1;1;0;0;0;1;0;4;16;1;1;0;0;0;0;0;0;0;0;0;1
221107;6;wieś;stały;Wiejski Dom Kultury w Strzelnie, ul. Bałtycka 14, 84-103 Strzelno;gm. Puck;pucki;pomorskie;641;846;846;0;286;355;355;0;0;0;0;0;0;0;0;0;0;355;0;0;355;4;1;3;0;351;13;5;2;2;1;0;0;0;0;0;3;13;10;4;1;2;0;0;0;1;0;2;0;10;82;17;38;7;1;1;2;0;0;0;16;82;233;132;73;13;1;9;1;0;1;0;3;233;1;0;1;0;0;0;0;0;0;0;0;1;5;0;2;0;2;0;0;0;1;0;5;7;1;0;2;2;0;2;0;0;0;0;7
221107;7;wieś;stały;Dom Kaszubski w Swarzewie, ul. Ks. Pronobisa 11, 84-100 Swarzewo;gm. Puck;pucki;pomorskie;618;832;832;0;216;402;402;0;0;12;0;0;0;0;0;0;0;402;0;0;402;9;4;5;0;393;17;12;0;1;1;1;0;0;0;0;2;17;16;2;3;6;0;1;0;0;1;1;2;16;178;30;101;8;1;0;1;2;0;0;35;178;163;74;64;6;1;11;3;0;1;1;2;163;0;0;0;0;0;0;0;0;0;0;0;0;13;5;2;1;3;0;1;0;0;1;13;6;1;0;1;0;1;0;3;0;0;0;6
221107;8;wieś;stały;Zespół Szkolno-Przedszkolny w Żelistrzewie, ul. Szkolna 1, 84-100 Żelistrzewo;gm. Puck;pucki;pomorskie;1560;2074;2074;0;580;980;980;0;0;3;0;0;0;0;0;0;0;980;0;0;980;10;4;6;0;970;42;18;6;1;1;1;0;1;0;0;14;42;70;34;7;17;2;3;1;4;1;0;1;70;427;115;243;2;1;2;3;1;3;1;56;427;380;213;118;9;5;23;1;2;1;4;4;380;7;3;0;2;1;0;0;0;0;1;0;7;32;13;5;2;4;1;1;0;0;6;32;12;4;0;0;0;0;3;3;0;0;2;12
221107;9;wieś;stały;Szkoła Podstawowa w Rekowie Górnym, ul. Wiktora Czapiewskiego 1, 84-123 Rekowo Górne;gm. Puck;pucki;pomorskie;711;928;928;0;288;423;423;0;0;3;0;0;0;0;0;0;0;423;0;0;423;5;4;1;0;418;17;5;3;1;1;1;2;3;0;0;1;17;24;8;2;6;1;3;0;3;0;0;1;24;195;63;91;3;1;0;1;0;0;0;36;195;162;89;36;19;5;6;3;0;0;1;3;162;4;3;0;0;0;0;0;0;0;0;1;4;13;1;3;1;1;0;3;0;0;4;13;3;2;0;0;0;0;0;1;0;0;0;3
221107;10;wieś;stały;Szkoła Podstawowa w Celbowie, Celbowo 6, 84-100 Celbowo;gm. Puck;pucki;pomorskie;734;970;970;0;426;308;308;0;0;0;0;0;0;0;0;0;0;308;0;0;308;5;3;2;0;303;9;6;1;1;0;1;0;0;0;0;0;9;11;5;2;3;0;1;0;0;0;0;0;11;101;19;62;1;0;0;0;0;1;0;18;101;170;73;65;11;0;9;4;1;2;2;3;170;1;0;0;0;0;0;0;0;1;0;0;1;8;3;0;0;1;1;0;0;0;3;8;3;2;0;0;0;0;1;0;0;0;0;3
221107;11;wieś;stały;Szkoła Podstawowa w Łebczu, ul. Pucka 27, 84-103 Łebcz;gm. Puck;pucki;pomorskie;1093;1453;1453;0;566;527;527;0;0;1;0;0;0;0;0;0;0;527;0;0;527;15;6;9;0;512;25;10;5;0;1;1;2;1;3;0;2;25;23;9;4;5;0;2;0;1;0;0;2;23;184;36;103;5;1;0;1;0;1;0;37;184;241;131;68;10;9;13;2;2;1;4;1;241;5;2;1;0;0;1;0;0;0;0;1;5;20;5;5;1;3;1;1;1;0;3;20;14;1;1;7;1;0;1;1;0;0;2;14
221107;12;wieś;stały;Szkoła Podstawowa w Gnieżdżewie, ul. Dworcowa 6, 84-100 Gnieżdżewo;gm. Puck;pucki;pomorskie;710;928;928;0;319;391;391;0;0;2;0;0;0;0;0;0;0;391;0;0;391;3;2;1;0;388;10;5;2;1;0;2;0;0;0;0;0;10;8;2;1;4;1;0;0;0;0;0;0;8;123;22;68;0;0;1;1;1;0;0;30;123;237;114;88;10;1;11;1;3;1;2;6;237;1;1;0;0;0;0;0;0;0;0;0;1;8;3;2;0;0;0;0;1;1;1;8;1;0;0;0;0;0;1;0;0;0;0;1
221107;13;wieś;stały;Park Kulturowy Osada Łowców Fok w Rzucewie, Rzucewo 24, 84-100 Rzucewo;gm. Puck;pucki;pomorskie;542;719;719;0;300;242;242;0;0;4;0;0;0;0;0;0;0;242;0;0;242;1;1;0;0;241;2;1;1;0;0;0;0;0;0;0;0;2;16;9;0;3;2;0;1;0;0;1;0;16;103;16;58;3;0;1;1;1;0;0;23;103;109;59;33;6;2;6;1;1;0;0;1;109;2;0;0;0;0;2;0;0;0;0;0;2;7;2;1;0;2;0;0;0;0;2;7;2;2;0;0;0;0;0;0;0;0;0;2
221107;14;wieś;stały;Remiza Ochotniczej Straży Pożarnej w Smolnie, ul. Pucka 46, 84-100 Smolno;gm. Puck;pucki;pomorskie;523;701;701;0;241;282;282;0;0;4;0;0;0;0;0;0;0;282;0;0;282;9;7;2;0;273;22;15;3;0;2;1;1;0;0;0;0;22;12;4;1;3;0;0;0;2;0;0;2;12;104;29;54;5;0;2;0;0;0;0;14;104;123;64;28;6;4;13;3;1;0;1;3;123;1;1;0;0;0;0;0;0;0;0;0;1;7;5;1;0;0;0;0;1;0;0;7;4;1;0;0;1;1;0;0;0;0;1;4
221107;15;wieś;stały;Szkoła Podstawowa w Darzlubiu, Pucka 74, 84-100 Darzlubie;gm. Puck;pucki;pomorskie;511;671;671;0;223;288;288;0;0;1;0;0;0;0;0;0;0;288;0;0;288;2;1;1;0;286;22;17;1;0;1;1;0;0;1;1;0;22;8;3;1;2;1;0;0;1;0;0;0;8;81;22;42;1;0;0;0;0;0;0;16;81;155;71;59;5;3;10;1;2;1;2;1;155;2;0;1;0;1;0;0;0;0;0;0;2;15;8;2;0;3;0;0;0;0;2;15;3;0;2;0;0;0;1;0;0;0;0;3
221107;16;wieś;stały;Zespół Szkolno-Przedszkolny w Mieroszynie, Szkolna 2, 84-103 Mieroszyno;gm. Puck;pucki;pomorskie;544;729;729;0;218;326;326;0;0;2;0;0;0;0;0;0;0;326;0;0;326;5;2;3;0;321;6;4;1;1;0;0;0;0;0;0;0;6;17;8;4;1;1;2;0;1;0;0;0;17;99;22;52;1;0;1;3;0;0;1;19;99;179;94;66;11;1;2;2;2;0;0;1;179;6;4;1;0;0;1;0;0;0;0;0;6;11;6;1;1;2;0;0;0;0;1;11;3;1;0;0;1;0;1;0;0;0;0;3
221201;1;miasto;stały;Szkoła Podstawowa nr 1, ul. Darłowska 18, 76-270 Ustka;m. Ustka;słupski;pomorskie;1170;1570;1570;0;458;712;712;0;0;38;0;0;0;0;0;0;0;712;0;0;712;7;6;1;0;705;17;9;5;0;1;0;0;0;0;0;2;17;64;30;5;20;1;6;0;2;0;0;0;64;341;77;189;1;4;0;1;3;3;1;62;341;246;114;39;8;74;4;1;1;1;3;1;246;8;3;0;0;3;0;2;0;0;0;0;8;17;7;3;1;3;0;0;1;1;1;17;12;0;0;0;7;0;0;1;1;1;2;12
221201;2;miasto;stały;Miejskie Przedszkole nr 3, ul. Polna 12, 76-270 Ustka;m. Ustka;słupski;pomorskie;1071;1431;1431;0;426;645;645;0;1;13;0;0;0;0;0;0;0;645;0;0;645;7;4;3;0;638;23;11;4;1;1;0;0;2;0;1;3;23;85;35;7;25;3;3;2;3;3;2;2;85;317;65;178;8;0;2;1;2;4;0;57;317;181;84;23;5;60;1;1;2;0;2;3;181;3;2;0;0;0;1;0;0;0;0;0;3;16;6;8;0;1;0;0;1;0;0;16;13;6;0;0;6;0;0;1;0;0;0;13
221201;3;miasto;stały;Szkoła Podstawowa nr 2, ul. Jagiellońska 1, 76-270 Ustka;m. Ustka;słupski;pomorskie;1310;1731;1731;0;484;826;826;0;0;39;0;0;0;0;0;0;0;826;0;0;826;6;4;2;0;820;28;10;8;0;1;0;0;2;0;1;6;28;55;21;2;21;1;5;1;1;0;1;2;55;408;90;236;2;0;1;0;2;9;1;67;408;288;162;26;8;80;4;3;1;1;2;1;288;10;3;0;1;0;1;0;0;0;4;1;10;17;4;5;1;4;0;0;2;0;1;17;14;4;1;0;7;1;1;0;0;0;0;14
221201;4;miasto;stały;"Spółdzielnia Mieszkaniowa ""Korab"", ul. Grunwaldzka 10, 76-270 Ustka";m. Ustka;słupski;pomorskie;1289;1713;1713;0;510;779;779;0;0;29;0;0;0;0;0;0;0;779;0;0;779;9;3;6;0;770;18;9;2;1;0;0;0;0;2;0;4;18;74;38;1;25;2;3;2;1;0;0;2;74;369;68;256;0;2;0;1;0;3;1;38;369;273;132;40;3;89;4;0;0;2;2;1;273;8;5;0;0;1;0;1;0;0;1;0;8;25;8;8;1;2;1;0;2;1;2;25;3;1;0;0;0;0;0;0;1;0;1;3
221201;5;miasto;stały;Szkoła Podstawowa nr 3, ul. Wróblewskiego 7, 76-270 Ustka;m. Ustka;słupski;pomorskie;1320;1781;1781;0;412;908;908;0;0;51;0;0;0;0;0;0;0;908;0;0;908;4;3;1;0;904;16;6;3;0;0;0;1;0;2;0;4;16;69;30;2;23;0;7;0;2;1;1;3;69;503;125;313;1;1;0;1;0;5;1;56;503;287;160;30;8;79;6;0;0;2;2;0;287;7;2;0;3;0;0;1;0;0;1;0;7;17;7;4;1;2;1;0;0;1;1;17;5;0;0;1;4;0;0;0;0;0;0;5
221201;6;miasto;stały;Urząd Miasta Ustka, ul. Ks. Kard. St. Wyszyńskiego 3, 76-270 Ustka;m. Ustka;słupski;pomorskie;1614;2354;2354;0;291;1323;1323;0;1;582;0;0;0;0;0;0;0;1323;0;0;1323;15;9;6;0;1308;32;22;4;1;1;1;0;0;0;1;2;32;72;27;0;27;2;5;1;2;2;3;3;72;694;201;405;3;3;1;1;4;7;2;67;694;478;313;63;11;69;9;3;3;1;5;1;478;12;5;0;2;0;2;0;2;0;1;0;12;14;8;2;0;1;2;0;0;0;1;14;6;5;0;0;1;0;0;0;0;0;0;6
221201;7;miasto;stały;Dom Kultury, ul. Kosynierów 19, 76-270 Ustka;m. Ustka;słupski;pomorskie;1670;2391;2390;1;466;1202;1201;1;1;160;0;0;0;0;0;0;0;1202;0;0;1202;6;3;3;0;1196;22;12;3;0;1;3;0;0;2;0;1;22;90;37;5;32;1;8;2;2;0;1;2;90;658;173;396;6;6;1;1;0;3;0;72;658;374;182;38;9;127;7;4;0;1;1;5;374;16;9;2;1;0;0;0;0;1;3;0;16;23;10;2;0;1;2;5;2;0;1;23;13;6;0;0;5;0;0;0;0;0;2;13
221201;8;miasto;oddział zewnętrzny aresztu śledczego;Areszt Śledczy w Słupsku Oddział Zewnętrzny w Ustce, Darłowska 1b, 76-270 Ustka;m. Ustka;słupski;pomorskie;150;132;132;0;116;34;34;0;0;0;0;0;0;0;0;0;0;34;0;0;34;2;2;0;0;32;2;0;0;1;0;1;0;0;0;0;0;2;5;1;1;3;0;0;0;0;0;0;0;5;21;6;10;2;1;0;0;0;0;0;2;21;3;1;1;0;1;0;0;0;0;0;0;3;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
221201;9;miasto;zakład leczniczy;Wojewódzki Szpital Specjalistyczny im. Janusza Korczaka w Słupsku Sp. z o. o. Oddział w Ustce, Mickiewicza 12, 76-270 Ustka;m. Ustka;słupski;pomorskie;30;41;41;0;24;6;6;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;1;1;3;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
221202;1;wieś;stały;Centrum Edukacji i Kultury, ul. Wincentego Witosa 13, 76-231 Damnica;gm. Damnica;słupski;pomorskie;1090;1429;1429;0;483;607;607;0;2;0;0;0;0;0;0;0;0;607;0;0;607;5;4;1;0;602;19;10;4;2;0;1;0;1;0;0;1;19;65;26;7;22;5;3;1;1;0;0;0;65;235;48;146;3;0;2;0;2;3;1;30;235;248;104;20;10;107;2;1;1;1;2;0;248;2;2;0;0;0;0;0;0;0;0;0;2;25;15;6;1;2;0;0;0;1;0;25;8;2;0;1;2;0;1;1;0;1;0;8
221202;2;wieś;stały;Szkoła Podstawowa w Damnie, Damno 42, 76-231 Damnica;gm. Damnica;słupski;pomorskie;1324;1750;1750;0;883;441;441;0;0;0;0;0;0;0;0;0;0;441;0;0;441;18;14;4;0;423;15;9;1;1;0;2;0;1;1;0;0;15;52;21;1;26;1;1;0;1;0;1;0;52;173;51;105;2;1;0;0;0;2;0;12;173;163;81;16;5;53;3;1;0;1;1;2;163;6;1;1;0;0;1;0;0;0;3;0;6;10;3;2;0;3;0;0;0;2;0;10;4;0;1;0;2;0;0;0;0;0;1;4
221202;3;wieś;stały;Szkoła Podstawowa w Zagórzycy, Zagórzyca 20, 76-231 Damnica;gm. Damnica;słupski;pomorskie;1110;1454;1454;0;647;463;463;0;0;1;0;0;0;0;0;0;0;463;0;0;463;5;3;2;0;458;8;1;0;2;0;0;1;0;3;1;0;8;50;19;6;18;0;2;1;2;0;0;2;50;148;36;90;3;0;1;0;0;1;2;15;148;238;103;12;10;103;1;0;1;3;2;3;238;3;1;0;1;0;1;0;0;0;0;0;3;11;1;4;1;2;0;1;1;0;1;11;0;0;0;0;0;0;0;0;0;0;0;0
