Kod terytorialny gminy;Nr obwodu głosowania;Typ obszaru;Typ obwodu;Siedziba Obwodowej Komisji Wyborczej;Gmina;Powiat;Województwo;Komisja otrzymała kart do głosowania;Liczba wyborców uprawnionych do głosowania;w tym umieszczonych w części A spisu wyborców;w tym umieszczonych w części B spisu wyborców;Nie wykorzystano kart do głosowania;Liczba wyborców, którym wydano karty do głosowania;w tym w części A spisu wyborców;w tym w części B spisu wyborców;Liczba wyborców głosujących przez pełnomocnika;Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania;Liczba wyborców, którym wysłano pakiety wyborcze;Liczba otrzymanych kopert zwrotnych;Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu;Liczba kopert zwrotnych, w których oświadczenie nie było podpisane;Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania;Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania;Liczba kopert na kartę do głosowania wrzuconych do urny;Liczba kart wyjętych z urny;w tym liczba kart wyjętych z kopert na kartę do głosowania;Liczba kart nieważnych;Liczba kart ważnych;Liczba głosów nieważnych;w tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów;w tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata;w tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata;Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów;Lista nr 1 - KWW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY;1 GODEK Kaja Urszula;2 BŁASZCZYK Stefan;3 SZEWCZYK Marek Wacław;4 ZALEŚNA Katarzyna Anna;5 KORWIN-MIKKE Jacek Baltazar;6 STRUS Sylwia;7 NITECKA Ewa Alicja;8 WITASZEK Sławomir;9 DRZEWIŃSKI Piotr Michał;10 MOJZESOWICZ Wojciech;Razem;Lista nr 2 - KW WIOSNA ROBERTA BIEDRONIA;1 PIECHNA-WIĘCKIEWICZ Paulina Krystyna;2 FAJDEK Patryk;3 ŻMIJEWSKA Aleksandra Małgorzata;4 GRYCHTAL Sławomir Włodzimierz;5 ŻABICKA Monika Maria;6 KARNIEWICZ Mateusz;7 PIASECKA Anna;8 MAĆKOWIAK Patryk;9 ZIEMNICKA Małgorzata Maria;10 MARZEC Marcin;Razem;Lista nr 3 - KKW KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI;1 KALINOWSKI Jarosław;2 ROSATI Dariusz Kajetan;3 SITARSKI Ireneusz Robert;4 KALINOWSKA Katarzyna;5 WOJTUNIK Paweł;6 KUBALEWSKI Wojciech Marian;7 UCHWAŁ Aneta;8 LANC Elżbieta;9 KRASKA-ROMANOWSKA Beata;10 HIBNER Jolanta Emilia;Razem;Lista nr 4 - KW PRAWO I SPRAWIEDLIWOŚĆ;1 BIELAN Adam Jerzy;2 KOC Maria Zofia;3 KUŹMIUK Zbigniew Krzysztof;4 MAŁECKI Maciej;5 KWIECIEŃ Anna;6 CZARTORYSKI Arkadiusz;7 WARGOCKA Teresa Anna;8 KRZĘTOWSKA Agnieszka Maria;9 ROMANOWSKI Rafał;10 OPIOŁA Marek;Razem;Lista nr 5 - KKW LEWICA RAZEM - RAZEM, UNIA PRACY, RSS;1 OLKO Dorota Zofia;2 DOBROWOLSKI Mateusz;3 ŻYTKOWSKA-PRUS Anna Izabela;4 PIÓROWICZ Jerzy Wojciech;5 ADAMCZYK Małgorzata Joanna;6 TRYSIŃSKI Piotr;7 KOSIEC Justyna Agnieszka;8 MATYJASZEK Artur Mariusz;9 SARNOWSKA Weronika Natalia;10 PŁATOS Sławomir;Razem;Lista nr 6 - KWW KUKIZ'15;1 HUSIEW Barbara;2 PIŁKA Marian;3 PATER Agata Bożena;4 LECHOWSKI Krzysztof Grzegorz;5 KLIMKOWSKI Sławomir;6 BORDZIO-BERUS Irena;7 FRYDRYK Jakub;8 JĘDRZEJEWSKI Robert Witold;9 POMORSKA Karolina Agnieszka;10 SANKOWSKA-GRABCZUK Lidia Izabela;Razem;Lista nr 7 - KWW POLSKA FAIR PLAY BEZPARTYJNI GWIAZDOWSKI;1 ROSIEWICZ Andrzej Wacław;2 GAJOWNICZEK Krzysztof;3 BUDZYŃSKA Jadwiga Barbara;4 KLOCH Adam Roman;5 MARCINIAK Elżbieta;6 KŁOBUKOWSKI Paweł;7 DŁUGOŁĘCKI Mariusz;8 LENART Karolina;9 KĘPA Justyna Joanna;10 KOWALIK Rafał Grzegorz;Razem;Lista nr 10 - KW JEDNOŚĆ NARODU;1 STAROSIELEC Romuald Tadeusz;2 POŁANECKI Paweł Mieczysław;3 ŻEBROWSKA Irena Małgorzata;4 CIECHANOWICZ Jan;5 SZMIGIEL Beata;6 MACIEJEWSKI Jakub;7 MAROSZEK Adam Jarosław;8 RACZYŃSKA Jolanta;9 SZCZYPIÓR Jolanta Elżbieta;10 JANOWSKI Gabriel;Razem
142602;2;wieś;stały;Świetlica w Czaplach Górnych, Czaple Górne 26b, 08-108 Korczew;gm. Korczew;siedlecki;mazowieckie;302;372;372;0;125;177;177;0;0;0;0;0;0;0;0;0;0;177;0;0;177;0;0;0;0;177;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;29;28;1;0;0;0;0;0;0;0;0;29;141;55;52;29;1;0;3;1;0;0;0;141;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;3;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1
142602;3;wieś;stały;Zespół Placówek Oświatowych w Korczewie, ul. Szkolna 4, 08-108 Korczew;gm. Korczew;siedlecki;mazowieckie;624;815;815;0;295;329;329;0;2;4;0;0;0;0;0;0;0;329;0;0;329;4;1;3;0;325;18;4;0;0;0;2;6;1;0;2;3;18;8;3;0;0;0;0;1;1;2;0;1;8;112;73;23;0;4;5;1;0;2;1;3;112;175;90;37;41;0;3;2;0;1;0;1;175;1;0;0;0;0;0;0;0;0;0;1;1;10;1;6;1;0;0;0;0;0;1;1;10;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
142602;4;wieś;stały;Szkoła Podstawowa w Drażniewie, Drażniew 53, 08-108 Korczew;gm. Korczew;siedlecki;mazowieckie;380;500;500;0;160;220;220;0;0;0;0;0;0;0;0;0;0;220;0;0;220;1;1;0;0;219;7;4;0;1;0;1;0;0;0;0;1;7;4;1;0;3;0;0;0;0;0;0;0;4;40;32;6;1;1;0;0;0;0;0;0;40;163;80;19;54;2;3;2;1;2;0;0;163;1;0;1;0;0;0;0;0;0;0;0;1;4;2;1;0;0;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
142603;1;wieś;stały;Urząd Gminy w Kotuniu, Siedlecka 56C, 08-130 Kotuń;gm. Kotuń;siedlecki;mazowieckie;1465;1926;1926;0;666;799;799;0;1;1;0;0;0;0;0;0;0;799;0;0;799;6;4;2;0;793;49;25;2;2;0;15;3;0;1;1;0;49;42;23;6;3;1;4;1;2;0;0;2;42;181;99;41;3;4;1;0;3;7;1;22;181;443;162;127;109;4;15;11;7;5;2;1;443;6;5;1;0;0;0;0;0;0;0;0;6;42;11;11;2;4;3;4;1;1;2;3;42;27;3;20;0;0;0;0;0;2;2;0;27;3;1;0;0;0;0;0;0;0;1;1;3
142603;2;wieś;stały;Świetlica Wiejska Żeliszew Podkościelny, Żeliszew Podkościelny 11, 08-130 Kotuń;gm. Kotuń;siedlecki;mazowieckie;909;1193;1193;0;419;490;490;0;1;1;0;0;0;0;0;0;0;490;0;0;490;13;11;2;0;477;41;13;10;0;0;6;5;0;2;0;5;41;6;5;0;1;0;0;0;0;0;0;0;6;49;36;6;2;0;1;1;1;1;0;1;49;360;121;103;102;7;5;13;5;0;3;1;360;1;0;0;0;0;0;0;0;0;0;1;1;12;5;2;1;1;0;0;0;0;2;1;12;8;1;5;0;0;1;0;0;0;1;0;8;0;0;0;0;0;0;0;0;0;0;0;0
142603;3;wieś;stały;Zespół Szkół Bojmie, Bojmie 33, 08-130 Kotuń;gm. Kotuń;siedlecki;mazowieckie;690;901;901;0;338;352;352;0;0;4;0;0;0;0;0;0;0;352;0;0;352;9;7;2;0;343;13;4;2;1;1;3;1;1;0;0;0;13;18;9;2;1;2;1;0;3;0;0;0;18;77;51;14;0;2;0;0;2;2;2;4;77;220;86;53;63;3;4;1;5;0;4;1;220;3;1;0;0;1;0;0;0;0;1;0;3;6;3;2;0;0;0;0;0;0;0;1;6;3;1;2;0;0;0;0;0;0;0;0;3;3;0;1;0;0;2;0;0;0;0;0;3
142603;4;wieś;stały;Przedszkole Niepubliczne „Leśne Skrzaty” Koszewnica, Koszewnica 36, 08-130 Kotuń;gm. Kotuń;siedlecki;mazowieckie;690;898;898;0;341;349;349;0;1;2;0;0;0;0;0;0;0;349;0;0;349;7;2;5;0;342;12;3;0;0;0;6;1;1;0;1;0;12;4;4;0;0;0;0;0;0;0;0;0;4;39;21;7;0;6;2;0;1;0;1;1;39;267;91;69;80;3;9;5;5;2;1;2;267;3;1;0;0;0;0;0;1;1;0;0;3;10;5;1;2;0;1;1;0;0;0;0;10;6;1;4;0;0;0;0;0;0;1;0;6;1;0;1;0;0;0;0;0;0;0;0;1
142603;5;wieś;stały;Świetlica Wiejska Polaki, Polaki 63B, 08-130 Kotuń;gm. Kotuń;siedlecki;mazowieckie;473;609;609;0;265;208;208;0;0;1;0;0;0;0;0;0;0;208;0;0;208;2;1;1;0;206;12;8;1;0;0;1;0;0;0;1;1;12;8;6;0;0;0;0;0;1;0;0;1;8;21;15;3;1;1;0;0;0;1;0;0;21;148;52;44;43;1;4;1;1;0;0;2;148;3;2;0;0;0;0;0;0;0;0;1;3;13;2;2;0;5;0;1;0;0;2;1;13;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1
142603;6;wieś;stały;Świetlica Wiejska w Gręzowie, Gręzów Warszawska 112, 08-130 Kotuń;gm. Kotuń;siedlecki;mazowieckie;654;850;850;0;269;385;385;0;0;0;0;0;0;0;0;0;0;385;0;0;385;4;2;2;0;381;12;4;0;0;1;0;5;0;1;0;1;12;22;11;3;0;0;0;2;2;0;3;1;22;90;54;18;2;3;1;0;1;4;0;7;90;229;105;49;49;5;10;5;2;0;4;0;229;2;1;1;0;0;0;0;0;0;0;0;2;20;11;3;2;0;1;0;2;0;0;1;20;2;0;0;1;1;0;0;0;0;0;0;2;4;0;0;0;1;1;0;0;0;0;2;4
142603;7;wieś;stały;Niepubliczne Przedszkole „Leśna Kraina” Cisie-Zagrudzie, Cisie-Zagrudzie 42, 08-130 Kotuń;gm. Kotuń;siedlecki;mazowieckie;316;415;415;0;144;172;172;0;0;0;0;0;0;0;0;0;0;172;0;0;172;6;5;1;0;166;4;1;0;0;0;2;1;0;0;0;0;4;2;0;0;0;1;0;0;0;1;0;0;2;16;9;2;0;5;0;0;0;0;0;0;16;128;50;33;38;4;3;0;0;0;0;0;128;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;1;0;1;0;3;13;1;12;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0
142604;1;wieś;stały;Urząd Gminy, Plac Chreptowicza 25, 08-124 Mokobody;gm. Mokobody;siedlecki;mazowieckie;1010;1331;1331;0;429;581;581;0;0;0;0;0;0;0;0;0;0;581;0;0;581;6;3;3;0;575;33;18;0;2;1;8;3;0;0;1;0;33;12;8;1;1;1;0;0;1;0;0;0;12;94;58;12;3;5;0;0;1;10;0;5;94;422;170;107;105;12;11;7;2;2;2;4;422;1;1;0;0;0;0;0;0;0;0;0;1;12;1;5;2;1;0;0;0;0;1;2;12;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
142604;2;wieś;stały;Zespół Szkolno-Przedszkolny Publiczna Szkoła Podstawowa, Niwiski ul. Rynek 21, 08-124 Mokobody;gm. Mokobody;siedlecki;mazowieckie;1035;1352;1352;0;415;620;620;0;0;2;0;0;0;0;0;0;0;620;0;0;620;3;2;1;0;617;40;20;6;1;0;7;3;1;0;2;0;40;18;10;2;2;1;0;0;3;0;0;0;18;62;34;12;0;2;0;1;1;6;0;6;62;470;186;99;140;12;13;3;0;2;14;1;470;4;3;1;0;0;0;0;0;0;0;0;4;16;8;1;1;1;1;0;2;0;2;0;16;4;2;2;0;0;0;0;0;0;0;0;4;3;0;0;0;0;0;0;0;0;0;3;3
142604;3;wieś;stały;Zespół Oświatowy w Mokobodach, ul. Wiatraczna 14, 08-124 Mokobody;gm. Mokobody;siedlecki;mazowieckie;1067;1395;1395;0;465;602;602;0;0;2;0;0;0;0;0;0;0;602;0;0;602;5;1;4;0;597;34;9;1;1;2;8;11;1;0;1;0;34;3;3;0;0;0;0;0;0;0;0;0;3;31;22;3;1;2;1;0;0;1;0;1;31;508;208;148;118;7;13;2;4;2;3;3;508;4;1;0;0;0;1;0;0;1;0;1;4;16;7;4;3;0;1;0;0;0;1;0;16;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
142605;1;miasto;stały;Szkoła Podstawowa w Mordach, Kilińskiego 11, 08-140 Mordy;gm. Mordy;siedlecki;mazowieckie;1135;1463;1463;0;523;612;612;0;0;4;0;0;0;0;0;0;0;612;0;0;612;4;3;1;0;608;43;15;1;2;1;10;9;0;0;4;1;43;34;20;5;4;0;1;0;2;0;1;1;34;151;76;51;1;0;5;0;0;4;1;13;151;350;171;76;67;14;8;5;2;0;4;3;350;8;5;0;1;0;1;0;0;0;1;0;8;21;9;5;1;1;1;0;1;1;2;0;21;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
142605;2;wieś;stały;Świetlica Wiejska w Czepielinie, Czepielin 10A, 08-140 Mordy;gm. Mordy;siedlecki;mazowieckie;484;623;623;0;197;287;287;0;0;0;0;0;0;0;0;0;0;287;0;0;287;3;3;0;0;284;15;8;0;1;2;2;2;0;0;0;0;15;8;8;0;0;0;0;0;0;0;0;0;8;32;21;5;3;0;2;0;0;0;0;1;32;222;107;74;32;3;4;1;0;0;1;0;222;1;1;0;0;0;0;0;0;0;0;0;1;3;3;0;0;0;0;0;0;0;0;0;3;2;1;0;0;0;1;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;1
142605;3;wieś;stały;Miejsko-Gminny Ośrodek Kultury w Mordach, Parkowa 9, 08-140 Mordy;gm. Mordy;siedlecki;mazowieckie;517;665;665;0;258;259;259;0;1;0;0;0;0;0;0;0;0;259;0;0;259;0;0;0;0;259;16;5;0;2;0;1;8;0;0;0;0;16;3;1;1;0;0;0;0;0;0;0;1;3;56;41;12;0;0;1;0;0;1;0;1;56;174;107;27;32;0;4;2;0;0;1;1;174;4;2;2;0;0;0;0;0;0;0;0;4;6;2;2;1;0;0;0;0;0;1;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
142605;4;wieś;stały;Świetlica Wiejska w Krzymoszach, Krzymosze 40E, 08-140 Mordy;gm. Mordy;siedlecki;mazowieckie;578;741;741;0;292;286;286;0;0;1;0;0;0;0;0;0;0;286;0;0;286;8;6;2;0;278;15;7;0;0;0;3;2;0;0;0;3;15;4;1;1;0;0;2;0;0;0;0;0;4;19;14;2;0;0;2;0;0;0;0;1;19;226;86;76;48;3;2;3;5;1;1;1;226;2;2;0;0;0;0;0;0;0;0;0;2;8;2;2;0;0;0;0;1;1;2;0;8;2;0;2;0;0;0;0;0;0;0;0;2;2;1;0;0;0;1;0;0;0;0;0;2
142605;5;wieś;stały;Szkoła Podstawowa w Radzikowie Wielkim, Radzików Wielki Szkolna 5, 08-140 Mordy;gm. Mordy;siedlecki;mazowieckie;443;562;562;0;142;301;301;0;0;1;0;0;0;0;0;0;0;301;0;0;301;2;0;2;0;299;13;9;2;0;0;0;1;0;0;0;1;13;1;0;0;0;0;0;0;0;0;0;1;1;15;14;1;0;0;0;0;0;0;0;0;15;251;128;72;35;4;4;2;1;1;3;1;251;1;0;0;0;0;0;0;0;0;0;1;1;6;0;2;0;3;0;0;0;1;0;0;6;11;1;10;0;0;0;0;0;0;0;0;11;1;0;0;0;0;0;0;0;0;0;1;1
142605;6;wieś;stały;Świetlica Wiejska w Wojnowie, Wojnów 7, 08-140 Mordy;gm. Mordy;siedlecki;mazowieckie;548;702;702;0;263;285;285;0;0;1;0;0;0;0;0;0;0;285;0;0;285;3;2;1;0;282;13;7;0;0;1;5;0;0;0;0;0;13;3;1;1;0;0;0;0;0;0;1;0;3;33;19;8;1;2;0;0;0;1;0;2;33;224;114;36;49;9;4;5;4;0;2;1;224;2;2;0;0;0;0;0;0;0;0;0;2;7;3;2;1;0;0;0;0;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
142606;1;wieś;stały;Szkoła Podstawowa w Paprotni, Jana Pawła II 5, 08-107 Paprotnia;gm. Paprotnia;siedlecki;mazowieckie;914;1197;1197;0;333;581;581;0;1;6;0;0;0;0;0;0;0;581;0;0;581;3;1;2;0;578;29;14;0;0;0;4;9;0;0;1;1;29;2;2;0;0;0;0;0;0;0;0;0;2;40;28;9;0;0;1;0;0;0;2;0;40;482;212;134;97;11;7;9;1;4;5;2;482;2;1;0;0;0;1;0;0;0;0;0;2;18;10;4;0;0;2;0;1;0;1;0;18;3;1;0;0;1;0;0;0;1;0;0;3;2;0;0;0;0;0;0;0;0;0;2;2
142606;2;wieś;stały;Zespół Szkolno-Przedszkolny w Hołubli, Hołubla Unitów Podlaskich 35, 08-107 Paprotnia;gm. Paprotnia;siedlecki;mazowieckie;707;915;915;0;277;430;430;0;0;3;0;0;0;0;0;0;0;430;0;0;430;7;5;2;0;423;10;3;0;0;0;5;2;0;0;0;0;10;5;2;0;0;0;3;0;0;0;0;0;5;77;56;10;0;2;1;1;0;3;0;4;77;314;102;122;59;11;9;2;2;3;2;2;314;2;0;0;1;0;1;0;0;0;0;0;2;11;2;5;0;1;1;0;1;0;1;0;11;4;2;2;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
142607;1;wieś;stały;Budynek Wiejski Dąbrowa, Dąbrowa 103, 08-109 Przesmyki;gm. Przesmyki;siedlecki;mazowieckie;335;431;431;0;167;168;168;0;0;2;0;0;0;0;0;0;0;168;0;0;168;0;0;0;0;168;3;2;0;0;0;1;0;0;0;0;0;3;3;1;1;0;0;1;0;0;0;0;0;3;21;17;1;0;2;0;0;0;0;0;1;21;135;60;26;31;5;5;4;0;2;2;0;135;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;0;0;0;0;0;0;0;4;2;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
142607;2;wieś;stały;Świetlica Wiejska Kamianki Lackie, Kamianki Lackie 67, 08-109 Przesmyki;gm. Przesmyki;siedlecki;mazowieckie;300;378;378;0;150;150;150;0;0;0;0;0;0;0;0;0;0;150;0;0;150;1;1;0;0;149;5;3;0;1;0;1;0;0;0;0;0;5;1;0;0;0;0;0;0;0;1;0;0;1;24;20;2;0;0;0;1;0;1;0;0;24;116;41;35;28;4;3;0;1;0;3;1;116;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1
142607;3;wieś;stały;Świetlica Wiejska Łysów, Łysów 27, 08-109 Przesmyki;gm. Przesmyki;siedlecki;mazowieckie;410;519;519;0;237;173;173;0;0;0;0;0;0;0;0;0;0;173;0;0;173;3;2;1;0;170;2;0;0;0;0;1;1;0;0;0;0;2;4;3;0;0;0;0;1;0;0;0;0;4;38;31;4;0;0;0;0;0;1;0;2;38;124;53;36;25;2;2;3;1;0;1;1;124;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
142607;4;wieś;stały;Gminny Ośrodek Kultury Przesmyki, ul. 1 Maja 1, 08-109 Przesmyki;gm. Przesmyki;siedlecki;mazowieckie;746;956;956;0;302;444;444;0;0;4;0;0;0;0;0;0;0;444;0;0;444;6;4;2;0;438;15;4;2;3;2;0;2;2;0;0;0;15;5;2;0;1;0;1;0;0;0;0;1;5;52;44;2;1;1;3;1;0;0;0;0;52;353;172;56;92;9;6;8;3;2;3;2;353;2;1;0;0;0;0;0;0;0;0;1;2;10;4;4;1;0;1;0;0;0;0;0;10;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
142607;5;wieś;stały;Świetlica Wiejska Kukawki, Kukawki 24, 08-109 Przesmyki;gm. Przesmyki;siedlecki;mazowieckie;316;406;406;0;86;230;230;0;1;3;0;0;0;0;0;0;0;230;0;0;230;0;0;0;0;230;15;8;1;0;1;2;3;0;0;0;0;15;1;1;0;0;0;0;0;0;0;0;0;1;14;13;0;0;0;1;0;0;0;0;0;14;196;114;31;42;2;2;1;0;4;0;0;196;1;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
142608;1;wieś;stały;Szkoła Podstawowa w Pruszynie, Pruszyn Dolina Liwca 46, 08-110 Siedlce;gm. Siedlce;siedlecki;mazowieckie;869;1150;1150;0;392;477;477;0;0;0;0;0;0;0;0;0;0;477;0;0;477;6;4;2;0;471;35;14;4;0;1;11;3;1;0;1;0;35;19;11;2;0;1;0;1;1;0;2;1;19;115;65;32;0;2;3;0;0;3;1;9;115;283;122;95;30;12;7;7;5;2;3;0;283;6;3;2;0;0;1;0;0;0;0;0;6;8;2;3;0;0;0;1;1;0;0;1;8;4;1;1;0;0;1;0;0;1;0;0;4;1;0;0;0;1;0;0;0;0;0;0;1
142608;2;wieś;stały;Zespół Oświatowy w Stoku Lackim, Stok Lacki ul. Siedlecka 135, 08-110 Siedlce;gm. Siedlce;siedlecki;mazowieckie;1713;2232;2232;0;731;982;982;0;0;4;0;0;0;0;0;0;0;982;0;0;982;5;2;3;0;977;56;29;1;4;0;8;10;3;0;0;1;56;40;24;5;1;2;2;0;0;1;0;5;40;222;120;60;0;2;12;0;0;7;2;19;222;581;286;155;97;4;15;5;3;3;4;9;581;17;8;2;0;1;2;1;1;0;1;1;17;51;14;14;4;5;2;2;2;3;2;3;51;7;1;2;0;0;0;0;1;1;1;1;7;3;1;1;0;0;0;0;0;0;0;1;3
142608;3;wieś;stały;Zespół Oświatowo-Wychowawczy w Białkach, Białki Diamentowa 1, 08-110 Siedlce;gm. Siedlce;siedlecki;mazowieckie;1523;1998;1998;0;663;860;860;0;0;2;0;0;0;0;0;0;0;860;0;0;860;3;3;0;0;857;47;22;3;3;1;6;6;2;0;3;1;47;32;10;6;2;0;3;1;8;0;0;2;32;146;70;51;1;1;6;0;1;7;0;9;146;598;283;181;89;11;12;5;0;4;12;1;598;3;2;1;0;0;0;0;0;0;0;0;3;19;5;3;2;1;3;1;1;1;0;2;19;11;5;4;0;0;0;0;0;1;0;1;11;1;0;0;0;0;0;0;0;1;0;0;1
142608;4;wieś;stały;Zespół Oświatowy w Żelkowie-Kolonii, Żelków-Kolonia ul. Siedlecka 202, 08-110 Siedlce;gm. Siedlce;siedlecki;mazowieckie;1649;2167;2167;0;705;944;944;0;0;3;0;0;0;0;0;0;0;944;0;0;944;4;2;2;0;940;50;23;4;5;0;8;5;3;0;0;2;50;19;8;1;3;1;1;1;2;0;0;2;19;154;78;44;1;5;7;1;0;6;3;9;154;660;316;177;121;9;12;6;5;4;5;5;660;13;9;2;0;0;0;0;1;0;1;0;13;39;12;7;5;3;2;1;4;0;5;0;39;4;2;1;0;0;0;0;1;0;0;0;4;1;0;0;1;0;0;0;0;0;0;0;1
142608;5;wieś;stały;Zespół Oświatowy w Nowych Iganiach, Nowe Iganie ul. Siedlecka 113, 08-103 Siedlce;gm. Siedlce;siedlecki;mazowieckie;1637;2167;2167;0;668;969;969;0;0;16;0;0;0;0;0;0;0;969;0;0;969;3;1;2;0;966;83;41;3;3;1;21;13;0;1;0;0;83;53;24;4;3;0;2;2;14;3;0;1;53;208;98;68;1;2;8;1;3;7;5;15;208;560;248;127;131;8;18;17;3;1;3;4;560;11;7;0;0;1;1;0;1;0;0;1;11;39;13;9;3;1;2;0;1;4;3;3;39;7;4;1;0;0;0;0;0;0;1;1;7;5;0;0;2;0;0;0;0;0;0;3;5
142608;6;wieś;stały;Filia Biblioteczna w Nowym Opolu, Nowe Opole ul. Spacerowa 1, 08-103 Siedlce;gm. Siedlce;siedlecki;mazowieckie;644;829;829;0;237;407;407;0;0;2;0;0;0;0;0;0;0;407;0;0;407;2;0;2;0;405;28;12;3;0;0;9;2;0;0;0;2;28;24;11;1;1;0;1;0;9;0;0;1;24;92;46;33;3;3;3;0;1;0;0;3;92;240;108;60;53;4;7;1;2;2;0;3;240;3;3;0;0;0;0;0;0;0;0;0;3;10;6;0;0;0;1;0;1;0;0;2;10;8;1;3;0;2;1;0;0;0;1;0;8;0;0;0;0;0;0;0;0;0;0;0;0
142608;7;wieś;stały;Zespół Oświatowo-Wychowawczy w Strzale, Chodów ul. Sokołowska 1, 08-119 Siedlce;gm. Siedlce;siedlecki;mazowieckie;1607;2104;2104;0;620;987;987;0;0;0;0;0;0;0;0;0;0;987;0;0;987;10;7;3;0;977;43;19;3;1;1;11;5;0;2;0;1;43;38;23;3;3;0;1;4;2;1;0;1;38;192;103;42;1;4;14;0;3;12;1;12;192;653;379;146;79;15;16;5;4;2;2;5;653;18;11;6;0;0;0;0;1;0;0;0;18;26;8;8;1;5;0;0;0;0;1;3;26;6;2;1;0;0;1;0;1;1;0;0;6;1;0;0;1;0;0;0;0;0;0;0;1
142608;8;wieś;stały;Świetlica w Żaboklikach, Żabokliki ul. Korczewska 46, 08-110 Siedlce;gm. Siedlce;siedlecki;mazowieckie;1151;1511;1511;0;452;699;699;0;0;1;0;0;0;0;0;0;0;699;0;0;699;3;2;1;0;696;37;16;2;3;2;7;6;1;0;0;0;37;15;10;0;0;0;1;1;1;0;0;2;15;121;66;29;3;4;6;0;0;2;0;11;121;470;257;109;77;4;3;9;1;4;3;3;470;6;6;0;0;0;0;0;0;0;0;0;6;40;19;12;2;0;0;2;0;1;1;3;40;7;1;3;1;0;0;0;0;1;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0
142609;1;wieś;stały;Zespół Szkolno-Przedszkolny w Skórcu, Siedlecka 9, 08-114 Skórzec;gm. Skórzec;siedlecki;mazowieckie;906;1188;1188;0;369;537;537;0;0;0;0;0;0;0;0;0;0;537;0;0;537;2;1;1;0;535;43;18;8;1;0;13;3;0;0;0;0;43;16;9;2;0;0;1;0;1;0;1;2;16;72;54;9;0;4;2;0;0;2;0;1;72;373;161;109;43;32;9;5;4;2;5;3;373;4;3;0;0;1;0;0;0;0;0;0;4;15;6;2;1;2;1;0;1;1;1;0;15;5;0;3;1;1;0;0;0;0;0;0;5;7;1;0;0;0;0;2;0;0;0;4;7
