Kod terytorialny gminy;Nr obwodu głosowania;Typ obszaru;Typ obwodu;Siedziba Obwodowej Komisji Wyborczej;Gmina;Powiat;Województwo;Komisja otrzymała kart do głosowania;Liczba wyborców uprawnionych do głosowania;w tym umieszczonych w części A spisu wyborców;w tym umieszczonych w części B spisu wyborców;Nie wykorzystano kart do głosowania;Liczba wyborców, którym wydano karty do głosowania;w tym w części A spisu wyborców;w tym w części B spisu wyborców;Liczba wyborców głosujących przez pełnomocnika;Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania;Liczba wyborców, którym wysłano pakiety wyborcze;Liczba otrzymanych kopert zwrotnych;Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu;Liczba kopert zwrotnych, w których oświadczenie nie było podpisane;Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania;Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania;Liczba kopert na kartę do głosowania wrzuconych do urny;Liczba kart wyjętych z urny;w tym liczba kart wyjętych z kopert na kartę do głosowania;Liczba kart nieważnych;Liczba kart ważnych;Liczba głosów nieważnych;w tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów;w tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata;w tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata;Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów;Lista nr 1 - KWW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY;1 GODEK Kaja Urszula;2 BŁASZCZYK Stefan;3 SZEWCZYK Marek Wacław;4 ZALEŚNA Katarzyna Anna;5 KORWIN-MIKKE Jacek Baltazar;6 STRUS Sylwia;7 NITECKA Ewa Alicja;8 WITASZEK Sławomir;9 DRZEWIŃSKI Piotr Michał;10 MOJZESOWICZ Wojciech;Razem;Lista nr 2 - KW WIOSNA ROBERTA BIEDRONIA;1 PIECHNA-WIĘCKIEWICZ Paulina Krystyna;2 FAJDEK Patryk;3 ŻMIJEWSKA Aleksandra Małgorzata;4 GRYCHTAL Sławomir Włodzimierz;5 ŻABICKA Monika Maria;6 KARNIEWICZ Mateusz;7 PIASECKA Anna;8 MAĆKOWIAK Patryk;9 ZIEMNICKA Małgorzata Maria;10 MARZEC Marcin;Razem;Lista nr 3 - KKW KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI;1 KALINOWSKI Jarosław;2 ROSATI Dariusz Kajetan;3 SITARSKI Ireneusz Robert;4 KALINOWSKA Katarzyna;5 WOJTUNIK Paweł;6 KUBALEWSKI Wojciech Marian;7 UCHWAŁ Aneta;8 LANC Elżbieta;9 KRASKA-ROMANOWSKA Beata;10 HIBNER Jolanta Emilia;Razem;Lista nr 4 - KW PRAWO I SPRAWIEDLIWOŚĆ;1 BIELAN Adam Jerzy;2 KOC Maria Zofia;3 KUŹMIUK Zbigniew Krzysztof;4 MAŁECKI Maciej;5 KWIECIEŃ Anna;6 CZARTORYSKI Arkadiusz;7 WARGOCKA Teresa Anna;8 KRZĘTOWSKA Agnieszka Maria;9 ROMANOWSKI Rafał;10 OPIOŁA Marek;Razem;Lista nr 5 - KKW LEWICA RAZEM - RAZEM, UNIA PRACY, RSS;1 OLKO Dorota Zofia;2 DOBROWOLSKI Mateusz;3 ŻYTKOWSKA-PRUS Anna Izabela;4 PIÓROWICZ Jerzy Wojciech;5 ADAMCZYK Małgorzata Joanna;6 TRYSIŃSKI Piotr;7 KOSIEC Justyna Agnieszka;8 MATYJASZEK Artur Mariusz;9 SARNOWSKA Weronika Natalia;10 PŁATOS Sławomir;Razem;Lista nr 6 - KWW KUKIZ'15;1 HUSIEW Barbara;2 PIŁKA Marian;3 PATER Agata Bożena;4 LECHOWSKI Krzysztof Grzegorz;5 KLIMKOWSKI Sławomir;6 BORDZIO-BERUS Irena;7 FRYDRYK Jakub;8 JĘDRZEJEWSKI Robert Witold;9 POMORSKA Karolina Agnieszka;10 SANKOWSKA-GRABCZUK Lidia Izabela;Razem;Lista nr 7 - KWW POLSKA FAIR PLAY BEZPARTYJNI GWIAZDOWSKI;1 ROSIEWICZ Andrzej Wacław;2 GAJOWNICZEK Krzysztof;3 BUDZYŃSKA Jadwiga Barbara;4 KLOCH Adam Roman;5 MARCINIAK Elżbieta;6 KŁOBUKOWSKI Paweł;7 DŁUGOŁĘCKI Mariusz;8 LENART Karolina;9 KĘPA Justyna Joanna;10 KOWALIK Rafał Grzegorz;Razem;Lista nr 10 - KW JEDNOŚĆ NARODU;1 STAROSIELEC Romuald Tadeusz;2 POŁANECKI Paweł Mieczysław;3 ŻEBROWSKA Irena Małgorzata;4 CIECHANOWICZ Jan;5 SZMIGIEL Beata;6 MACIEJEWSKI Jakub;7 MAROSZEK Adam Jarosław;8 RACZYŃSKA Jolanta;9 SZCZYPIÓR Jolanta Elżbieta;10 JANOWSKI Gabriel;Razem
140404;10;wieś;stały;Była Szkoła Podstawowa w Barciku, Nowy Barcik 47, 09-540 Sanniki;gm. Sanniki;gostyniński;mazowieckie;323;411;411;0;164;159;159;0;0;0;0;0;0;0;0;0;0;159;0;0;159;7;5;2;0;152;4;1;1;1;0;1;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;16;14;1;0;0;0;1;0;0;0;0;16;126;56;7;24;24;8;2;1;2;2;0;126;0;0;0;0;0;0;0;0;0;0;0;0;6;3;2;0;0;1;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
140404;11;wieś;dom pomocy społecznej;DPS Sanniki, ul. Wólczyńska 10, 09-540 Sanniki;gm. Sanniki;gostyniński;mazowieckie;36;26;26;0;10;26;26;0;0;0;0;0;0;0;0;0;0;26;0;0;26;1;1;0;0;25;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;4;1;0;1;2;1;1;0;0;0;10;14;0;0;1;5;2;5;1;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
140405;1;wieś;stały;Szkoła Podstawowa w Szczawinie Kościelnym, ul. Jana Pawła II 1, 09-550 Szczawin Kościelny;gm. Szczawin Kośc.;gostyniński;mazowieckie;891;1149;1149;0;448;443;443;0;0;0;0;0;0;0;0;0;0;443;0;0;443;3;3;0;0;440;11;6;0;1;1;2;0;0;0;0;1;11;37;13;8;2;0;2;1;3;5;0;3;37;130;92;25;2;2;4;1;0;0;2;2;130;252;110;8;88;15;7;3;1;2;8;10;252;1;0;0;0;0;0;0;0;0;1;0;1;6;4;2;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;1;0;0;0;0;1;2;0;1;0;1;0;0;0;0;0;0;2
140405;2;wieś;stały;Gminne Centrum Kultury i Rekreacji w Szczawinie Kościelnym, ul. Spółdzielcza 4, 09-550 Szczawin Kościelny;gm. Szczawin Kośc.;gostyniński;mazowieckie;666;872;872;0;398;268;268;0;0;0;0;0;0;0;0;0;0;268;0;0;268;2;2;0;0;266;6;5;0;0;0;1;0;0;0;0;0;6;6;4;0;2;0;0;0;0;0;0;0;6;47;39;2;1;1;0;0;1;0;0;3;47;201;103;4;55;14;5;4;2;0;8;6;201;2;2;0;0;0;0;0;0;0;0;0;2;2;0;1;0;1;0;0;0;0;0;0;2;2;1;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
140405;3;wieś;stały;Remiza Ochotniczej Straży Pożarnej w Suserzu, Suserz 48, 09-550 Szczawin Kościelny;gm. Szczawin Kośc.;gostyniński;mazowieckie;836;1095;1095;0;429;407;407;0;0;0;0;0;0;0;0;0;0;407;0;0;407;10;7;3;0;397;13;1;4;2;0;5;1;0;0;0;0;13;6;2;3;0;0;0;0;1;0;0;0;6;50;39;8;0;1;0;0;0;0;0;2;50;308;117;6;89;22;12;13;7;4;21;17;308;1;0;1;0;0;0;0;0;0;0;0;1;15;8;3;2;1;1;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;3;0;0;0;0;0;0;4
140405;4;wieś;stały;Szkoła Podstawowa w Trębkach, Trębki 1, 09-550 Szczawin Kościelny;gm. Szczawin Kośc.;gostyniński;mazowieckie;711;930;930;0;394;317;317;0;0;1;0;0;0;0;0;0;0;317;0;0;317;3;1;2;0;314;7;4;2;0;0;1;0;0;0;0;0;7;2;1;0;0;0;1;0;0;0;0;0;2;49;35;8;1;3;0;0;0;0;0;2;49;243;80;15;93;14;14;1;1;4;12;9;243;0;0;0;0;0;0;0;0;0;0;0;0;11;7;0;1;0;1;0;2;0;0;0;11;2;1;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
140601;1;wieś;stały;Budynek Urzędu Gminy w Belsku Dużym, ul. Jana Kozietulskiego 4, 05-622 Belsk Duży;gm. Belsk Duży;grójecki;mazowieckie;886;1151;1150;1;428;458;457;1;0;0;0;0;0;0;0;0;0;458;0;0;458;5;3;2;0;453;25;12;3;1;0;4;2;0;0;1;2;25;23;12;2;2;1;0;1;2;0;1;2;23;146;104;18;6;4;6;0;1;1;0;6;146;224;66;8;129;10;3;5;2;0;0;1;224;7;1;2;0;0;4;0;0;0;0;0;7;19;7;5;3;0;2;0;0;0;1;1;19;5;2;1;0;0;0;1;0;0;1;0;5;4;0;1;0;0;0;0;0;0;0;3;4
140601;2;wieś;stały;Publiczna Szkoła Podstawowa w Lewiczynie, Lewiczyn 94, 05-622 Belsk Duży;gm. Belsk Duży;grójecki;mazowieckie;477;625;625;0;184;293;293;0;0;0;0;0;0;0;0;0;0;293;0;0;293;1;1;0;0;292;10;5;1;0;0;2;0;0;1;1;0;10;7;1;3;1;0;0;1;0;0;0;1;7;73;48;6;6;4;0;1;1;0;0;7;73;186;41;4;131;1;6;2;0;1;0;0;186;3;1;0;1;0;0;0;0;0;1;0;3;10;6;3;0;0;0;0;0;0;1;0;10;1;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;0;0;0;2;0;0;2
140601;3;wieś;stały;Publiczna Szkoła Podstawowa w Łęczeszycach, Łęczeszyce 47, 05-622 Belsk Duży;gm. Belsk Duży;grójecki;mazowieckie;632;839;839;0;196;436;436;0;1;3;0;0;0;0;0;0;0;436;0;0;436;1;0;1;0;435;21;6;2;3;0;8;0;0;0;0;2;21;12;6;1;0;0;0;1;2;0;2;0;12;114;99;9;0;1;2;0;1;0;0;2;114;261;93;13;132;5;9;3;2;0;3;1;261;3;0;1;0;0;2;0;0;0;0;0;3;18;8;1;1;3;1;2;0;1;1;0;18;1;0;0;0;0;0;0;0;1;0;0;1;5;0;0;0;1;1;0;0;0;2;1;5
140601;4;wieś;stały;Remiza OSP w Wilczogórze, Wilczogóra 12a, 05-622 Belsk Duży;gm. Belsk Duży;grójecki;mazowieckie;253;328;328;0;94;159;159;0;1;0;0;0;0;0;0;0;0;159;0;0;159;0;0;0;0;159;4;1;0;1;1;0;0;0;0;0;1;4;2;2;0;0;0;0;0;0;0;0;0;2;53;49;3;1;0;0;0;0;0;0;0;53;86;26;5;41;5;4;3;0;0;1;1;86;0;0;0;0;0;0;0;0;0;0;0;0;12;6;2;0;2;0;0;1;0;1;0;12;2;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
140601;5;wieś;stały;Remiza OSP w Rożcach, Rożce 9, 05-622 Belsk Duży;gm. Belsk Duży;grójecki;mazowieckie;370;486;486;0;202;168;168;0;0;0;0;0;0;0;0;0;0;168;0;0;168;1;0;1;0;167;9;5;0;0;0;4;0;0;0;0;0;9;3;2;0;0;0;0;0;0;1;0;0;3;45;40;1;0;0;3;0;0;0;0;1;45;107;32;3;59;2;5;2;0;2;2;0;107;1;1;0;0;0;0;0;0;0;0;0;1;2;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
140601;6;wieś;stały;Publiczna Szkoła Podstawowa w Zaborowie, Zaborów 40, 05-622 Belsk Duży;gm. Belsk Duży;grójecki;mazowieckie;459;601;601;0;195;264;264;0;0;0;0;0;0;0;0;0;0;264;0;0;264;2;1;1;0;262;11;6;1;1;0;1;1;0;1;0;0;11;8;2;4;0;0;0;0;1;0;1;0;8;33;21;4;0;1;2;0;0;0;0;5;33;193;41;5;130;7;5;2;0;2;1;0;193;2;0;0;1;0;0;0;0;0;1;0;2;11;6;0;1;1;1;0;0;0;2;0;11;3;2;0;0;0;0;1;0;0;0;0;3;1;0;0;0;0;0;0;1;0;0;0;1
140601;7;wieś;stały;Budynek Urzędu Gminy w Belsku Dużym, ul. Jana Kozietulskiego 4, 05-622 Belsk Duży;gm. Belsk Duży;grójecki;mazowieckie;747;982;982;0;372;375;375;0;0;0;0;0;0;0;0;0;0;375;0;0;375;1;1;0;0;374;23;5;3;0;1;9;1;0;0;0;4;23;14;6;2;2;0;1;1;2;0;0;0;14;84;53;9;4;2;7;1;0;1;0;7;84;237;76;10;122;9;13;3;1;0;2;1;237;2;1;0;0;0;0;0;1;0;0;0;2;11;5;0;0;3;1;0;1;0;0;1;11;3;1;1;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
140601;8;wieś;stały;Budynek Świetlicy Wiejskiej w Bodzewie, Bodzew 13, 05-622 Belsk Duży;gm. Belsk Duży;grójecki;mazowieckie;204;252;252;0;73;131;131;0;0;0;0;0;0;0;0;0;0;131;0;0;131;1;1;0;0;130;7;4;2;0;1;0;0;0;0;0;0;7;4;0;1;0;0;0;1;0;0;0;2;4;51;44;3;0;1;0;0;0;0;1;2;51;61;18;1;39;1;0;2;0;0;0;0;61;0;0;0;0;0;0;0;0;0;0;0;0;7;3;0;0;0;0;1;0;0;0;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
140602;1;wieś;stały;Publiczna Szkoła Podstawowa w Błędowie, ul. Stary Rynek 9, 05-620 Błędów;gm. Błędów;grójecki;mazowieckie;918;1198;1198;0;316;602;602;0;0;1;0;0;0;0;0;0;0;602;0;0;602;1;0;1;0;601;40;17;4;4;0;9;1;2;1;1;1;40;20;15;2;0;0;0;1;2;0;0;0;20;134;92;23;3;3;10;0;0;0;2;1;134;391;121;6;230;4;8;8;2;1;10;1;391;2;0;1;0;0;1;0;0;0;0;0;2;11;4;2;1;2;0;0;1;1;0;0;11;3;2;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
140602;2;wieś;stały;Publiczna Szkoła Podstawowa w Gołoszach, Gołosze 28, 05-620 Błędów;gm. Błędów;grójecki;mazowieckie;596;782;782;0;247;349;349;0;0;1;0;0;0;0;0;0;0;349;0;0;349;1;1;0;0;348;15;5;1;0;0;8;0;0;0;0;1;15;3;2;0;0;1;0;0;0;0;0;0;3;69;54;5;0;3;3;0;0;1;1;2;69;247;74;4;152;7;4;1;1;2;1;1;247;0;0;0;0;0;0;0;0;0;0;0;0;11;3;4;0;0;1;0;1;1;1;0;11;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;1;0;0;0;0;0;0;0;3
140602;3;wieś;stały;Publiczna Szkoła Podstawowa w Wilkowie, Wilków Drugi 82a, 05-620 Błędów;gm. Błędów;grójecki;mazowieckie;1340;1760;1760;0;643;697;697;0;1;2;0;0;0;0;0;0;0;697;0;0;697;6;2;4;0;691;21;11;6;0;0;2;0;1;0;1;0;21;15;9;3;0;0;0;0;1;0;0;2;15;141;111;8;4;3;6;1;1;0;1;6;141;472;144;6;271;8;18;12;4;2;5;2;472;3;0;1;0;1;0;0;1;0;0;0;3;30;12;2;1;6;3;0;2;1;2;1;30;3;1;0;0;0;0;1;0;0;1;0;3;6;0;0;0;0;0;0;0;2;2;2;6
140602;4;wieś;stały;Publiczna Szkoła Podstawowa w Lipiu, Lipie 32, 05-620 Błędów;gm. Błędów;grójecki;mazowieckie;895;1170;1170;0;412;483;483;0;0;0;0;0;0;0;0;0;0;483;0;0;483;5;2;3;0;478;24;9;2;2;1;8;1;1;0;0;0;24;17;11;4;0;0;0;0;0;0;1;1;17;135;106;15;0;2;8;0;0;0;0;4;135;280;105;10;141;4;8;9;1;0;2;0;280;3;0;0;0;0;2;0;1;0;0;0;3;14;9;1;0;0;1;2;0;1;0;0;14;3;2;0;0;0;0;0;0;1;0;0;3;2;0;0;1;0;1;0;0;0;0;0;2
140602;5;wieś;stały;Publiczna Szkoła Podstawowa w Błędowie-budynek gimnazjum, ul. Stary Rynek 9, 05-620 Błędów;gm. Błędów;grójecki;mazowieckie;918;1210;1210;0;451;467;467;0;0;5;0;0;0;0;0;0;0;467;0;0;467;5;4;1;0;462;42;10;7;7;0;10;1;3;0;0;4;42;14;7;1;2;0;0;0;0;1;2;1;14;56;42;7;0;3;0;0;1;0;0;3;56;320;96;6;192;6;12;3;1;0;2;2;320;2;0;1;0;0;1;0;0;0;0;0;2;22;13;1;2;1;1;0;3;0;0;1;22;4;2;0;2;0;0;0;0;0;0;0;4;2;1;0;0;0;1;0;0;0;0;0;2
140603;1;wieś;stały;Zespół Szkolno-Przedszkolny w Chynowie, ul. Główna 52, 05-650 Chynów;gm. Chynów;grójecki;mazowieckie;1420;1869;1869;0;554;866;866;0;3;7;0;0;0;0;0;0;0;866;0;0;866;8;5;3;0;858;48;22;3;4;1;12;5;0;1;0;0;48;43;22;2;4;0;3;3;4;0;2;3;43;227;142;49;6;6;9;0;1;1;2;11;227;501;231;11;172;15;34;17;7;9;3;2;501;6;4;0;0;0;0;0;1;0;0;1;6;27;7;4;1;2;2;2;1;2;4;2;27;6;4;2;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
140603;2;wieś;stały;Publiczna Szkoła Podstawowa w Machcinie, Machcin 30, 05-650 Chynów;gm. Chynów;grójecki;mazowieckie;540;711;711;0;301;239;239;0;0;1;0;0;0;0;0;0;0;239;0;0;239;2;2;0;0;237;10;1;2;1;1;3;0;0;0;2;0;10;18;6;3;1;0;0;1;3;2;0;2;18;61;44;3;0;4;6;0;0;0;1;3;61;121;62;8;29;0;9;6;2;3;0;2;121;2;1;1;0;0;0;0;0;0;0;0;2;18;11;3;2;0;1;0;0;0;0;1;18;3;0;0;2;0;0;0;0;0;0;1;3;4;1;0;1;0;0;1;0;1;0;0;4
140603;3;wieś;stały;Publiczna Szkoła Podstawowa w Zalesiu, Zalesie 12, 05-650 Chynów;gm. Chynów;grójecki;mazowieckie;450;590;590;0;236;214;214;0;0;0;0;0;0;0;0;0;0;214;0;0;214;2;0;2;0;212;10;6;0;0;0;2;1;0;1;0;0;10;5;1;1;1;0;0;0;2;0;0;0;5;52;39;9;0;2;0;0;1;0;0;1;52;136;47;4;54;7;6;10;0;5;2;1;136;2;2;0;0;0;0;0;0;0;0;0;2;6;2;2;0;0;0;0;0;0;1;1;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1
140603;4;wieś;stały;Publiczna Szkoła Podstawowa w Watraszewie, Watraszew 4B, 05-650 Chynów;gm. Chynów;grójecki;mazowieckie;391;503;503;0;161;230;230;0;0;1;0;0;0;0;0;0;0;230;0;0;230;3;0;3;0;227;10;2;4;1;0;2;1;0;0;0;0;10;5;3;0;0;0;1;0;1;0;0;0;5;33;26;3;1;2;1;0;0;0;0;0;33;169;82;11;49;3;10;8;2;0;3;1;169;1;1;0;0;0;0;0;0;0;0;0;1;5;1;1;0;0;1;1;0;1;0;0;5;1;1;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;2;0;0;0;1;0;3
140603;5;wieś;stały;Publiczna Szkoła Podstawowa w Budziszynku, Budziszynek 5, 05-650 Chynów;gm. Chynów;grójecki;mazowieckie;536;710;710;0;275;261;261;0;0;0;0;0;0;0;0;0;0;261;0;0;261;4;3;1;0;257;13;4;0;0;0;4;1;0;0;0;4;13;10;7;1;0;0;0;0;0;0;2;0;10;63;46;8;1;2;0;1;0;1;0;4;63;160;83;8;54;2;8;2;1;0;1;1;160;4;1;0;0;0;3;0;0;0;0;0;4;5;1;1;0;1;1;0;0;0;1;0;5;2;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
140603;6;wieś;stały;Publiczna Szkoła Podstawowa w Drwalewie, Drwalew ul. Szkolna 4, 05-651 Chynów;gm. Chynów;grójecki;mazowieckie;1116;1454;1454;0;563;553;553;0;2;4;0;0;0;0;0;0;0;553;0;0;553;4;4;0;0;549;21;10;1;1;0;6;0;0;0;1;2;21;27;15;4;2;0;0;1;1;1;0;3;27;140;67;40;10;2;4;1;2;0;1;13;140;336;163;13;106;5;18;21;3;1;5;1;336;2;0;0;0;0;0;0;0;0;1;1;2;19;7;1;4;0;1;2;0;3;1;0;19;4;2;0;2;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
140603;7;wieś;stały;Publiczna Szkoła Podstawowa w Pieczyskach, Pieczyska 13, 05-651 Chynów;gm. Chynów;grójecki;mazowieckie;350;468;468;0;150;200;200;0;1;4;0;0;0;0;0;0;0;200;0;0;200;3;1;2;0;197;14;10;1;2;0;1;0;0;0;0;0;14;16;8;2;0;1;1;1;1;0;0;2;16;48;22;8;2;3;2;0;2;1;0;8;48;106;38;9;39;7;5;3;0;2;3;0;106;4;3;0;0;0;1;0;0;0;0;0;4;8;2;3;0;1;0;0;0;0;1;1;8;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
140603;8;wieś;stały;Publiczna Szkoła Podstawowa w Sułkowicach, Sułkowice ul. Ogrodowa 38A, 05-650 Chynów;gm. Chynów;grójecki;mazowieckie;1187;1556;1556;0;450;737;737;0;1;3;0;0;0;0;0;0;0;737;0;0;737;14;9;5;0;723;42;16;0;2;1;14;2;2;1;0;4;42;58;34;4;4;1;2;3;3;3;0;4;58;249;128;65;6;6;12;2;6;1;2;21;249;332;166;20;85;12;23;11;4;4;5;2;332;5;1;2;0;0;0;0;0;1;0;1;5;28;13;2;3;0;1;0;4;4;1;0;28;8;4;0;0;0;0;1;2;1;0;0;8;1;0;1;0;0;0;0;0;0;0;0;1
140604;1;wieś;stały;Hala Sportowa w Goszczynie, ul. Armii Krajowej 2, 05-610 Goszczyn;gm. Goszczyn;grójecki;mazowieckie;844;1108;1108;0;378;466;466;0;1;4;0;0;0;0;0;0;0;466;0;0;466;4;3;1;0;462;22;10;3;2;0;5;1;0;0;0;1;22;11;7;0;1;0;1;0;0;1;0;1;11;85;65;6;2;2;7;0;0;0;0;3;85;326;91;6;209;6;7;2;0;1;2;2;326;2;1;0;0;0;0;1;0;0;0;0;2;13;5;4;2;0;1;0;0;0;1;0;13;3;1;0;0;0;0;0;0;1;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0
140604;2;wieś;stały;Ochotnicza Straż Pożarna w Długowoli, Długowola 145, 05-610 Goszczyn;gm. Goszczyn;grójecki;mazowieckie;590;771;771;0;248;342;342;0;0;1;0;0;0;0;0;0;0;342;0;0;342;4;3;1;0;338;18;8;0;0;1;5;1;1;0;2;0;18;6;3;1;0;0;1;0;0;0;0;1;6;39;28;4;1;0;1;0;2;0;0;3;39;264;83;3;160;6;5;3;0;1;1;2;264;1;1;0;0;0;0;0;0;0;0;0;1;8;3;2;0;1;0;0;0;1;1;0;8;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1
140604;3;wieś;stały;Publiczna Szkoła Podstawowa w Bądkowie, Bądków 68, 05-610 Goszczyn;gm. Goszczyn;grójecki;mazowieckie;384;495;495;0;106;278;278;0;0;0;0;0;0;0;0;0;0;278;0;0;278;0;0;0;0;278;26;15;2;1;2;5;0;0;1;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;31;29;0;0;0;0;1;1;0;0;0;31;201;52;2;138;3;0;0;1;0;4;1;201;2;2;0;0;0;0;0;0;0;0;0;2;16;8;1;0;1;1;0;0;1;3;1;16;1;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1
140605;1;miasto;stały;Publiczna Szkoła Podstawowa Nr 1 w Grójcu, ul. Józefa Piłsudskiego 68, 05-600 Grójec;gm. Grójec;grójecki;mazowieckie;1492;1948;1948;0;581;911;911;0;0;4;0;0;0;0;0;0;0;911;0;0;911;9;8;1;0;902;31;8;11;1;1;8;1;0;0;1;0;31;70;33;12;5;0;4;3;3;1;2;7;70;435;125;205;24;21;14;3;2;1;3;37;435;310;172;7;87;10;16;7;2;4;2;3;310;14;7;2;1;0;2;0;0;1;0;1;14;28;8;5;7;1;1;1;1;1;0;3;28;11;3;1;0;0;0;0;1;1;3;2;11;3;0;1;0;0;0;0;2;0;0;0;3
140605;2;miasto;stały;Starostwo Powiatowe w Grójcu, ul. Józefa Piłsudskiego 59, 05-600 Grójec;gm. Grójec;grójecki;mazowieckie;1689;2222;2221;1;581;1108;1107;1;1;11;0;0;0;0;0;0;0;1108;0;0;1108;9;2;7;0;1099;49;20;6;1;1;19;1;0;0;1;0;49;95;48;11;5;1;3;1;10;3;5;8;95;511;139;217;40;12;48;2;3;0;4;46;511;386;221;6;110;14;14;9;0;6;2;4;386;8;6;1;0;0;1;0;0;0;0;0;8;33;18;1;2;5;1;1;1;0;3;1;33;14;3;0;4;2;0;0;0;2;3;0;14;3;1;0;1;0;0;0;0;0;0;1;3
140605;3;miasto;stały;Grójecki Ośrodek Kultury w Grójcu, ul. Józefa Piłsudskiego 3, 05-600 Grójec;gm. Grójec;grójecki;mazowieckie;1732;2265;2265;0;659;1073;1073;0;0;4;0;0;0;0;0;0;0;1073;0;0;1073;4;2;2;0;1069;44;18;3;5;1;10;3;0;1;2;1;44;47;28;9;2;0;2;0;1;0;0;5;47;472;143;175;56;10;48;2;5;4;1;28;472;446;255;13;129;9;15;12;3;2;5;3;446;9;5;2;1;0;0;1;0;0;0;0;9;31;16;2;2;4;2;0;1;0;4;0;31;16;4;2;2;3;0;0;0;3;2;0;16;4;2;0;1;0;0;1;0;0;0;0;4
140605;4;miasto;stały;budynek byłego Publicznego Gimnazjum w Grójcu, ul. Polna 17, 05-600 Grójec;gm. Grójec;grójecki;mazowieckie;1373;1804;1804;0;518;855;855;0;2;7;0;0;0;0;0;0;0;855;0;0;855;5;2;3;0;850;45;23;3;2;2;8;2;1;0;0;4;45;59;29;9;5;1;1;3;5;0;1;5;59;333;116;123;36;9;18;0;5;2;1;23;333;360;190;16;113;7;15;7;4;2;2;4;360;9;4;1;1;0;1;2;0;0;0;0;9;31;13;4;3;2;4;0;1;0;2;2;31;8;3;2;1;0;1;0;0;0;1;0;8;5;0;1;0;1;0;0;0;0;0;3;5
140605;5;miasto;stały;Publiczna Szkoła Podstawowa Nr 2 w Grójcu, ul. Polna 17A, 05-600 Grójec;gm. Grójec;grójecki;mazowieckie;1290;1701;1701;0;446;844;844;0;2;5;0;0;0;0;0;0;0;844;0;0;844;5;3;2;0;839;22;4;1;3;1;13;0;0;0;0;0;22;62;31;6;4;1;4;3;5;4;1;3;62;419;131;158;48;7;34;3;1;0;3;34;419;290;127;15;99;8;22;8;2;4;5;0;290;4;2;0;0;0;2;0;0;0;0;0;4;30;9;9;5;1;2;1;2;0;1;0;30;11;2;0;1;0;0;0;0;4;1;3;11;1;0;0;0;0;1;0;0;0;0;0;1
