Kod terytorialny gminy;Nr obwodu głosowania;Typ obszaru;Typ obwodu;Siedziba Obwodowej Komisji Wyborczej;Gmina;Powiat;Województwo;Komisja otrzymała kart do głosowania;Liczba wyborców uprawnionych do głosowania;w tym umieszczonych w części A spisu wyborców;w tym umieszczonych w części B spisu wyborców;Nie wykorzystano kart do głosowania;Liczba wyborców, którym wydano karty do głosowania;w tym w części A spisu wyborców;w tym w części B spisu wyborców;Liczba wyborców głosujących przez pełnomocnika;Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania;Liczba wyborców, którym wysłano pakiety wyborcze;Liczba otrzymanych kopert zwrotnych;Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu;Liczba kopert zwrotnych, w których oświadczenie nie było podpisane;Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania;Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania;Liczba kopert na kartę do głosowania wrzuconych do urny;Liczba kart wyjętych z urny;w tym liczba kart wyjętych z kopert na kartę do głosowania;Liczba kart nieważnych;Liczba kart ważnych;Liczba głosów nieważnych;w tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów;w tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata;w tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata;Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów;Lista nr 1 - KWW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY;1 BOSAK Krzysztof;2 KULESZA Jakub;3 PAZIO Rafał Piotr;4 ROSS Sebastian;5 KRAJSKI Stanisław;6 PISKORZ Monika Beata;7 PAMIĘTA Marta;8 KRAJEWSKA Zuzanna Maria;9 KRZYSZTOFIK Joanna;10 JAKUBIAK Marek;Razem;Lista nr 2 - KW WIOSNA ROBERTA BIEDRONIA;1 BIEDROŃ Robert;2 SCHEURING-WIELGUS Joanna Izabela;3 PŁATEK Monika Stanisława;4 TRACZYK Adam Paweł;5 BUŹNIAK Sylwia Lidia;6 TARCZYŃSKA Anna Małgorzata;7 PELC Filip Tadeusz;8 KUBIAK Jacek Zbigniew;9 BRAITER Katarzyna Anna;10 GAWKOWSKI Krzysztof Kamil;Razem;Lista nr 3 - KKW KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI;1 CIMOSZEWICZ Włodzimierz;2 HALICKI Andrzej Witold;3 GASIUK-PIHOWICZ Kamila;4 HÜBNER Danuta Maria;5 BONI Michał Jan;6 ZIELIŃSKA Urszula Sara;7 PUDŁOWSKI Paweł Patryk;8 KALATA Edyta Teresa;9 BRZEZIŃSKA Anna Katarzyna;10 BARTOSZEWSKI Władysław Teofil;Razem;Lista nr 4 - KW PRAWO I SPRAWIEDLIWOŚĆ;1 SARYUSZ-WOLSKI Jacek Emil;2 CZARNECKI Ryszard Henryk;3 RADZIWIŁŁ Konstanty;4 CZERWIŃSKA Anita;5 GRYGLAS Zbigniew;6 TOMASZEWSKA Ewa;7 SMIRNOW Andrzej;8 KALETA Sebastian Jerzy;9 CHOROSIŃSKA Dominika Małgorzata;10 WYPYCH Małgorzata Maria;Razem;Lista nr 5 - KKW LEWICA RAZEM - RAZEM, UNIA PRACY, RSS;1 ZANDBERG Adrian Tadeusz;2 NOSAL-IKONOWICZ Agata Alina;3 KUCZYŃSKA Urszula Teresa;4 WRÓBLEWSKI Giedymin;5 TOFIL-SŁAWUSZEWSKA Anna Maria;6 BIEJAT Magdalena Agnieszka;7 MIERZWA Michał Mikołaj;8 WICHA Joanna Beata;9 WALCZYŃSKI Hubert Michał;10 GRODZKA Anna;Razem;Lista nr 6 - KWW KUKIZ'15;1 TYSZKA Stanisław;2 RZYMKOWSKI Tomasz Piotr;3 TANAJNO Paweł Jan;4 WITKOWSKA Agata Joanna;5 GŁOWACKA Ewa Katarzyna;6 OLSZEWSKA Mariola Aneta;7 MODZELEWSKI Jarosław;8 WOJAKOWSKA Magdalena Maria;9 BORKOWSKI Łukasz Jan;10 JOŃCZYK Łukasz;Razem;Lista nr 7 - KWW POLSKA FAIR PLAY BEZPARTYJNI GWIAZDOWSKI;1 GWIAZDOWSKI Robert Andrzej;2 CZERWIŃSKA Ewa Barbara;3 STECZOWICZ Bartłomiej Aleksander;4 ADAMKIEWICZ Marcin Piotr;5 MELAK Zofia Emilia;6 STAŃCZUK Dunia;7 MATYJASIAK Wojciech Robert;8 BEKIER Bartłomiej Maksymilian;9 SOWIŃSKA-KOBELAK Dorota;10 ŻMIJEWSKI Bogdan;Razem
140504;8;miasto;stały;Szkoła Podstawowa nr 6, ul. Sportowa 31, 05-825 Grodzisk Mazowiecki;gm. Grodzisk Mazowiecki;grodziski;mazowieckie;1615;2164;2164;0;379;1236;1236;0;1;10;0;0;0;0;0;0;0;1236;0;0;1236;12;12;0;0;1224;67;38;14;1;1;0;2;1;1;1;8;67;134;97;7;19;2;0;1;1;2;2;3;134;516;180;64;79;112;23;11;9;2;2;34;516;402;162;104;43;19;7;14;5;21;18;9;402;21;15;3;1;0;0;0;1;0;0;1;21;63;38;6;2;5;1;1;3;3;1;3;63;21;17;1;0;0;0;1;1;0;0;1;21
140504;9;miasto;stały;Przedszkole nr 7, ul. Kopernika 15, 05-825 Grodzisk Mazowiecki;gm. Grodzisk Mazowiecki;grodziski;mazowieckie;1271;1624;1624;0;383;888;888;0;1;3;0;0;0;0;0;0;0;888;0;0;888;7;3;4;0;881;33;22;4;0;0;1;0;1;0;0;5;33;83;63;11;7;0;0;2;0;0;0;0;83;351;145;42;34;70;22;2;2;3;4;27;351;346;130;104;31;19;9;20;2;10;10;11;346;19;14;1;0;2;0;1;0;0;0;1;19;37;22;5;3;2;3;0;0;1;0;1;37;12;9;3;0;0;0;0;0;0;0;0;12
140504;10;miasto;stały;Szkoła Podstawowa Nr 2, ul. Westfala 3, 05-827 Grodzisk Mazowiecki;gm. Grodzisk Mazowiecki;grodziski;mazowieckie;1179;1588;1588;0;241;938;938;0;1;6;0;0;0;0;0;0;0;938;0;0;938;8;6;2;0;930;46;27;1;0;2;5;1;0;1;0;9;46;94;59;18;13;0;1;1;1;0;0;1;94;415;145;67;52;98;15;9;4;1;8;16;415;286;88;109;35;15;4;11;1;9;8;6;286;19;17;0;1;0;0;0;0;0;0;1;19;47;27;7;2;3;1;3;0;2;1;1;47;23;12;3;0;1;1;0;0;0;2;4;23
140504;11;miasto;stały;Biblioteka Publiczna Filia Nr 2 Pawilon Kultury, ul. Westfala 3, 05-827 Grodzisk Mazowiecki;gm. Grodzisk Mazowiecki;grodziski;mazowieckie;1176;1546;1546;0;296;880;880;0;2;6;0;0;0;0;0;0;0;880;0;0;880;4;4;0;0;876;43;23;2;2;0;3;0;0;1;1;11;43;80;60;7;9;0;0;1;0;2;0;1;80;411;155;50;67;89;13;1;8;0;4;24;411;280;120;77;35;10;4;9;1;9;9;6;280;9;7;0;0;0;0;0;0;0;1;1;9;50;36;6;1;2;1;1;0;2;1;0;50;3;0;1;0;1;1;0;0;0;0;0;3
140504;12;miasto;stały;Szkoła Podstawowa Nr 2 (oddziały przedszkolne), ul. Westfala 3, 05-827 Grodzisk Mazowiecki;gm. Grodzisk Mazowiecki;grodziski;mazowieckie;1238;1676;1676;0;219;1019;1019;0;1;6;0;0;0;0;0;0;0;1019;0;0;1019;4;3;1;0;1015;36;16;7;0;0;0;2;0;1;1;9;36;121;87;9;13;4;1;1;0;2;2;2;121;403;123;46;53;95;23;7;5;4;4;43;403;375;128;120;44;25;4;11;4;14;20;5;375;18;13;0;2;0;0;0;0;1;0;2;18;51;30;6;2;6;2;2;0;1;0;2;51;11;7;0;0;0;0;3;0;0;1;0;11
140504;13;miasto;stały;Przedszkole nr 4 (sala wielofunkcyjna), ul. Górna 12, 05-825 Grodzisk Mazowiecki;gm. Grodzisk Mazowiecki;grodziski;mazowieckie;1785;2330;2330;0;347;1438;1438;0;6;11;0;0;0;0;0;0;0;1438;0;0;1438;4;2;2;0;1434;88;48;7;1;1;1;0;4;2;0;24;88;175;138;10;14;1;3;2;1;2;1;3;175;629;214;88;91;144;25;6;1;4;8;48;629;423;140;136;55;16;5;5;4;25;29;8;423;29;22;2;4;1;0;0;0;0;0;0;29;64;48;8;0;1;1;2;1;1;0;2;64;26;22;1;0;1;1;0;1;0;0;0;26
140504;14;miasto;stały;Przedszkole Nr 4 (sala zajęciowa), ul. Górna 12, 05-825 Grodzisk Mazowiecki;gm. Grodzisk Mazowiecki;grodziski;mazowieckie;1755;2294;2294;0;486;1269;1269;0;0;6;0;0;0;0;0;0;0;1269;0;0;1269;5;2;3;0;1264;58;28;2;1;4;3;0;2;4;0;14;58;128;97;12;11;1;2;1;0;1;1;2;128;531;201;79;61;122;20;7;7;2;5;27;531;451;167;142;53;23;9;11;3;11;27;5;451;12;11;0;0;1;0;0;0;0;0;0;12;55;35;7;2;6;1;0;0;1;2;1;55;29;17;1;1;1;2;0;0;1;2;4;29
140504;15;wieś;stały;Świetlica Sołectwa w Natolinie, Natolin 31, 05-825 Grodzisk Mazowiecki;gm. Grodzisk Mazowiecki;grodziski;mazowieckie;1059;1406;1406;0;414;645;645;0;0;3;0;0;0;0;0;0;0;645;0;0;645;6;2;4;0;639;31;18;1;0;0;1;1;2;1;0;7;31;48;33;4;6;1;0;0;2;1;0;1;48;244;102;27;35;31;8;6;3;1;6;25;244;260;77;105;22;13;4;7;0;10;17;5;260;9;4;0;1;1;0;0;0;0;1;2;9;37;21;5;4;1;2;2;0;0;2;0;37;10;6;1;0;0;0;1;2;0;0;0;10
140504;16;wieś;stały;Świetlica Sołectwa w Chlebni, Chlebnia 57B, 05-825 Grodzisk Mazowiecki;gm. Grodzisk Mazowiecki;grodziski;mazowieckie;826;1065;1065;0;400;426;426;0;0;5;0;0;0;0;0;0;0;426;0;0;426;4;2;2;0;422;19;16;1;0;0;0;0;0;0;0;2;19;24;18;2;3;1;0;0;0;0;0;0;24;116;43;19;22;20;2;2;0;1;0;7;116;244;54;127;18;6;2;4;5;10;12;6;244;5;2;0;0;1;0;2;0;0;0;0;5;9;4;2;0;1;1;0;0;0;1;0;9;5;1;1;0;0;1;1;0;1;0;0;5
140504;17;wieś;stały;Świetlica Sołectwa w Kozerkach, Kozerki ul. Marsa 37, 05-825 Grodzisk Mazowiecki;gm. Grodzisk Mazowiecki;grodziski;mazowieckie;1027;1350;1346;4;319;708;707;1;0;5;0;0;0;0;0;0;0;708;0;2;706;1;0;1;0;705;26;18;2;0;0;0;0;0;0;0;6;26;62;46;3;6;3;0;0;0;3;0;1;62;317;93;47;53;59;19;8;9;3;1;25;317;240;67;104;23;11;5;7;4;8;9;2;240;6;6;0;0;0;0;0;0;0;0;0;6;38;15;6;2;8;1;3;0;2;1;0;38;16;10;2;1;0;0;3;0;0;0;0;16
140504;18;wieś;stały;Szkoła Podstawowa w Adamowiźnie (świetlica), Adamowizna ul. Osowiecka 33, 05-825 Grodzisk Mazowiecki;gm. Grodzisk Mazowiecki;grodziski;mazowieckie;967;1270;1270;0;387;580;580;0;0;4;0;0;0;0;0;0;0;580;0;0;580;2;2;0;0;578;22;15;1;0;0;0;1;1;0;0;4;22;60;48;6;3;1;1;0;0;1;0;0;60;237;86;33;30;47;5;5;3;1;2;25;237;219;68;87;18;13;9;3;4;5;7;5;219;7;7;0;0;0;0;0;0;0;0;0;7;26;18;4;0;0;2;1;0;0;0;1;26;7;5;1;0;0;0;0;0;1;0;0;7
140504;19;miasto;stały;Szkoła Podstawowa w Adamowiźnie (sala gimnastyczna), Adamowizna ul. Osowiecka 33, 05-825 Grodzisk Mazowiecki;gm. Grodzisk Mazowiecki;grodziski;mazowieckie;1036;1393;1393;0;300;736;736;0;0;0;0;0;0;0;0;0;0;734;0;0;734;2;2;0;0;732;27;13;7;0;0;0;1;2;0;1;3;27;85;60;13;9;1;0;0;1;0;1;0;85;336;111;60;53;66;12;6;4;6;3;15;336;241;80;81;28;10;1;4;3;19;10;5;241;10;3;2;3;0;0;0;0;0;1;1;10;26;20;1;1;0;1;0;0;0;2;1;26;7;4;2;0;0;0;1;0;0;0;0;7
140504;20;wieś;stały;Świetlica Sołectwa w Kadach, Kady ul. Środkowa 71, 05-825 Grodzisk Mazowiecki;gm. Grodzisk Mazowiecki;grodziski;mazowieckie;908;1186;1185;1;222;686;686;0;0;7;0;0;0;0;0;0;0;686;0;0;686;1;1;0;0;685;37;23;5;3;1;3;1;0;0;0;1;37;66;41;8;10;4;0;1;0;0;0;2;66;306;97;23;47;76;15;5;8;1;1;33;306;224;108;69;16;3;1;6;1;10;4;6;224;11;10;0;0;0;1;0;0;0;0;0;11;30;23;1;0;0;1;0;0;4;1;0;30;11;7;2;0;1;0;1;0;0;0;0;11
140504;21;wieś;stały;Szkoła Podstawowa w Książenicach, Książenice aleja E. Marylskiego 3, 05-825 Grodzisk Mazowiecki;gm. Grodzisk Mazowiecki;grodziski;mazowieckie;1340;1766;1765;1;252;1088;1087;1;0;28;0;0;0;0;0;0;0;1081;0;1;1080;4;2;2;0;1076;72;36;11;1;0;1;0;3;1;0;19;72;145;100;14;26;0;2;2;0;0;1;0;145;523;154;64;83;136;40;9;3;2;1;31;523;263;99;77;26;12;6;12;7;6;13;5;263;17;12;1;2;0;0;0;0;0;0;2;17;42;28;2;2;4;3;1;1;0;0;1;42;14;8;1;1;0;0;0;0;1;0;3;14
140504;22;wieś;stały;Świetlica Sołectwa w Kraśniczej Woli, Kraśnicza Wola 27A, 05-825 Grodzisk Mazowiecki;gm. Grodzisk Mazowiecki;grodziski;mazowieckie;827;1168;1168;0;272;555;555;0;0;2;0;0;0;0;0;0;0;555;0;0;555;5;5;0;0;550;27;11;0;2;0;2;1;1;1;0;9;27;45;37;4;2;1;0;0;0;1;0;0;45;154;57;15;20;39;5;4;2;1;0;11;154;290;84;107;25;15;4;9;4;14;16;12;290;5;3;1;0;0;0;0;0;0;0;1;5;24;14;1;1;3;1;1;0;0;0;3;24;5;2;1;0;0;1;0;0;0;0;1;5
140504;23;wieś;stały;Świetlica Sołectwa we wsi Szczęsne, Szczęsne ul. Orla 51, 05-825 Grodzisk Mazowiecki;gm. Grodzisk Mazowiecki;grodziski;mazowieckie;1000;1326;1325;1;259;741;740;1;0;7;0;0;0;0;0;0;0;741;0;0;741;3;0;3;0;738;45;27;4;2;1;3;0;0;2;0;6;45;76;56;12;6;0;1;1;0;0;0;0;76;304;105;45;54;64;16;2;2;1;2;13;304;264;82;111;29;12;1;7;3;11;6;2;264;1;1;0;0;0;0;0;0;0;0;0;1;31;22;0;1;1;2;3;1;0;0;1;31;17;14;2;0;0;0;1;0;0;0;0;17
140504;24;miasto;zakład leczniczy;Szpital Zachodni w Grodzisku Mazowieckim, Daleka 11, 05-825 Grodzisk Mazowiecki;gm. Grodzisk Mazowiecki;grodziski;mazowieckie;259;169;169;0;235;24;24;0;0;0;0;0;0;0;0;0;0;24;0;0;24;2;0;2;0;22;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;3;9;3;3;1;2;0;0;0;0;0;0;9;10;5;2;0;2;0;0;0;1;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
140504;25;miasto;dom pomocy społecznej;DPS w Izdebnie Kościelnym, Izdebno Kościelne ul. Ks. M. Oziębłowskiego 20, 05-825 Grodzisk Mazowiecki;gm. Grodzisk Mazowiecki;grodziski;mazowieckie;16;15;15;0;4;12;12;0;0;0;0;0;0;0;0;0;0;12;0;0;12;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;3;5;2;0;0;0;0;1;0;0;11;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
140504;26;miasto;dom pomocy społecznej;DPS Filia w Grodzisku Mazowieckim, 3 Maja 63, 05-825 Grodzisk Mazowiecki;gm. Grodzisk Mazowiecki;grodziski;mazowieckie;16;17;17;0;2;14;14;0;0;0;0;0;0;0;0;0;0;14;0;0;14;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;1;2;0;0;1;0;0;5;5;3;0;1;1;0;0;0;0;0;0;5;3;0;0;0;0;0;0;0;0;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1
140505;1;wieś;stały;Ochotnicza Straż Pożarna, ul. Warszawska 2, 96-313 Jaktorów;gm. Jaktorów;grodziski;mazowieckie;1317;1626;1626;0;532;785;785;0;0;6;0;0;0;0;0;0;0;787;0;2;785;4;1;3;0;781;44;22;0;0;0;2;0;0;1;0;19;44;72;55;7;3;1;2;1;1;0;0;2;72;228;80;35;33;48;2;3;3;6;2;16;228;385;98;196;26;21;3;7;2;15;7;10;385;10;9;0;0;0;0;0;1;0;0;0;10;35;23;3;1;2;1;2;2;0;0;1;35;7;4;2;0;0;0;0;0;1;0;0;7
140505;2;wieś;stały;Gimnazjum, ul. Staszica 5, 96-316 Międzyborów;gm. Jaktorów;grodziski;mazowieckie;1323;1715;1715;0;334;989;989;0;1;4;0;0;0;0;0;0;0;989;0;0;989;10;9;1;0;979;44;18;3;1;0;1;0;1;1;0;19;44;89;62;11;7;0;2;2;1;0;0;4;89;392;128;82;73;50;11;8;9;2;2;27;392;393;116;168;28;18;8;8;2;18;24;3;393;12;9;0;2;0;0;0;0;0;1;0;12;28;17;0;2;2;3;0;2;1;0;1;28;21;12;0;1;2;2;1;0;2;1;0;21
140505;3;wieś;stały;Budy Zosine Nr 109 (była szkoła), Budy Zosine 109, 96-313 Jaktorów;gm. Jaktorów;grodziski;mazowieckie;465;597;597;0;212;253;253;0;0;2;0;0;0;0;0;0;0;253;0;0;253;5;3;2;0;248;9;7;0;0;0;0;0;0;1;0;1;9;21;14;4;2;0;0;1;0;0;0;0;21;61;26;9;9;10;1;1;0;0;2;3;61;144;37;66;9;19;1;2;0;1;4;5;144;1;0;1;0;0;0;0;0;0;0;0;1;12;10;0;0;0;0;0;0;0;0;2;12;0;0;0;0;0;0;0;0;0;0;0;0
140505;4;wieś;stały;Budy Michałowskie Nr 77 (była szkoła), Budy Michałowskie 77, 96-316 Międzyborów;gm. Jaktorów;grodziski;mazowieckie;359;464;464;0;189;170;170;0;0;0;0;0;0;0;0;0;0;170;0;0;170;0;0;0;0;170;9;4;2;0;1;0;0;0;0;0;2;9;28;26;1;0;0;0;0;0;0;1;0;28;52;19;9;9;11;2;0;0;0;0;2;52;77;16;43;7;3;0;1;1;0;2;4;77;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;1;1
140505;5;wieś;stały;Szkoła Podstawowa, ul. Warszawska 88, 96-313 Jaktorów;gm. Jaktorów;grodziski;mazowieckie;1423;1838;1838;0;454;969;969;0;0;3;0;0;0;0;0;0;0;969;0;0;969;3;1;2;0;966;48;34;3;0;1;2;1;1;2;0;4;48;59;47;6;2;1;2;0;0;0;0;1;59;315;91;70;56;60;11;3;3;6;6;9;315;471;121;228;40;20;7;12;5;13;13;12;471;9;3;3;0;0;0;0;0;2;0;1;9;48;31;3;4;6;0;0;1;2;0;1;48;16;10;3;0;1;0;0;1;0;1;0;16
140505;6;wieś;stały;Sala Gimnastyczna przy Szkole Podstawowej, ul. Staszica 5, 96-316 Międzyborów;gm. Jaktorów;grodziski;mazowieckie;1444;1903;1903;0;579;913;913;0;0;5;0;0;0;0;0;0;0;914;0;0;914;8;3;5;0;906;28;13;3;0;1;1;1;4;1;1;3;28;93;67;10;6;1;5;1;2;0;1;0;93;326;112;70;40;52;9;4;9;3;4;23;326;397;98;198;16;37;8;9;1;10;6;14;397;14;9;1;0;1;0;1;0;2;0;0;14;35;17;2;1;0;3;2;1;1;5;3;35;13;5;4;0;1;0;0;0;1;1;1;13
140505;7;wieś;stały;Gimnazjum, ul. Chełmońskiego 4, 96-313 Jaktorów;gm. Jaktorów;grodziski;mazowieckie;1020;1328;1328;0;383;638;638;0;0;4;0;0;0;0;0;0;0;638;0;0;638;9;5;4;0;629;35;17;3;1;0;2;0;0;3;0;9;35;43;34;7;2;0;0;0;0;0;0;0;43;177;55;37;34;23;7;1;5;1;6;8;177;333;90;176;16;14;2;9;5;10;8;3;333;7;5;1;0;0;1;0;0;0;0;0;7;22;11;0;3;2;0;0;1;1;0;4;22;12;5;2;0;0;0;1;0;0;3;1;12
140506;1;wieś;stały;Szkoła Podstawowa im. Stefanii Dziewulskiej, Ojrzanów ul. Szkolna 1, 96-321 Żabia Wola;gm. Żabia Wola;grodziski;mazowieckie;1370;1795;1795;0;500;870;870;0;0;13;0;0;0;0;0;0;0;870;0;0;870;9;5;4;0;861;40;27;3;1;0;3;0;1;1;1;3;40;66;49;7;2;0;0;1;5;0;1;1;66;304;115;35;50;56;14;4;1;3;2;24;304;373;123;131;53;27;4;6;3;13;6;7;373;11;6;1;3;0;0;0;0;1;0;0;11;47;22;4;2;6;1;1;3;1;5;2;47;20;9;2;1;0;3;1;0;1;1;2;20
140506;2;wieś;stały;Szkoła Podstawowa im. Marii Kownackiej, Skuły ul. Mszczonowska 3, 96-321 Żabia Wola;gm. Żabia Wola;grodziski;mazowieckie;1090;1417;1417;0;523;567;567;0;0;4;0;0;0;0;0;0;0;567;0;0;567;6;4;2;0;561;25;14;0;2;1;1;1;0;1;0;5;25;32;21;3;8;0;0;0;0;0;0;0;32;129;47;16;20;21;5;3;0;2;3;12;129;328;125;99;44;20;4;6;2;11;6;11;328;10;4;2;0;1;0;1;0;0;0;2;10;30;13;1;3;7;1;1;1;0;3;0;30;7;3;1;0;0;0;0;0;3;0;0;7
140506;3;wieś;stały;Dawny budynek Szkoły Podstawowej, Słubica Dobra ul. Słoneczna 36, 96-321 Żabia Wola;gm. Żabia Wola;grodziski;mazowieckie;501;634;634;0;176;325;325;0;0;3;0;0;0;0;0;0;0;325;0;0;325;3;1;2;0;322;13;8;1;0;0;1;0;0;0;0;3;13;23;20;2;0;0;0;1;0;0;0;0;23;87;35;13;15;14;2;0;0;0;3;5;87;168;47;56;27;8;4;7;2;7;5;5;168;3;2;0;0;0;0;0;0;1;0;0;3;22;15;2;0;1;0;0;1;1;1;1;22;6;5;0;0;0;0;0;0;0;0;1;6
140506;4;wieś;stały;Gimnazjum im. Józefa Chełmońskiego, Józefina ul. Mazowiecka 1, 96-321 Żabia Wola;gm. Żabia Wola;grodziski;mazowieckie;1465;1868;1868;0;466;999;999;0;0;7;0;0;0;0;0;0;0;999;0;0;999;6;5;1;0;993;43;25;6;1;0;1;1;1;0;0;8;43;114;81;14;16;1;1;0;0;0;1;0;114;443;168;57;75;92;11;5;1;5;4;25;443;322;112;100;54;17;3;9;1;13;8;5;322;12;9;0;2;1;0;0;0;0;0;0;12;47;34;1;2;2;1;3;0;2;1;1;47;12;7;0;0;0;0;0;1;0;2;2;12
140506;5;wieś;stały;Dom Kultury, ul. Warszawska 27, 96-321 Żabia Wola;gm. Żabia Wola;grodziski;mazowieckie;846;1110;1110;0;296;550;550;0;0;7;0;0;0;0;0;0;0;550;0;0;550;2;2;0;0;548;30;14;4;2;0;1;0;1;1;1;6;30;39;32;3;0;0;1;2;1;0;0;0;39;200;74;20;30;39;9;3;5;2;4;14;200;236;87;85;27;8;5;3;4;8;6;3;236;7;3;2;2;0;0;0;0;0;0;0;7;29;16;1;2;3;2;0;0;1;0;4;29;7;4;2;0;1;0;0;0;0;0;0;7
140801;1;miasto;stały;Powiatowy Zespół Szkół Ponadgimnazjalnych im. Jerzego Siwińskiego, ul. Targowa 73A, 05-120 Legionowo;m. Legionowo;legionowski;mazowieckie;1318;1682;1682;0;395;923;923;0;1;2;0;0;0;0;0;0;0;923;0;0;923;8;2;6;0;915;48;29;8;1;1;1;0;1;1;0;6;48;69;48;11;7;1;1;1;0;0;0;0;69;375;114;66;40;66;15;6;0;1;46;21;375;361;125;131;28;19;8;9;2;21;8;10;361;12;11;0;0;0;0;0;0;0;0;1;12;33;20;2;2;3;1;3;0;0;1;1;33;17;8;1;0;0;3;0;0;1;3;1;17
140801;2;miasto;stały;Przedszkole Miejskie Nr 1 im. Marii Kownackiej, ul. Olszankowa E, 05-120 Legionowo;m. Legionowo;legionowski;mazowieckie;1475;1919;1919;0;598;877;877;0;0;3;0;0;0;0;0;0;0;877;0;0;877;9;6;3;0;868;37;15;4;2;0;1;0;1;1;0;13;37;70;56;5;6;1;0;0;0;1;0;1;70;357;124;57;39;50;11;2;3;3;56;12;357;339;143;97;26;19;7;9;2;27;7;2;339;19;15;1;1;0;0;0;1;1;0;0;19;27;20;2;1;1;1;0;0;0;1;1;27;19;11;1;0;1;0;3;0;0;0;3;19
140801;3;miasto;stały;Zespół Szkolno-Przedszkolny im. Legionów Polskich 1914 - 1918, ul. Jana Pawła I 2, 05-119 Legionowo;m. Legionowo;legionowski;mazowieckie;1465;1902;1901;1;398;1066;1065;1;1;6;0;0;0;0;0;0;0;1067;0;0;1067;5;2;3;0;1062;45;28;2;0;0;3;0;1;0;0;11;45;93;80;4;4;2;2;0;0;0;0;1;93;415;135;94;33;61;16;2;1;4;49;20;415;433;170;152;16;37;10;4;5;17;13;9;433;15;11;2;0;0;0;1;0;1;0;0;15;33;19;5;1;2;0;1;0;1;1;3;33;28;12;4;0;0;5;2;1;0;2;2;28
140801;4;miasto;stały;Szkoła Podstawowa nr 8 im. 1 Warszawskiej Dywizji Piechoty Hol główny-wejście główne do budynku, ul. Zegrzyńska 3, 05-119 Legionowo;m. Legionowo;legionowski;mazowieckie;1211;1544;1544;0;391;820;820;0;0;4;0;0;0;0;0;0;0;820;0;0;820;8;5;3;0;812;42;19;4;1;1;2;1;2;0;0;12;42;95;66;14;6;1;0;2;1;0;0;5;95;439;227;50;43;56;8;4;1;0;30;20;439;166;58;46;14;11;8;5;2;11;5;6;166;15;10;0;0;0;0;0;1;3;1;0;15;31;19;4;0;3;1;1;1;1;0;1;31;24;13;2;0;1;0;0;0;0;6;2;24
140801;5;miasto;stały;Szkoła Podstawowa nr 8 im. 1 Warszawskiej Dywizji Piechoty Hol przy małej sali gimnastycznej-wejście schodami przy stołówce, ul. Zegrzyńska 3, 05-119 Legionowo;m. Legionowo;legionowski;mazowieckie;1751;2245;2245;0;742;1009;1009;0;2;7;0;0;0;0;0;0;0;1009;0;0;1009;10;7;3;0;999;43;27;1;0;0;2;1;4;1;0;7;43;105;75;9;15;1;0;2;0;0;0;3;105;531;239;80;55;60;0;3;8;9;57;20;531;232;77;87;13;19;2;4;2;19;3;6;232;23;18;3;1;0;0;0;0;0;0;1;23;53;38;5;3;2;1;1;0;1;1;1;53;12;3;2;0;0;1;2;0;1;3;0;12
140801;6;miasto;stały;Przedszkole Miejskie Nr 11, ul. Zegrzyńska 9, 05-119 Legionowo;m. Legionowo;legionowski;mazowieckie;1606;2093;2092;1;339;1267;1266;1;1;0;0;0;0;0;0;0;0;1267;0;0;1267;3;2;1;0;1264;54;32;6;0;0;3;1;0;1;2;9;54;170;132;9;20;1;2;1;0;1;0;4;170;643;227;116;82;96;15;7;5;2;55;38;643;308;99;109;24;24;6;8;1;21;7;9;308;18;12;4;1;0;0;0;0;0;0;1;18;48;34;3;1;7;1;0;0;0;1;1;48;23;10;3;0;2;0;1;1;0;5;1;23
