Kod terytorialny gminy;Nr obwodu głosowania;Typ obszaru;Typ obwodu;Siedziba Obwodowej Komisji Wyborczej;Gmina;Powiat;Województwo;Komisja otrzymała kart do głosowania;Liczba wyborców uprawnionych do głosowania;w tym umieszczonych w części A spisu wyborców;w tym umieszczonych w części B spisu wyborców;Nie wykorzystano kart do głosowania;Liczba wyborców, którym wydano karty do głosowania;w tym w części A spisu wyborców;w tym w części B spisu wyborców;Liczba wyborców głosujących przez pełnomocnika;Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania;Liczba wyborców, którym wysłano pakiety wyborcze;Liczba otrzymanych kopert zwrotnych;Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu;Liczba kopert zwrotnych, w których oświadczenie nie było podpisane;Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania;Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania;Liczba kopert na kartę do głosowania wrzuconych do urny;Liczba kart wyjętych z urny;w tym liczba kart wyjętych z kopert na kartę do głosowania;Liczba kart nieważnych;Liczba kart ważnych;Liczba głosów nieważnych;w tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów;w tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata;w tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata;Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów;Lista nr 1 - KWW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY;1 BRAUN Grzegorz Michał;2 BUCZEK Tomasz Wojciech;3 BAŃKA Damian;4 WOLSKA Violetta Katarzyna;5 SOWIŃSKI Wiesław Mieczysław;6 ZAJĄC Monika Magdalena;7 KARDASIŃSKA Marzena;8 PROĆ Tomasz Mirosław;9 ZAPAŁOWSKI Andrzej Tomasz;10 KORWIN-MIKKE Dominika Maria;Razem;Lista nr 2 - KW WIOSNA ROBERTA BIEDRONIA;1 SKIBA Anna Agnieszka;2 JURZYSTA Marcin;3 OLEKSAK Tomasz Robert;4 KWOLEK Katarzyna;5 KRUKAR Radosław Zbigniew;6 GRYCH-BOCHYŃSKA Urszula;7 FIC Patryk Beniamin;8 PROKOPSKA Joanna Maria;9 TERESZKIEWICZ Grzegorz Piotr;10 SKRZYSIŃSKI Gniewomir Marek;Razem;Lista nr 3 - KKW KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI;1 SIEKIERSKI Czesław Adam;2 SKOWROŃSKA Krystyna;3 USTROBIŃSKI Marek Jerzy;4 JÓZEFOWICZ Maciej Piotr;5 FRYDRYCH Joanna Zofia;6 BUTRYN Renata Celina;7 RZĄSA Marek Zdzisław;8 SZKOŁA Józef;9 ZYCH Barbara;10 ŁUKACIJEWSKA Elżbieta Katarzyna;Razem;Lista nr 4 - KW PRAWO I SPRAWIEDLIWOŚĆ;1 PORĘBA Tomasz Piotr;2 RZOŃCA Bogdan Józef;3 LENIART Ewa Maria;4 PILCH Piotr;5 WRÓBLEWSKA Krystyna Małgorzata;6 GOŁOJUCH Kazimierz Edward;7 PAMUŁA Teresa;8 KRUCZEK Stanisław;9 KUROWSKA Maria Stanisława;10 SAGATOWSKA Janina Zofia;Razem;Lista nr 5 - KKW LEWICA RAZEM - RAZEM, UNIA PRACY, RSS;1 WISZ Elżbieta Anna;2 PRENETA Paweł Krzysztof;3 ITNER Agnieszka;4 JASIŃSKI Krzysztof;5 OŻÓG Barbara Katarzyna;6 PACIOCH Hubert Piotr;7 JAKOWICKA Zuzanna Katarzyna;8 GAWRON Jakub;9 RŻANY Monika;10 TUROŃ Arkadiusz;Razem;Lista nr 6 - KWW KUKIZ'15;1 BOBOLA Alicja Maria;2 MASŁOWSKI Maciej Przemysław;3 HELNARSKI Paweł Andrzej;4 BARSZCZAK Bartłomiej Mariusz;5 BIALIC Dariusz Mieczysław;6 NYCZ Ewelina Magdalena;7 SABAT Joanna Karolina;8 WIKTOR Szczepan Antoni;9 KUCAB Konrad Tomasz;10 TARGAŃSKA Magdalena Ewa;Razem;Lista nr 9 - KKW POLEXIT - KOALICJA;1 RYKAŁA Grzegorz Wojciech;2 ŻÓŁTEK Monika Anna;3 KOTYLAK Piotr Jan;4 MICHNO Aneta Joanna;5 CZARNEK Marcin Piotr;6 WIESZCZEK Magdalena;7 DŁUGOSZ Michał Wojciech;8 SZATAN Magdalena Maria;Razem
180502;3;wieś;stały;Szkoła Podstawowa-sala lekcyjna, Brzyska 348, 38-212 Brzyska;gm. Brzyska;jasielski;podkarpackie;740;968;968;0;286;454;454;0;1;2;0;0;0;0;0;0;0;454;0;0;454;7;4;3;0;447;11;9;0;1;1;0;0;0;0;0;0;11;4;2;0;0;0;0;0;0;0;1;1;4;8;0;0;1;0;0;0;3;0;0;4;8;419;56;156;0;0;1;0;0;1;205;0;419;3;1;1;0;0;0;0;0;0;0;1;3;2;0;1;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
180502;4;wieś;stały;Szkoła Podstawowa-świetlica, Brzyska 348, 38-212 Brzyska;gm. Brzyska;jasielski;podkarpackie;850;1105;1105;0;428;422;422;0;1;2;0;0;0;0;0;0;0;422;0;0;422;5;2;3;0;417;9;7;1;0;0;0;1;0;0;0;0;9;10;8;2;0;0;0;0;0;0;0;0;10;34;12;5;1;0;2;0;0;0;0;14;34;350;53;106;2;0;0;0;0;2;187;0;350;1;0;1;0;0;0;0;0;0;0;0;1;12;3;2;0;0;0;2;1;1;0;3;12;1;0;0;1;0;0;0;0;0;1
180502;5;wieś;stały;Dom Ludowy, Ujazd 26, 38-212 Brzyska;gm. Brzyska;jasielski;podkarpackie;300;391;391;0;137;163;163;0;0;0;0;0;0;0;0;0;0;163;0;0;163;0;0;0;0;163;3;3;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;1;1;15;6;0;0;0;4;1;0;0;0;4;15;137;32;41;0;0;1;0;0;1;61;1;137;1;0;0;0;0;0;1;0;0;0;0;1;6;3;0;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;0
180502;6;wieś;stały;Dom Ludowy, Wróblowa 129, 38-212 Brzyska;gm. Brzyska;jasielski;podkarpackie;408;526;526;0;159;249;249;0;0;0;0;0;0;0;0;0;0;249;0;0;249;6;4;2;0;243;10;4;0;0;0;0;4;0;0;0;2;10;1;0;0;0;0;0;1;0;0;0;0;1;12;3;1;0;0;3;0;1;0;0;4;12;211;36;48;1;0;0;0;0;0;125;1;211;1;1;0;0;0;0;0;0;0;0;0;1;8;5;1;1;0;0;0;0;0;0;1;8;0;0;0;0;0;0;0;0;0;0
180502;7;wieś;stały;Dom Ludowy, Dąbrówka 118, 38-211 Jasło;gm. Brzyska;jasielski;podkarpackie;741;973;973;0;248;493;493;0;0;3;0;0;0;0;0;0;0;493;0;0;493;3;0;3;0;490;21;17;0;0;0;0;1;1;0;0;2;21;8;3;0;1;0;0;0;4;0;0;0;8;50;17;6;1;1;7;0;0;0;0;18;50;393;55;44;0;1;1;0;3;0;287;2;393;4;1;0;0;0;0;0;0;0;0;3;4;13;5;0;0;1;2;0;0;0;0;5;13;1;0;0;0;1;0;0;0;0;1
180503;1;wieś;stały;Szkoła Podstawowa w Cieklinie, Cieklin 337, 38-222 Dębowiec;gm. Dębowiec;jasielski;podkarpackie;1130;1477;1477;0;448;682;682;0;0;5;0;0;0;0;0;0;0;682;0;0;682;5;4;1;0;677;21;15;1;0;0;0;3;0;0;1;1;21;14;5;3;1;1;1;1;1;0;0;1;14;56;14;1;0;2;3;1;0;0;1;34;56;580;107;360;2;5;3;0;1;3;97;2;580;0;0;0;0;0;0;0;0;0;0;0;0;6;1;1;2;1;0;1;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0
180503;2;wieś;stały;Dom Ludowy w Radości, Radość 61, 38-222 Dębowiec;gm. Dębowiec;jasielski;podkarpackie;370;485;485;0;162;208;208;0;0;0;0;0;0;0;0;0;0;208;0;0;208;1;1;0;0;207;4;3;0;0;0;0;1;0;0;0;0;4;5;1;1;1;0;0;0;0;1;0;1;5;17;6;2;0;0;5;0;0;1;0;3;17;170;33;97;1;1;1;1;0;0;35;1;170;2;0;0;0;0;1;0;0;1;0;0;2;7;5;0;0;0;0;1;0;0;0;1;7;2;0;1;0;0;0;0;0;1;2
180503;3;wieś;stały;Szkoła Podstawowa w Łazach Dębowieckich, Łazy Dębowieckie 202, 38-220 Dębowiec;gm. Dębowiec;jasielski;podkarpackie;415;540;540;0;163;252;252;0;2;0;0;0;0;0;0;0;0;252;0;0;252;3;3;0;0;249;14;12;1;0;0;1;0;0;0;0;0;14;4;2;2;0;0;0;0;0;0;0;0;4;7;3;0;0;0;1;0;1;0;1;1;7;216;36;155;0;0;1;2;0;1;21;0;216;0;0;0;0;0;0;0;0;0;0;0;0;6;4;0;0;0;0;0;0;0;0;2;6;2;1;0;0;1;0;0;0;0;2
180503;4;wieś;stały;Urząd Gminy Dębowiec, Dębowiec 101, 38-220 Dębowiec;gm. Dębowiec;jasielski;podkarpackie;1374;1808;1808;0;577;797;797;0;0;27;0;0;0;0;0;0;0;797;0;0;797;4;1;3;0;793;35;29;0;1;1;0;1;1;0;1;1;35;10;7;2;0;1;0;0;0;0;0;0;10;146;48;12;5;3;21;0;5;0;3;49;146;588;87;348;7;4;4;0;1;3;133;1;588;0;0;0;0;0;0;0;0;0;0;0;0;14;5;2;2;1;0;1;0;0;0;3;14;0;0;0;0;0;0;0;0;0;0
180503;5;wieś;stały;Dom Ludowy w Majscowej, Majscowa 171, 38-220 Dębowiec;gm. Dębowiec;jasielski;podkarpackie;321;426;426;0;148;173;173;0;0;1;0;0;0;0;0;0;0;173;0;0;173;2;2;0;0;171;3;3;0;0;0;0;0;0;0;0;0;3;7;5;0;2;0;0;0;0;0;0;0;7;8;1;1;2;0;1;0;0;0;0;3;8;147;14;105;1;0;0;0;0;0;27;0;147;1;0;0;0;1;0;0;0;0;0;0;1;5;1;1;2;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0
180503;6;wieś;stały;Szkoła Podstawowa w Zarzeczu, Zarzecze 143, 38-220 Dębowiec;gm. Dębowiec;jasielski;podkarpackie;660;857;857;0;219;441;441;0;0;0;0;0;0;0;0;0;0;440;0;0;440;4;3;1;0;436;9;8;0;0;0;0;0;0;0;0;1;9;12;7;2;0;2;0;0;0;1;0;0;12;37;13;1;0;0;2;0;0;1;1;19;37;366;28;295;2;0;0;0;1;2;38;0;366;1;0;0;0;0;0;0;0;1;0;0;1;11;4;3;0;0;0;0;2;0;0;2;11;0;0;0;0;0;0;0;0;0;0
180503;7;wieś;stały;Szkoła Podstawowa w Woli Dębowieckiej, Wola Dębowiecka 33, 38-220 Dębowiec;gm. Dębowiec;jasielski;podkarpackie;416;554;554;0;175;241;241;0;0;0;0;0;0;0;0;0;0;241;0;0;241;3;1;2;0;238;3;2;0;0;0;0;0;0;0;0;1;3;3;1;1;0;0;0;0;0;0;0;1;3;20;9;1;0;1;3;0;0;0;0;6;20;203;43;127;1;1;0;0;0;1;30;0;203;3;2;0;0;0;0;0;0;0;1;0;3;6;2;0;0;0;0;0;0;0;0;4;6;0;0;0;0;0;0;0;0;0;0
180503;8;wieś;stały;Szkoła Podstawowa w Dobryni, Dobrynia 53, 38-222 Dębowiec;gm. Dębowiec;jasielski;podkarpackie;291;380;380;0;119;172;172;0;0;0;0;0;0;0;0;0;0;172;0;0;172;1;0;1;0;171;6;4;0;2;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;6;1;2;0;0;0;0;1;0;0;2;6;156;41;72;0;0;0;0;0;0;43;0;156;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;0;0;0;0;0;0;2;1;0;1;0;0;0;0;0;0;1
180503;9;wieś;stały;Szkoła Podstawowa w Foluszu, Folusz 53, 38-222 Dębowiec;gm. Dębowiec;jasielski;podkarpackie;270;346;346;0;145;125;125;0;0;0;0;0;0;0;0;0;0;125;0;0;125;1;0;1;0;124;6;5;0;0;0;0;0;0;0;1;0;6;6;3;1;0;1;0;0;0;1;0;0;6;20;5;2;2;0;6;0;3;0;0;2;20;89;11;53;0;1;3;0;0;0;21;0;89;1;1;0;0;0;0;0;0;0;0;0;1;2;0;1;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0
180503;10;wieś;dom pomocy społecznej;Dom Pomocy Społecznej w Foluszu, Folusz 56, 38-222 Dębowiec;gm. Dębowiec;jasielski;podkarpackie;134;134;134;0;91;43;43;0;0;1;0;0;0;0;0;0;0;43;0;0;43;3;1;2;0;40;3;1;1;0;0;0;0;0;0;0;1;3;2;0;1;0;0;0;1;0;0;0;0;2;5;2;0;0;0;1;1;1;0;0;0;5;25;2;17;0;3;0;0;2;0;0;1;25;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;1;1;0;3;2;0;1;1;0;0;0;0;0;2
180504;1;wieś;stały;Dom Świetlicowy, Kowalowy 122, 38-200 Jasło;gm. Jasło;jasielski;podkarpackie;298;405;405;0;68;230;230;0;0;0;0;0;0;0;0;0;0;230;0;0;230;0;0;0;0;230;9;8;1;0;0;0;0;0;0;0;0;9;2;1;1;0;0;0;0;0;0;0;0;2;28;7;4;0;0;7;0;0;2;0;8;28;185;46;69;1;0;1;0;2;2;64;0;185;0;0;0;0;0;0;0;0;0;0;0;0;6;2;0;0;0;0;0;0;0;0;4;6;0;0;0;0;0;0;0;0;0;0
180504;2;wieś;stały;Dom Ludowy w Gorajowicach, Gorajowice 33, 38-200 Jasło;gm. Jasło;jasielski;podkarpackie;204;258;258;0;78;126;126;0;1;0;0;0;0;0;0;0;0;126;0;0;126;1;1;0;0;125;3;2;0;0;0;0;0;0;0;0;1;3;3;3;0;0;0;0;0;0;0;0;0;3;24;8;6;0;0;6;0;0;0;1;3;24;90;23;43;1;0;0;0;0;0;23;0;90;0;0;0;0;0;0;0;0;0;0;0;0;5;3;0;0;0;0;2;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0
180504;3;wieś;stały;Szkoła Podstawowa w Warzycach, Warzyce 205, 38-200 Jasło;gm. Jasło;jasielski;podkarpackie;570;741;741;0;239;331;331;0;0;1;0;0;0;0;0;0;0;331;0;0;331;3;2;1;0;328;15;14;0;0;0;0;1;0;0;0;0;15;6;6;0;0;0;0;0;0;0;0;0;6;72;27;10;4;0;14;0;0;1;0;16;72;222;76;111;4;2;1;0;0;1;27;0;222;1;1;0;0;0;0;0;0;0;0;0;1;10;6;0;1;1;0;1;0;0;0;1;10;2;0;1;0;0;0;0;0;1;2
180504;4;wieś;stały;Szkoła Podstawowa w Warzycach, Warzyce 205, 38-200 Jasło;gm. Jasło;jasielski;podkarpackie;480;631;631;0;231;249;249;0;0;1;0;0;0;0;0;0;0;249;0;0;249;2;1;1;0;247;10;8;0;1;0;0;0;0;0;0;1;10;15;5;1;1;2;0;4;1;0;1;0;15;52;13;7;0;1;14;0;0;0;1;16;52;164;59;74;1;3;1;0;0;2;24;0;164;1;1;0;0;0;0;0;0;0;0;0;1;3;0;0;1;0;0;0;1;0;0;1;3;2;1;0;0;0;0;1;0;0;2
180504;5;wieś;stały;Dom Ludowy, Zimna Woda 13, 38-203 Szebnie;gm. Jasło;jasielski;podkarpackie;250;327;327;0;72;178;178;0;0;0;0;0;0;0;0;0;0;178;0;0;178;0;0;0;0;178;10;7;0;0;0;0;0;0;0;0;3;10;5;5;0;0;0;0;0;0;0;0;0;5;28;7;4;0;0;5;0;0;0;1;11;28;129;43;56;1;2;0;0;0;1;23;3;129;0;0;0;0;0;0;0;0;0;0;0;0;6;2;0;1;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;0
180504;6;wieś;stały;Dom Ludowy, Bierówka 171, 38-203 Szebnie;gm. Jasło;jasielski;podkarpackie;352;458;458;0;106;246;246;0;0;0;0;0;0;0;0;0;0;246;0;0;246;2;1;1;0;244;6;5;0;0;1;0;0;0;0;0;0;6;3;1;0;0;1;0;0;0;1;0;0;3;33;12;0;4;0;8;0;0;0;0;9;33;195;49;108;1;0;0;0;0;0;36;1;195;1;1;0;0;0;0;0;0;0;0;0;1;6;2;0;1;1;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0
180504;7;wieś;stały;Szkoła podstawowa w Niepli, Niepla 195, 38-203 Szebnie;gm. Jasło;jasielski;podkarpackie;349;459;459;0;135;214;214;0;0;0;0;0;0;0;0;0;0;214;0;0;214;1;0;1;0;213;11;8;0;1;0;0;2;0;0;0;0;11;6;5;0;0;1;0;0;0;0;0;0;6;17;9;1;0;0;3;0;0;0;1;3;17;172;35;80;3;1;0;0;0;0;53;0;172;4;2;0;2;0;0;0;0;0;0;0;4;3;2;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0
180504;8;wieś;stały;Budynek Rekreacyjno-Sportowy w Chrząstówce, Chrząstówka, 38-203 Szebnie;gm. Jasło;jasielski;podkarpackie;202;263;263;0;78;124;124;0;0;0;0;0;0;0;0;0;0;124;0;0;124;4;4;0;0;120;2;2;0;0;0;0;0;0;0;0;0;2;6;3;2;0;0;0;0;1;0;0;0;6;27;13;2;1;0;4;0;0;0;1;6;27;82;29;37;0;0;1;0;0;0;15;0;82;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1
180504;9;wieś;stały;Dom Ludowy, Szebnie 46, 38-203 Szebnie;gm. Jasło;jasielski;podkarpackie;628;819;819;0;204;424;424;0;0;4;0;0;0;0;0;0;0;424;0;0;424;5;3;2;0;419;22;20;0;0;0;0;0;0;0;0;2;22;18;9;3;2;1;0;1;1;0;0;1;18;68;23;12;2;0;10;0;1;0;0;20;68;292;108;137;6;2;1;0;0;0;37;1;292;2;1;0;0;0;0;0;1;0;0;0;2;15;4;2;2;1;0;0;0;0;0;6;15;2;2;0;0;0;0;0;0;0;2
180504;10;wieś;stały;Świetlica Domu Ludowego, Wolica 97, 38-200 Jasło;gm. Jasło;jasielski;podkarpackie;520;692;692;0;230;290;290;0;0;0;0;0;0;0;0;0;0;290;0;0;290;0;0;0;0;290;13;10;1;0;1;0;0;0;0;0;1;13;12;6;1;2;1;2;0;0;0;0;0;12;45;13;6;2;0;15;0;0;0;1;8;45;209;48;123;0;3;0;0;0;0;33;2;209;0;0;0;0;0;0;0;0;0;0;0;0;10;2;1;0;2;1;1;1;0;0;2;10;1;0;0;0;1;0;0;0;0;1
180504;11;wieś;stały;Dom Strażaka, Łaski 126, 38-200 Jasło;gm. Jasło;jasielski;podkarpackie;609;790;790;0;259;350;350;0;0;0;0;0;0;0;0;0;0;350;0;0;350;1;1;0;0;349;27;23;1;0;0;0;1;0;0;0;2;27;6;3;1;1;0;0;0;0;0;0;1;6;40;7;3;1;0;13;0;1;0;0;15;40;259;68;132;2;0;2;1;2;0;51;1;259;1;0;0;0;0;0;0;1;0;0;0;1;15;4;1;0;1;0;3;0;0;0;6;15;1;0;0;1;0;0;0;0;0;1
180504;12;wieś;stały;Budynek Rekreacyjno Sportowy w ŻÓŁKOWIE, Żółków, 38-200 Jasło;gm. Jasło;jasielski;podkarpackie;468;605;605;0;228;240;240;0;0;2;0;0;0;0;0;0;0;240;0;0;240;0;0;0;0;240;9;7;1;0;0;1;0;0;0;0;0;9;4;3;1;0;0;0;0;0;0;0;0;4;49;11;0;0;0;11;0;0;7;0;20;49;166;38;84;3;1;0;0;0;1;38;1;166;0;0;0;0;0;0;0;0;0;0;0;0;11;5;2;0;0;0;1;0;1;0;2;11;1;1;0;0;0;0;0;0;0;1
180504;13;wieś;stały;Świetlica Domu Ludowego, Niegłowice 248, 38-200 Jasło;gm. Jasło;jasielski;podkarpackie;589;776;776;0;214;375;375;0;0;10;0;0;0;0;0;0;0;375;0;0;375;1;1;0;0;374;23;20;0;0;0;0;2;1;0;0;0;23;13;6;1;0;4;0;1;1;0;0;0;13;68;17;6;4;1;25;0;0;0;0;15;68;256;71;119;1;3;0;0;1;0;61;0;256;5;0;0;1;0;2;0;1;0;0;1;5;8;3;1;0;1;0;0;1;0;0;2;8;1;0;0;0;0;0;0;1;0;1
180504;14;wieś;stały;Dom Ludowy, Brzyście 3, 38-200 Jasło;gm. Jasło;jasielski;podkarpackie;253;328;328;0;109;144;144;0;0;3;0;0;0;0;0;0;0;144;0;0;144;2;2;0;0;142;9;8;0;0;0;1;0;0;0;0;0;9;6;5;0;0;0;0;0;0;0;1;0;6;35;2;2;2;0;12;0;0;0;1;16;35;89;15;42;0;0;0;1;1;0;29;1;89;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;1;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0
180504;15;wieś;stały;Szkoła Podstawowa Nr 2, Osobnica 162, 38-241 Osobnica;gm. Jasło;jasielski;podkarpackie;712;929;929;0;331;381;381;0;0;3;0;0;0;0;0;0;0;381;0;0;381;1;1;0;0;380;10;10;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;22;16;3;0;1;0;0;1;0;0;1;22;346;69;190;3;12;1;0;0;0;70;1;346;1;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
180504;16;wieś;stały;Szkoła Podstawowa Nr 1 w Osobnicy, Osobnica 99, 38-241 Osobnica;gm. Jasło;jasielski;podkarpackie;740;960;960;0;405;335;335;0;0;0;0;0;0;0;0;0;0;335;0;0;335;0;0;0;0;335;16;15;0;0;0;0;0;0;0;0;1;16;9;4;1;1;2;0;0;0;0;1;0;9;40;4;5;0;2;15;0;0;0;0;14;40;257;49;145;3;0;0;0;0;0;60;0;257;2;0;0;1;0;0;0;0;0;1;0;2;9;4;1;0;0;0;3;0;0;0;1;9;2;0;0;2;0;0;0;0;0;2
180504;17;wieś;stały;Szkoła Podstawowa Nr 1 w Osobnicy, Osobnica 99, 38-241 Osobnica;gm. Jasło;jasielski;podkarpackie;754;977;977;0;361;393;393;0;0;0;0;0;0;0;0;0;0;393;0;0;393;1;1;0;0;392;16;14;0;1;0;0;1;0;0;0;0;16;10;7;0;0;2;0;0;1;0;0;0;10;31;11;4;2;1;3;0;0;0;1;9;31;319;60;165;8;1;0;0;0;1;83;1;319;2;1;0;0;1;0;0;0;0;0;0;2;14;4;4;0;0;0;2;1;0;0;3;14;0;0;0;0;0;0;0;0;0;0
180504;18;wieś;stały;Szkoła Podstawowa w Trzcinicy, Trzcinica 72, 38-207 Przysieki;gm. Jasło;jasielski;podkarpackie;667;879;879;0;316;351;351;0;0;2;0;0;0;0;0;0;0;351;0;0;351;3;2;1;0;348;22;16;0;0;1;1;3;0;0;0;1;22;8;4;2;0;0;1;0;0;0;1;0;8;47;15;5;1;0;8;1;0;0;2;15;47;264;59;123;2;2;1;1;1;1;74;0;264;4;1;0;1;1;0;1;0;0;0;0;4;2;1;0;0;0;0;0;1;0;0;0;2;1;0;0;0;0;0;1;0;0;1
180504;19;wieś;stały;Dom Ludowy, Trzcinica 141, 38-207 Przysieki;gm. Jasło;jasielski;podkarpackie;766;1012;1012;0;290;476;476;0;0;2;0;0;0;0;0;0;0;476;0;0;476;2;1;1;0;474;27;22;0;0;0;0;1;0;0;1;3;27;3;3;0;0;0;0;0;0;0;0;0;3;28;11;3;0;0;6;0;1;0;1;6;28;399;73;194;3;0;5;0;0;1;123;0;399;6;2;1;0;0;0;0;0;2;0;1;6;8;3;0;3;0;0;1;0;0;0;1;8;3;1;0;0;0;0;0;1;1;3
180504;20;wieś;stały;Szkoła Podstawowa, Jareniówka 60, 38-200 Jasło;gm. Jasło;jasielski;podkarpackie;479;619;619;0;238;241;241;0;0;0;0;0;0;0;0;0;0;241;0;0;241;0;0;0;0;241;8;8;0;0;0;0;0;0;0;0;0;8;7;6;0;0;1;0;0;0;0;0;0;7;44;9;3;0;0;6;0;0;0;0;26;44;177;41;68;1;1;0;1;1;1;63;0;177;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;1;0;1;4;1;0;0;0;0;1;0;0;0;1
180504;21;wieś;stały;Dom Ludowy, Opacie 154, 38-200 Jasło;gm. Jasło;jasielski;podkarpackie;360;460;460;0;156;204;204;0;0;0;0;0;0;0;0;0;0;204;0;0;204;2;0;2;0;202;14;11;0;1;0;0;0;0;0;0;2;14;3;1;2;0;0;0;0;0;0;0;0;3;13;5;0;0;0;3;0;0;0;0;5;13;167;21;41;2;0;1;0;0;0;102;0;167;3;0;0;0;3;0;0;0;0;0;0;3;2;0;0;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
180504;22;wieś;zakład karny;Zakład Karny w Warzycach, Warzyce 467, 38-200 Jasło;gm. Jasło;jasielski;podkarpackie;189;181;181;0;150;39;39;0;0;0;0;0;0;0;0;0;0;39;0;0;39;3;3;0;0;36;2;2;0;0;0;0;0;0;0;0;0;2;2;2;0;0;0;0;0;0;0;0;0;2;18;7;7;1;0;2;0;1;0;0;0;18;10;2;5;1;0;1;0;0;0;1;0;10;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;1;0;3;1;0;1;0;0;0;0;0;0;1
180505;1;miasto;stały;Dom Kultury w Kołaczycach, ul. Szewska 11, 38-213 Kołaczyce;gm. Kołaczyce;jasielski;podkarpackie;870;1149;1149;0;340;530;530;0;0;2;0;0;0;0;0;0;0;530;0;1;529;9;9;0;0;520;21;14;0;1;1;2;1;1;1;0;0;21;7;3;0;1;0;0;1;0;1;0;1;7;86;33;12;0;1;12;1;3;0;0;24;86;391;105;141;8;0;0;1;1;2;131;2;391;4;4;0;0;0;0;0;0;0;0;0;4;9;1;2;2;0;0;0;1;0;0;3;9;2;0;2;0;0;0;0;0;0;2
180505;2;wieś;stały;Zespół Szkół Społecznych, Krajowice 33, 38-211 Jasło 4;gm. Kołaczyce;jasielski;podkarpackie;261;342;342;0;108;153;153;0;0;2;0;0;0;0;0;0;0;153;0;0;153;2;2;0;0;151;6;5;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;18;10;2;0;1;1;0;0;0;0;4;18;123;24;30;1;1;1;0;1;0;65;0;123;1;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;2;0;1;0;0;0;0;0;1;2
180505;3;wieś;stały;Publiczna Szkoła Podstawowa w Bieździedzy, Bieździedza 98, 38-214 Bieździedza;gm. Kołaczyce;jasielski;podkarpackie;889;1166;1166;0;405;484;484;0;0;1;0;0;0;0;0;0;0;484;0;0;484;7;4;3;0;477;14;10;0;1;0;0;1;0;0;0;2;14;10;3;1;2;3;1;0;0;0;0;0;10;46;26;5;0;2;2;0;5;0;1;5;46;392;69;210;9;2;4;0;1;2;95;0;392;0;0;0;0;0;0;0;0;0;0;0;0;12;2;3;0;0;1;1;2;0;0;3;12;3;2;1;0;0;0;0;0;0;3
180505;4;wieś;stały;Publiczna Szkoła Podstawowa w Bieździedzy, Bieździedza 98, 38-214 Bieździedza;gm. Kołaczyce;jasielski;podkarpackie;860;1142;1142;0;402;458;458;0;0;0;0;0;0;0;0;0;0;458;0;0;458;5;2;3;0;453;10;7;0;0;0;0;2;0;0;1;0;10;6;4;0;0;1;0;0;0;0;0;1;6;12;5;5;0;0;0;1;0;0;1;0;12;412;55;297;2;0;0;0;0;2;56;0;412;1;1;0;0;0;0;0;0;0;0;0;1;11;8;0;0;0;0;0;0;0;0;3;11;1;1;0;0;0;0;0;0;0;1
