Kod terytorialny gminy;Nr obwodu głosowania;Typ obszaru;Typ obwodu;Siedziba Obwodowej Komisji Wyborczej;Gmina;Powiat;Województwo;Komisja otrzymała kart do głosowania;Liczba wyborców uprawnionych do głosowania;w tym umieszczonych w części A spisu wyborców;w tym umieszczonych w części B spisu wyborców;Nie wykorzystano kart do głosowania;Liczba wyborców, którym wydano karty do głosowania;w tym w części A spisu wyborców;w tym w części B spisu wyborców;Liczba wyborców głosujących przez pełnomocnika;Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania;Liczba wyborców, którym wysłano pakiety wyborcze;Liczba otrzymanych kopert zwrotnych;Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu;Liczba kopert zwrotnych, w których oświadczenie nie było podpisane;Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania;Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania;Liczba kopert na kartę do głosowania wrzuconych do urny;Liczba kart wyjętych z urny;w tym liczba kart wyjętych z kopert na kartę do głosowania;Liczba kart nieważnych;Liczba kart ważnych;Liczba głosów nieważnych;w tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów;w tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata;w tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata;Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów;Lista nr 1 - KWW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY;1 BRAUN Grzegorz Michał;2 BUCZEK Tomasz Wojciech;3 BAŃKA Damian;4 WOLSKA Violetta Katarzyna;5 SOWIŃSKI Wiesław Mieczysław;6 ZAJĄC Monika Magdalena;7 KARDASIŃSKA Marzena;8 PROĆ Tomasz Mirosław;9 ZAPAŁOWSKI Andrzej Tomasz;10 KORWIN-MIKKE Dominika Maria;Razem;Lista nr 2 - KW WIOSNA ROBERTA BIEDRONIA;1 SKIBA Anna Agnieszka;2 JURZYSTA Marcin;3 OLEKSAK Tomasz Robert;4 KWOLEK Katarzyna;5 KRUKAR Radosław Zbigniew;6 GRYCH-BOCHYŃSKA Urszula;7 FIC Patryk Beniamin;8 PROKOPSKA Joanna Maria;9 TERESZKIEWICZ Grzegorz Piotr;10 SKRZYSIŃSKI Gniewomir Marek;Razem;Lista nr 3 - KKW KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI;1 SIEKIERSKI Czesław Adam;2 SKOWROŃSKA Krystyna;3 USTROBIŃSKI Marek Jerzy;4 JÓZEFOWICZ Maciej Piotr;5 FRYDRYCH Joanna Zofia;6 BUTRYN Renata Celina;7 RZĄSA Marek Zdzisław;8 SZKOŁA Józef;9 ZYCH Barbara;10 ŁUKACIJEWSKA Elżbieta Katarzyna;Razem;Lista nr 4 - KW PRAWO I SPRAWIEDLIWOŚĆ;1 PORĘBA Tomasz Piotr;2 RZOŃCA Bogdan Józef;3 LENIART Ewa Maria;4 PILCH Piotr;5 WRÓBLEWSKA Krystyna Małgorzata;6 GOŁOJUCH Kazimierz Edward;7 PAMUŁA Teresa;8 KRUCZEK Stanisław;9 KUROWSKA Maria Stanisława;10 SAGATOWSKA Janina Zofia;Razem;Lista nr 5 - KKW LEWICA RAZEM - RAZEM, UNIA PRACY, RSS;1 WISZ Elżbieta Anna;2 PRENETA Paweł Krzysztof;3 ITNER Agnieszka;4 JASIŃSKI Krzysztof;5 OŻÓG Barbara Katarzyna;6 PACIOCH Hubert Piotr;7 JAKOWICKA Zuzanna Katarzyna;8 GAWRON Jakub;9 RŻANY Monika;10 TUROŃ Arkadiusz;Razem;Lista nr 6 - KWW KUKIZ'15;1 BOBOLA Alicja Maria;2 MASŁOWSKI Maciej Przemysław;3 HELNARSKI Paweł Andrzej;4 BARSZCZAK Bartłomiej Mariusz;5 BIALIC Dariusz Mieczysław;6 NYCZ Ewelina Magdalena;7 SABAT Joanna Karolina;8 WIKTOR Szczepan Antoni;9 KUCAB Konrad Tomasz;10 TARGAŃSKA Magdalena Ewa;Razem;Lista nr 9 - KKW POLEXIT - KOALICJA;1 RYKAŁA Grzegorz Wojciech;2 ŻÓŁTEK Monika Anna;3 KOTYLAK Piotr Jan;4 MICHNO Aneta Joanna;5 CZARNEK Marcin Piotr;6 WIESZCZEK Magdalena;7 DŁUGOSZ Michał Wojciech;8 SZATAN Magdalena Maria;Razem
181405;4;wieś;stały;Szkoła Podstawowa im. Św. Jana Kantego w Pantalowicach, Pantalowice 158, 37-224 Kańczuga;gm. Kańczuga;przeworski;podkarpackie;720;935;935;0;438;282;282;0;0;0;0;0;0;0;0;0;0;282;0;0;282;5;5;0;0;277;9;8;0;0;0;0;0;0;0;0;1;9;7;2;1;1;2;0;0;0;0;1;0;7;69;41;11;0;0;0;0;1;4;1;11;69;171;100;17;19;7;5;8;5;3;6;1;171;8;1;1;0;2;3;0;1;0;0;0;8;12;4;2;1;0;1;0;0;0;2;2;12;1;0;0;0;0;0;0;1;0;1
181405;5;wieś;stały;Szkoła Podstawowa im. Jana Pawła II w Rączynie, Rączyna 146, 37-223 Kańczuga;gm. Kańczuga;przeworski;podkarpackie;620;803;803;0;320;300;300;0;1;1;0;0;0;0;0;0;0;300;0;0;300;7;7;0;0;293;16;11;1;0;0;0;1;1;0;2;0;16;2;0;1;0;0;0;0;0;1;0;0;2;36;16;4;1;1;0;0;1;8;0;5;36;235;143;19;34;18;2;2;3;3;9;2;235;2;1;1;0;0;0;0;0;0;0;0;2;2;0;1;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0
181405;6;wieś;stały;Dom Strażaka w Sieteszy, Sietesz 286, 37-206 Kańczuga;gm. Kańczuga;przeworski;podkarpackie;1156;1520;1520;0;650;506;506;0;1;5;0;0;0;0;0;0;0;506;0;0;506;2;2;0;0;504;19;15;0;1;1;0;2;0;0;0;0;19;14;9;1;0;2;0;0;1;1;0;0;14;111;61;19;1;1;0;1;5;3;1;19;111;336;228;27;33;9;7;17;4;7;4;0;336;2;1;0;0;0;1;0;0;0;0;0;2;22;9;3;0;2;0;4;2;1;0;1;22;0;0;0;0;0;0;0;0;0;0
181405;7;wieś;stały;Szkoła Podstawowa im. Jana i Marii Jędrzejowskich w Siedleczce, Siedleczka 179, 37-225 Kańczuga;gm. Kańczuga;przeworski;podkarpackie;659;850;850;0;358;301;301;0;1;1;0;0;0;0;0;0;0;301;0;0;301;2;1;1;0;299;12;11;0;1;0;0;0;0;0;0;0;12;8;4;0;1;1;0;0;1;0;1;0;8;86;40;19;4;0;1;0;2;2;0;18;86;180;88;17;37;20;1;2;1;2;8;4;180;5;2;1;0;1;1;0;0;0;0;0;5;8;5;1;0;1;0;0;0;1;0;0;8;0;0;0;0;0;0;0;0;0;0
181405;8;wieś;stały;Szkoła Podstawowa im. Króla Jana III Sobieskiego w Kańczudze, ul. Szkolna 7, 37-220 Kańczuga;gm. Kańczuga;przeworski;podkarpackie;870;1146;1146;0;501;369;369;0;0;2;0;0;0;0;0;0;0;369;0;0;369;3;2;1;0;366;10;5;2;1;0;0;0;1;0;0;1;10;7;4;0;0;2;0;0;0;1;0;0;7;73;28;10;9;0;1;1;2;2;2;18;73;262;154;11;62;10;5;4;1;4;9;2;262;4;1;0;0;1;1;0;1;0;0;0;4;9;5;0;0;1;1;0;0;1;1;0;9;1;0;0;0;1;0;0;0;0;1
181405;9;miasto;stały;Hala Sportowa w Kańczudze, ul. Parkowa 10, 37-220 Kańczuga;gm. Kańczuga;przeworski;podkarpackie;990;1312;1312;0;486;504;504;0;0;0;0;0;0;0;0;0;0;504;0;0;504;8;6;2;0;496;22;16;1;2;0;0;1;0;0;0;2;22;12;8;1;0;0;0;1;0;0;0;2;12;142;59;18;9;0;1;3;1;3;1;47;142;287;182;28;29;19;5;5;0;14;4;1;287;3;1;1;0;0;0;0;1;0;0;0;3;27;14;3;0;4;2;1;1;0;1;1;27;3;0;2;0;0;1;0;0;0;3
181406;1;wieś;stały;Szkoła Podstawowa w Chałupkach, Chałupki 109, 37-200 Przeworsk;gm. Przeworsk;przeworski;podkarpackie;470;629;629;0;224;246;246;0;1;0;0;0;0;0;0;0;0;246;0;0;246;3;3;0;0;243;14;11;0;1;0;1;0;0;0;1;0;14;1;0;0;0;0;0;0;0;1;0;0;1;11;2;1;1;0;0;0;4;0;1;2;11;207;148;17;24;3;1;0;0;3;9;2;207;1;0;0;0;0;0;0;1;0;0;0;1;8;2;3;0;1;0;2;0;0;0;0;8;1;1;0;0;0;0;0;0;0;1
181406;2;wieś;stały;Gimnazjum Nr 5 w Gorliczynie, Gorliczyna 148, 37-200 Przeworsk;gm. Przeworsk;przeworski;podkarpackie;1030;1342;1342;0;456;574;574;0;0;0;0;0;0;0;0;0;0;574;0;0;574;4;4;0;0;570;29;19;1;1;0;0;0;0;1;3;4;29;6;5;0;0;0;0;1;0;0;0;0;6;61;10;14;5;1;3;1;2;6;0;19;61;445;298;60;27;10;4;2;10;22;12;0;445;2;1;0;0;0;0;0;1;0;0;0;2;25;11;1;3;5;0;0;1;0;3;1;25;2;2;0;0;0;0;0;0;0;2
181406;3;wieś;stały;Wiejski Dom Kultury w Grzęsce, Grzęska 199, 37-200 Przeworsk;gm. Przeworsk;przeworski;podkarpackie;1227;1621;1621;0;503;724;724;0;0;0;0;0;0;0;0;0;0;724;0;0;724;6;1;5;0;718;39;35;0;0;0;0;1;0;0;3;0;39;4;3;0;0;0;0;0;0;1;0;0;4;83;31;20;3;0;0;1;0;1;2;25;83;566;362;101;43;9;9;10;4;10;14;4;566;7;2;2;1;1;0;0;0;1;0;0;7;18;11;5;0;2;0;0;0;0;0;0;18;1;1;0;0;0;0;0;0;0;1
181406;4;wieś;stały;Wiejski Dom Kultury w Gwizdaju, Gwizdaj al. Jana Pawła II 3A, 37-200 Przeworsk;gm. Przeworsk;przeworski;podkarpackie;200;258;258;0;75;125;125;0;0;0;0;0;0;0;0;0;0;125;0;0;125;0;0;0;0;125;8;8;0;0;0;0;0;0;0;0;0;8;1;0;0;0;1;0;0;0;0;0;0;1;12;2;2;0;0;0;0;3;0;0;5;12;91;70;11;5;1;0;1;1;0;2;0;91;2;2;0;0;0;0;0;0;0;0;0;2;11;8;0;0;2;0;0;0;0;1;0;11;0;0;0;0;0;0;0;0;0;0
181406;5;wieś;stały;Wiejski Dom Kultury w Mirocinie, Mirocin 386, 37-200 Przeworsk;gm. Przeworsk;przeworski;podkarpackie;830;1079;1079;0;366;464;464;0;2;0;0;0;0;0;0;0;0;464;0;0;464;4;2;2;0;460;31;22;3;0;0;0;0;0;1;2;3;31;11;10;1;0;0;0;0;0;0;0;0;11;46;18;11;2;0;2;0;3;0;0;10;46;348;238;47;24;7;9;0;9;7;3;4;348;2;1;0;0;1;0;0;0;0;0;0;2;21;11;2;0;1;0;3;2;1;0;1;21;1;0;0;0;0;1;0;0;0;1
181406;6;wieś;stały;Wiejski Dom Kultury w Nowosielcach, Nowosielce 565, 37-200 Przeworsk;gm. Przeworsk;przeworski;podkarpackie;897;1191;1191;0;312;585;585;0;0;2;0;0;0;0;0;0;0;584;0;0;584;5;4;1;0;579;17;11;1;1;0;0;0;0;0;0;4;17;8;5;1;0;0;0;0;0;0;1;1;8;23;10;6;2;0;1;0;0;0;1;3;23;518;335;60;28;29;3;20;13;14;11;5;518;3;2;0;0;0;0;0;1;0;0;0;3;8;3;1;0;1;0;0;0;0;2;1;8;2;0;1;0;1;0;0;0;0;2
181406;7;wieś;stały;Szkoła Podstawowa w Rozborzu, Rozbórz 583, 37-200 Przeworsk;gm. Przeworsk;przeworski;podkarpackie;1262;1656;1656;0;553;709;709;0;1;0;0;0;0;0;0;0;0;709;0;0;709;8;5;3;0;701;35;27;1;3;0;0;0;0;0;3;1;35;14;10;3;0;0;0;0;0;0;0;1;14;83;23;16;4;1;0;2;7;7;2;21;83;551;410;46;51;16;6;1;6;4;9;2;551;1;1;0;0;0;0;0;0;0;0;0;1;17;8;1;0;0;1;1;0;0;6;0;17;0;0;0;0;0;0;0;0;0;0
181406;8;wieś;stały;Wiejski Dom Kultury w Studzianie, Studzian 302, 37-200 Przeworsk;gm. Przeworsk;przeworski;podkarpackie;992;1295;1295;0;430;562;562;0;0;1;0;0;0;0;0;0;0;562;0;0;562;7;5;2;0;555;18;10;2;1;0;0;0;2;0;2;1;18;14;4;0;0;6;0;0;1;1;0;2;14;75;18;19;2;0;0;1;5;4;0;26;75;426;271;59;33;29;9;4;6;2;11;2;426;2;1;0;0;1;0;0;0;0;0;0;2;18;4;2;0;1;0;1;0;5;2;3;18;2;2;0;0;0;0;0;0;0;2
181406;9;wieś;stały;Wiejski Dom Kultury w Świętoniowej, Świętoniowa 229A, 37-200 Przeworsk;gm. Przeworsk;przeworski;podkarpackie;550;720;720;0;193;357;357;0;0;0;0;0;0;0;0;0;0;357;0;0;357;5;0;5;0;352;14;13;1;0;0;0;0;0;0;0;0;14;7;5;0;0;0;1;0;0;0;1;0;7;24;6;3;0;0;2;0;2;0;1;10;24;299;203;31;35;7;9;1;3;6;1;3;299;0;0;0;0;0;0;0;0;0;0;0;0;8;6;0;1;0;0;1;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0
181406;10;wieś;stały;Szkoła Podstawowa w Ujeznej, Ujezna 223, 37-200 Przeworsk;gm. Przeworsk;przeworski;podkarpackie;440;621;621;0;145;295;295;0;0;1;0;0;0;0;0;0;0;295;0;0;295;2;2;0;0;293;21;13;2;1;0;0;0;0;0;1;4;21;4;4;0;0;0;0;0;0;0;0;0;4;18;5;7;0;0;0;1;1;0;0;4;18;246;176;24;7;9;5;5;10;5;3;2;246;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;1;1;0;4;0;0;0;0;0;0;0;0;0;0
181406;11;wieś;stały;Szkoła Podstawowa w Urzejowicach, Urzejowice 484, 37-200 Przeworsk;gm. Przeworsk;przeworski;podkarpackie;1105;1452;1452;0;536;569;569;0;0;2;0;0;0;0;0;0;0;569;0;0;569;9;6;3;0;560;22;17;1;0;1;0;0;0;0;0;3;22;10;6;0;0;2;0;0;1;0;0;1;10;72;42;12;1;2;2;0;0;1;1;11;72;431;294;36;43;13;9;0;5;10;15;6;431;8;1;1;0;1;2;1;0;0;2;0;8;16;10;2;0;2;0;1;0;0;1;0;16;1;1;0;0;0;0;0;0;0;1
181407;1;wieś;stały;Remizo-świetlica w Czercach, Czerce 130, 37-530 Sieniawa;gm. Sieniawa;przeworski;podkarpackie;280;361;361;0;172;108;108;0;0;0;0;0;0;0;0;0;0;108;0;0;108;1;1;0;0;107;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;31;28;2;0;0;0;0;0;0;0;1;31;71;44;5;9;1;1;1;3;0;4;3;71;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;1;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0
181407;2;wieś;stały;Szkoła Podstawowa w Czerwonej Woli im. J. Pawła II, Czerwona Wola 39, 37-530 Sieniawa;gm. Sieniawa;przeworski;podkarpackie;310;417;417;0;116;194;194;0;0;2;0;0;0;0;0;0;0;194;0;0;194;4;3;1;0;190;5;3;0;0;0;0;1;0;0;1;0;5;9;5;0;1;0;1;0;1;0;1;0;9;28;18;2;1;0;0;1;2;3;0;1;28;145;95;8;7;4;5;0;19;1;5;1;145;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0
181407;3;wieś;stały;Remizo-świetlica w Dobrej, Dobra 143, 37-530 Sieniawa;gm. Sieniawa;przeworski;podkarpackie;300;392;392;0;145;155;155;0;0;1;0;0;0;0;0;0;0;155;0;0;155;1;1;0;0;154;6;3;0;0;1;0;2;0;0;0;0;6;1;1;0;0;0;0;0;0;0;0;0;1;16;12;1;1;0;0;1;0;0;1;0;16;128;70;4;21;5;0;0;14;1;12;1;128;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;2;1;0;0;1;0;0;0;0;0;1
181407;4;wieś;stały;Remizo-świetlica w Dybkowie, Dybków 36A, 37-530 Sieniawa;gm. Sieniawa;przeworski;podkarpackie;490;644;644;0;203;287;287;0;0;0;0;0;0;0;0;0;0;287;0;0;287;2;2;0;0;285;21;18;0;0;0;0;0;0;0;0;3;21;4;3;0;0;1;0;0;0;0;0;0;4;59;40;8;3;0;2;0;0;1;0;5;59;180;123;15;7;5;7;0;21;0;1;1;180;2;1;0;0;0;0;0;1;0;0;0;2;19;8;0;2;1;0;2;0;0;3;3;19;0;0;0;0;0;0;0;0;0;0
181407;5;wieś;stały;Dom Ludowy w Leżachowie, Leżachów 80A, 37-530 Sieniawa;gm. Sieniawa;przeworski;podkarpackie;310;403;403;0;171;139;139;0;0;0;0;0;0;0;0;0;0;139;0;0;139;1;1;0;0;138;4;3;0;0;1;0;0;0;0;0;0;4;6;5;0;0;1;0;0;0;0;0;0;6;30;26;0;0;0;0;0;0;0;0;4;30;93;60;4;4;2;5;1;15;0;2;0;93;1;1;0;0;0;0;0;0;0;0;0;1;4;3;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0
181407;6;wieś;stały;Dom Ludowy w Piganach, Pigany 70, 37-530 Sieniawa;gm. Sieniawa;przeworski;podkarpackie;459;602;602;0;260;199;199;0;0;0;0;0;0;0;0;0;0;199;0;0;199;3;1;2;0;196;6;1;0;0;1;1;0;0;0;0;3;6;1;0;1;0;0;0;0;0;0;0;0;1;47;36;4;2;0;0;1;1;0;0;3;47;133;87;14;10;3;3;1;3;2;9;1;133;0;0;0;0;0;0;0;0;0;0;0;0;8;4;0;0;0;2;0;0;0;2;0;8;1;0;0;1;0;0;0;0;0;1
181407;7;wieś;stały;Remizo-świetlica w Rudce, Rudka 205A, 37-530 Sieniawa;gm. Sieniawa;przeworski;podkarpackie;460;594;594;0;192;268;268;0;1;0;0;0;0;0;0;0;0;268;0;0;268;4;2;2;0;264;5;2;0;0;0;2;0;0;0;0;1;5;8;5;2;0;0;1;0;0;0;0;0;8;35;30;2;1;0;0;0;0;0;0;2;35;204;132;20;18;6;4;0;13;3;6;2;204;3;0;0;2;0;0;1;0;0;0;0;3;8;3;1;1;1;0;1;0;0;1;0;8;1;1;0;0;0;0;0;0;0;1
181407;8;miasto;stały;Szkoła Podstawowa w Sieniawie, ul. Rynek 4, 37-530 Sieniawa;gm. Sieniawa;przeworski;podkarpackie;1370;1791;1791;0;599;771;771;0;3;5;0;0;0;0;0;0;0;771;0;0;771;7;5;2;0;764;51;41;3;0;1;1;0;0;0;3;2;51;18;10;2;0;3;0;3;0;0;0;0;18;263;172;32;1;0;2;3;6;5;3;39;263;395;257;26;35;10;6;4;35;4;12;6;395;3;1;0;0;0;0;1;0;0;0;1;3;33;17;2;0;5;1;4;3;0;0;1;33;1;0;0;0;1;0;0;0;0;1
181407;9;wieś;stały;Remizo-świetlica w Wylewie, Wylewa 69A, 37-530 Sieniawa;gm. Sieniawa;przeworski;podkarpackie;450;584;584;0;173;277;277;0;0;0;0;0;0;0;0;0;0;277;0;0;277;3;0;3;0;274;18;17;0;0;0;0;1;0;0;0;0;18;4;4;0;0;0;0;0;0;0;0;0;4;48;39;1;0;0;0;0;2;3;0;3;48;190;155;12;8;2;2;0;10;0;1;0;190;2;1;0;0;0;1;0;0;0;0;0;2;12;4;3;0;3;0;2;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0
181408;1;wieś;stały;Sala przy Ochotniczej Straży Pożarnej, Tryńcza 375A, 37-204 Tryńcza;gm. Tryńcza;przeworski;podkarpackie;1151;1491;1491;0;489;662;662;0;0;4;0;0;0;0;0;0;0;662;0;0;662;6;5;1;0;656;20;15;3;0;0;0;1;0;0;0;1;20;10;3;0;2;3;2;0;0;0;0;0;10;70;20;13;3;2;1;2;4;5;1;19;70;530;295;25;87;59;9;10;5;4;31;5;530;3;1;1;0;0;0;0;0;0;1;0;3;22;14;4;0;1;0;1;0;0;2;0;22;1;0;1;0;0;0;0;0;0;1
181408;2;wieś;stały;Wiejski Dom Kultury Gorzyce, Gorzyce 88, 37-204 Tryńcza;gm. Tryńcza;przeworski;podkarpackie;846;1077;1077;0;460;386;386;0;0;0;0;0;0;0;0;0;0;386;0;0;386;6;2;4;0;380;17;16;0;1;0;0;0;0;0;0;0;17;2;2;0;0;0;0;0;0;0;0;0;2;24;7;1;0;0;0;0;0;2;0;14;24;329;209;11;35;24;8;4;12;6;17;3;329;0;0;0;0;0;0;0;0;0;0;0;0;7;4;0;0;0;0;2;0;1;0;0;7;1;0;0;1;0;0;0;0;0;1
181408;3;wieś;stały;Wiejski Dom Kultury w Gniewczynie Łańcuckiej, Gniewczyna Łańcucka 621, 37-203 Gniewczyna Łańcucka;gm. Tryńcza;przeworski;podkarpackie;1279;1678;1678;0;520;759;759;0;0;1;0;0;0;0;0;0;0;759;0;0;759;4;3;1;0;755;40;36;0;1;0;0;0;0;0;0;3;40;4;2;0;0;1;0;0;1;0;0;0;4;53;16;9;7;3;1;0;2;1;0;14;53;633;409;72;45;50;15;5;9;9;13;6;633;3;1;0;2;0;0;0;0;0;0;0;3;21;6;1;0;4;3;1;2;1;3;0;21;1;1;0;0;0;0;0;0;0;1
181408;4;wieś;stały;Zespół Szkoły: Podstawowej i Przedszkola Samorządowego w Jagielle, Jagiełła 275, 37-203 Gniewczyna Łańcucka;gm. Tryńcza;przeworski;podkarpackie;700;914;914;0;293;407;407;0;0;5;0;0;0;0;0;0;0;407;0;0;407;4;3;1;0;403;10;7;1;0;0;0;1;0;0;0;1;10;6;3;0;1;0;1;0;0;0;0;1;6;27;10;5;1;0;0;0;6;2;0;3;27;344;234;20;28;32;2;2;12;7;4;3;344;2;0;0;0;0;0;1;0;1;0;0;2;11;6;2;0;1;0;0;0;0;2;0;11;3;2;0;0;0;0;0;0;1;3
181408;5;wieś;stały;Wiejski Dom Kultury w Głogowcu, Głogowiec 60, 37-204 Tryńcza;gm. Tryńcza;przeworski;podkarpackie;190;247;247;0;79;111;111;0;0;0;0;0;0;0;0;0;0;111;0;0;111;2;0;2;0;109;16;13;1;1;1;0;0;0;0;0;0;16;2;0;0;0;0;0;0;2;0;0;0;2;9;3;0;0;0;0;0;1;0;1;4;9;71;40;1;13;9;1;0;4;0;2;1;71;0;0;0;0;0;0;0;0;0;0;0;0;11;4;2;1;0;0;0;2;1;0;1;11;0;0;0;0;0;0;0;0;0;0
181408;6;wieś;stały;Wiejski Dom Kultury w Gniewczynie Trynieckiej, Gniewczyna Tryniecka 27, 37-203 Gniewczyna Łańcucka;gm. Tryńcza;przeworski;podkarpackie;540;705;705;0;209;331;331;0;2;4;0;0;0;0;0;0;0;331;0;0;331;1;0;1;0;330;18;15;0;0;0;0;0;0;0;1;2;18;3;1;0;0;1;0;1;0;0;0;0;3;15;7;4;0;0;0;0;2;0;0;2;15;289;189;27;28;13;4;8;3;7;8;2;289;0;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;0;1;0;0;0;0;4;1;0;0;0;0;0;0;1;0;1
181408;7;wieś;stały;Szkoła Podstawowa w Ubieszynie, Ubieszyn 65, 37-204 Tryńcza;gm. Tryńcza;przeworski;podkarpackie;450;576;576;0;223;227;227;0;0;2;0;0;0;0;0;0;0;227;0;0;227;3;0;3;0;224;10;6;2;1;0;1;0;0;0;0;0;10;2;0;0;0;0;0;0;0;0;0;2;2;22;10;3;2;0;2;0;2;0;0;3;22;176;111;11;22;7;5;1;1;2;15;1;176;5;2;0;0;1;0;0;0;0;2;0;5;9;5;2;0;0;0;0;0;2;0;0;9;0;0;0;0;0;0;0;0;0;0
181409;1;wieś;stały;Zespół Szkół w Zarzeczu, Świętego Jana Pawła II 7, 37-205 Zarzecze;gm. Zarzecze;przeworski;podkarpackie;954;1262;1262;0;422;532;532;0;0;3;1;1;0;0;0;0;1;533;1;0;533;3;3;0;0;530;39;36;1;0;0;0;0;0;0;1;1;39;5;4;0;0;0;0;0;0;0;1;0;5;68;36;9;2;1;1;1;1;2;0;15;68;400;260;55;15;19;7;6;15;6;15;2;400;5;2;0;0;2;0;1;0;0;0;0;5;13;6;3;1;1;0;0;0;0;2;0;13;0;0;0;0;0;0;0;0;0;0
181409;2;wieś;stały;Szkoła Podstawowa im. Marii Konopnickiej w Siennowie, Siennów 227, 37-205 Zarzecze;gm. Zarzecze;przeworski;podkarpackie;662;851;851;0;374;288;288;0;0;0;0;0;0;0;0;0;0;288;0;0;288;4;0;4;0;284;23;19;1;2;0;0;0;0;1;0;0;23;20;12;1;2;0;2;1;0;0;1;1;20;84;29;4;1;0;0;1;3;2;1;43;84;143;81;7;14;19;3;1;6;4;6;2;143;0;0;0;0;0;0;0;0;0;0;0;0;11;7;2;0;0;0;0;0;0;2;0;11;3;0;1;0;2;0;0;0;0;3
181409;3;wieś;stały;Szkoła Podstawowa im. św. Brata Alberta w Żurawiczkach, Żurawiczki 82, 37-200 Przeworsk;gm. Zarzecze;przeworski;podkarpackie;760;993;993;0;389;371;371;0;0;2;0;0;0;0;0;0;0;371;0;0;371;5;1;4;0;366;22;18;0;0;1;0;0;0;0;2;1;22;11;5;3;1;1;0;0;0;0;1;0;11;63;31;1;5;1;1;1;5;1;2;15;63;254;137;47;14;19;2;2;3;2;26;2;254;6;1;1;2;1;0;0;0;0;0;1;6;10;5;0;0;1;0;2;0;0;1;1;10;0;0;0;0;0;0;0;0;0;0
181409;4;wieś;stały;Szkoła Podstawowa im. Św. Królowej Jadwigi w Maćkówce, Maćkówka 210, 37-200 Przeworsk;gm. Zarzecze;przeworski;podkarpackie;510;691;691;0;227;283;283;0;0;1;0;0;0;0;0;0;0;283;0;0;283;2;1;1;0;281;11;7;1;0;0;0;1;1;0;0;1;11;2;1;1;0;0;0;0;0;0;0;0;2;34;24;3;1;0;0;0;0;0;0;6;34;220;126;53;14;9;3;1;7;5;1;1;220;4;2;0;0;2;0;0;0;0;0;0;4;10;5;2;0;0;0;0;1;1;1;0;10;0;0;0;0;0;0;0;0;0;0
181409;5;wieś;stały;Szkoła Filialna im. Orła Białego w Pełnatyczach, Pełnatycze 16, 37-205 Zarzecze;gm. Zarzecze;przeworski;podkarpackie;442;569;569;0;237;205;205;0;0;1;0;0;0;0;0;0;0;205;0;0;205;4;4;0;0;201;1;1;0;0;0;0;0;0;0;0;0;1;3;1;0;1;0;1;0;0;0;0;0;3;37;21;6;0;1;0;0;0;1;0;8;37;157;89;25;9;19;3;0;8;0;2;2;157;1;1;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0
181409;6;wieś;stały;Szkoła Filialna im. Stefana Kardynała Wyszyńskiego w Rożniatowie, Rożniatów 5A, 37-205 Zarzecze;gm. Zarzecze;przeworski;podkarpackie;400;522;522;0;243;157;157;0;0;0;0;0;0;0;0;0;0;157;0;0;157;3;2;1;0;154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;13;3;0;0;0;0;0;3;0;7;26;120;75;12;9;12;2;0;4;1;4;1;120;0;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;0;0;1;0;0;0;4;4;4;0;0;0;0;0;0;0;4
