Kod terytorialny gminy;Nr obwodu głosowania;Typ obszaru;Typ obwodu;Siedziba Obwodowej Komisji Wyborczej;Gmina;Powiat;Województwo;Komisja otrzymała kart do głosowania;Liczba wyborców uprawnionych do głosowania;w tym umieszczonych w części A spisu wyborców;w tym umieszczonych w części B spisu wyborców;Nie wykorzystano kart do głosowania;Liczba wyborców, którym wydano karty do głosowania;w tym w części A spisu wyborców;w tym w części B spisu wyborców;Liczba wyborców głosujących przez pełnomocnika;Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania;Liczba wyborców, którym wysłano pakiety wyborcze;Liczba otrzymanych kopert zwrotnych;Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu;Liczba kopert zwrotnych, w których oświadczenie nie było podpisane;Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania;Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania;Liczba kopert na kartę do głosowania wrzuconych do urny;Liczba kart wyjętych z urny;w tym liczba kart wyjętych z kopert na kartę do głosowania;Liczba kart nieważnych;Liczba kart ważnych;Liczba głosów nieważnych;w tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów;w tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata;w tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata;Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów;Lista nr 1 - KWW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY;1 UTECHT Waldemar Arkadiusz;2 GIEROWSKI Rafał;3 GRABARCZYK Tomasz Michał;4 WALCZAK Izabela Anna;5 LIPCZYK Zbigniew Jerzy;6 KORWIN-MIKKE Anna;7 MAZUR Joanna Sylwia;8 HEINZEL Alicja Anna;9 BARTOSIAK Tomasz;10 MARJAN Patryk Piotr;Razem;Lista nr 2 - KW WIOSNA ROBERTA BIEDRONIA;1 SOWIŃSKA Anita Katarzyna;2 IDZIKOWSKI Wiktor;3 GILL-PIĄTEK Hanna Beata;4 KNAPIK Aleksandra Alicja;5 SOKOŁOWICZ Mariusz Paweł;6 DE LAZARI-RADEK Katarzyna Anna;7 HAJNCEL Paweł Wojciech;8 ŻURAW Elżbieta Małgorzata;9 PIETRZAK Michał Damian;10 WAWRYKA Dawid;Razem;Lista nr 3 - KKW KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI;1 BELKA Marek Marian;2 BEJDA Paweł Jan;3 SKRZYDLEWSKA Joanna Katarzyna;4 GAŁKIEWICZ Magdalena Anna;5 STASIAK Aleksandra Małgorzata;6 GOŁASZEWSKI Marcin Łukasz;7 RUTKOWSKA Dorota;8 STASIAK Marta Katarzyna;9 MATUSIAK Karolina Daria;10 STĘPIEŃ Witold Heronim;Razem;Lista nr 4 - KW PRAWO I SPRAWIEDLIWOŚĆ;1 WASZCZYKOWSKI Witold Jan;2 KOPCIŃSKA Joanna Maria;3 KRUPA Urszula Irena;4 DRÓŻDŻ Beata Zofia;5 WOJCIECHOWSKI Grzegorz Michał;6 SAGAN Marlena Barbara;7 RUDALSKI Wojciech Bogdan;8 SZYMCZYK Krzysztof Feliks;9 ANTCZAK Alicja Elżbieta;10 MATEUSIAK-PIELUCHA Beata Anna;Razem;Lista nr 5 - KKW LEWICA RAZEM - RAZEM, UNIA PRACY, RSS;1 IKONOWICZ Piotr Igor;2 KRYSIAK Wioleta Magdalena;3 SIKORA Anna Iwona;4 GANICZ Tomasz;5 PANAK Marta;6 SULKA Monika Zofia;7 RACHALEWSKI Michał Cezary;8 URBAŃCZYK Martyna Natalia;9 MIRYS Mateusz Piotr;Razem;Lista nr 6 - KWW KUKIZ'15;1 APEL Piotr Daniel;2 JĘDRASIK Krzysztof Piotr;3 WYCHOWAŁEK Paweł;4 WALCZAK Joanna Izabela;5 GŁOWACKI Tomasz Bogdan;6 NOWICKA Jolanta Maria;7 DRAB Maksymilian Hubert;8 AUGUŚCIK Jagoda;9 KULESZKA Agata;10 PAŚNICKI Michał Wiktor;Razem
100204;3;wieś;stały;Budynek po Szkole Podstawowej Nr 1 w Krośniewicach, ul. Poznańska 15, 99-340 Krośniewice;gm. Krośniewice;kutnowski;łódzkie;690;900;900;0;465;225;225;0;0;0;0;0;0;0;0;0;0;225;0;0;225;2;1;1;0;223;2;0;0;0;1;0;0;1;0;0;0;2;4;1;0;0;1;0;0;0;1;1;0;4;34;19;5;7;1;0;1;0;1;0;0;34;168;38;75;6;6;24;12;0;5;2;0;168;5;3;1;0;0;0;0;0;0;1;5;10;2;0;1;1;1;0;0;1;2;2;10
100204;4;miasto;stały;Szkoła Podstawowa Nr 1 w Krośniewicach, ul. Łęczycka 17, 99-340 Krośniewice;gm. Krośniewice;kutnowski;łódzkie;716;932;932;0;389;327;327;0;0;0;0;0;0;0;0;0;0;327;0;0;327;4;4;0;0;323;5;2;0;1;0;1;1;0;0;0;0;5;22;8;2;0;3;0;0;0;1;5;3;22;125;70;15;31;1;2;0;0;1;4;1;125;160;49;59;8;5;14;18;2;1;3;1;160;2;0;0;1;0;0;1;0;0;0;2;9;5;0;2;2;0;0;0;0;0;0;9
100204;5;miasto;stały;Zespół Szkół Nr 1 w Krośniewicach (Budynek po Liceum Ogólnokształcącym w Krośniewicach wejście od ul. Łęczyckiej 19a), ul. Łęczycka 17, 99-340 Krośniewice;gm. Krośniewice;kutnowski;łódzkie;620;805;805;0;261;359;359;0;0;3;0;0;0;0;0;0;0;359;0;0;359;4;4;0;0;355;17;6;1;0;1;0;6;1;0;0;2;17;24;12;0;2;2;1;2;0;0;5;0;24;121;78;16;21;1;1;1;0;0;3;0;121;171;60;68;4;0;14;21;0;1;3;0;171;11;7;2;0;0;0;1;0;1;0;11;11;7;1;0;1;0;2;0;0;0;0;11
100204;6;wieś;stały;Budynek po Katolickiej Szkole Podstawowej z Oddziałami Przedszkolnymi im. św. Jana Pawła II w Zalesiu, Zalesie 2, 99-340 Krośniewice;gm. Krośniewice;kutnowski;łódzkie;410;536;536;0;211;199;199;0;1;0;0;0;0;0;0;0;0;199;0;0;199;1;1;0;0;198;9;0;2;0;1;0;6;0;0;0;0;9;7;4;0;1;0;0;0;0;1;0;1;7;37;17;4;8;0;1;1;0;0;6;0;37;136;54;50;5;2;8;14;0;0;0;3;136;4;1;1;0;0;1;0;1;0;0;4;5;1;3;0;1;0;0;0;0;0;0;5
100204;7;wieś;stały;"Szkoła Podstawowa Fundacji ""Elementarz"" z Oddziałem Przedszkolnym w Jankowicach, Jankowice 32, 99-340 Krośniewice";gm. Krośniewice;kutnowski;łódzkie;360;476;476;0;216;144;144;0;0;0;0;0;0;0;0;0;0;144;0;0;144;3;1;2;0;141;6;1;0;0;1;0;1;0;0;0;3;6;4;3;0;0;0;0;0;0;0;1;0;4;18;3;5;6;1;1;0;0;0;2;0;18;100;36;32;2;3;13;8;0;2;3;1;100;8;1;5;0;0;2;0;0;0;0;8;5;2;0;1;1;0;0;0;0;1;0;5
100204;8;wieś;stały;Szkoła Podstawowa im. gen. Władysława Andersa w Nowem, Nowe 36, 99-340 Krośniewice;gm. Krośniewice;kutnowski;łódzkie;720;942;942;0;435;285;285;0;0;0;0;0;0;0;0;0;0;285;0;0;285;7;5;2;0;278;11;6;1;1;0;1;2;0;0;0;0;11;12;8;0;0;0;0;0;0;3;1;0;12;54;29;12;8;1;1;2;0;1;0;0;54;190;42;99;13;2;11;18;0;0;2;3;190;3;0;2;0;0;0;0;1;0;0;3;8;2;0;0;2;1;2;0;0;1;0;8
100204;9;wieś;stały;Szkoła Podstawowa im. gen. Władysława Andersa w Nowem, Nowe 36, 99-340 Krośniewice;gm. Krośniewice;kutnowski;łódzkie;350;455;455;0;205;145;145;0;0;2;0;0;0;0;0;0;0;145;0;0;145;3;1;2;0;142;0;0;0;0;0;0;0;0;0;0;0;0;8;5;0;0;0;0;0;2;0;0;1;8;20;5;4;4;1;0;0;0;1;4;1;20;107;37;35;6;1;16;11;0;0;1;0;107;3;2;1;0;0;0;0;0;0;0;3;4;1;0;1;0;0;1;0;0;1;0;4
100205;1;wieś;stały;Urząd Gminy, Krzyżanów 10, 99-314 Krzyżanów;gm. Krzyżanów;kutnowski;łódzkie;940;1234;1234;0;528;412;412;0;0;0;0;0;0;0;0;0;0;412;0;0;412;9;4;5;0;403;9;2;0;3;0;0;1;1;0;2;0;9;14;9;3;0;0;0;0;0;2;0;0;14;97;46;22;18;1;3;0;2;0;5;0;97;267;89;131;11;4;11;14;0;0;3;4;267;5;3;0;0;0;0;1;0;0;1;5;11;3;1;0;3;2;1;0;0;0;1;11
100205;2;wieś;stały;Szkoła Podstawowa, Kaszewy Dworne 19, 99-314 Krzyżanów;gm. Krzyżanów;kutnowski;łódzkie;400;522;522;0;182;218;218;0;0;0;0;0;0;0;0;0;0;218;0;0;218;3;3;0;0;215;15;7;1;0;0;0;4;1;0;2;0;15;6;1;0;0;2;1;0;0;0;2;0;6;46;24;13;3;1;0;0;1;0;4;0;46;138;45;66;9;2;6;5;1;1;2;1;138;2;1;1;0;0;0;0;0;0;0;2;8;7;0;0;0;0;0;0;1;0;0;8
100205;3;wieś;stały;Szkoła Podstawowa, Ktery 34, 99-314 Krzyżanów;gm. Krzyżanów;kutnowski;łódzkie;718;945;945;0;390;328;328;0;0;0;0;0;0;0;0;0;0;328;0;0;328;10;7;3;0;318;5;1;2;0;0;0;0;1;0;0;1;5;5;3;0;1;0;1;0;0;0;0;0;5;64;30;10;16;1;2;1;0;0;4;0;64;230;85;79;11;6;26;13;2;0;1;7;230;8;2;2;1;1;2;0;0;0;0;8;6;1;1;0;0;0;2;0;1;0;1;6
100205;4;wieś;stały;Remiza Ochotniczej Straży Pożarnej, Wały B 27a, 99-314 Krzyżanów;gm. Krzyżanów;kutnowski;łódzkie;568;751;751;0;245;323;323;0;1;0;0;0;0;0;0;0;0;323;0;0;323;2;1;1;0;321;8;3;1;0;1;0;1;1;0;1;0;8;12;8;0;1;0;1;0;0;2;0;0;12;88;38;22;18;1;0;0;0;3;5;1;88;193;68;92;6;3;15;3;1;1;3;1;193;6;3;0;0;0;1;0;0;2;0;6;14;7;0;0;2;1;0;0;0;1;3;14
100206;1;wieś;stały;Szkoła Podstawowa w Strzegocinie, Strzegocin 4, 99-300 Kutno;gm. Kutno;kutnowski;łódzkie;680;890;890;0;435;245;245;0;0;1;0;0;0;0;0;0;0;245;0;0;245;0;0;0;0;245;8;1;3;1;0;1;0;2;0;0;0;8;3;2;0;1;0;0;0;0;0;0;0;3;37;10;13;9;0;0;1;1;1;2;0;37;183;61;65;5;2;21;23;2;1;2;1;183;7;5;1;1;0;0;0;0;0;0;7;7;1;0;0;1;0;2;0;1;2;0;7
100206;2;wieś;stały;Ochotnicza Straż Pożarna w Leszczynku, Leszczynek 9, 99-300 Kutno;gm. Kutno;kutnowski;łódzkie;1119;1467;1467;0;493;626;626;0;0;1;0;0;0;0;0;0;0;626;0;0;626;8;6;2;0;618;24;4;5;0;3;2;6;0;0;2;2;24;41;21;8;2;4;2;2;0;0;2;0;41;191;78;45;46;1;2;5;2;4;7;1;191;320;125;128;12;4;31;9;2;3;4;2;320;12;7;1;1;1;1;0;0;1;0;12;30;9;4;1;4;4;3;1;0;2;2;30
100206;3;wieś;stały;Szkoła Podstawowa we Wroczynach, Wroczyny 59a, 99-300 Kutno;gm. Kutno;kutnowski;łódzkie;370;477;477;0;185;185;185;0;0;0;0;0;0;0;0;0;0;185;0;0;185;2;1;1;0;183;10;2;2;1;1;1;2;0;0;0;1;10;2;1;0;0;0;0;0;0;0;0;1;2;26;12;8;5;0;0;0;0;0;1;0;26;131;27;71;7;1;21;3;0;0;0;1;131;4;2;0;2;0;0;0;0;0;0;4;10;5;0;1;0;3;1;0;0;0;0;10
100206;4;wieś;stały;Szkoła Podstawowa w Gołębiewku, Gołębiewek Nowy 54, 99-300 Kutno;gm. Kutno;kutnowski;łódzkie;620;816;816;0;298;322;322;0;1;1;0;0;0;0;0;0;0;322;0;0;322;2;1;1;0;320;18;5;1;1;1;0;4;1;1;1;3;18;21;12;2;0;2;3;0;0;0;0;2;21;79;40;16;15;0;1;1;0;1;4;1;79;179;64;56;6;2;13;28;0;1;5;4;179;4;2;0;2;0;0;0;0;0;0;4;19;12;1;1;1;1;0;0;1;2;0;19
100206;5;wieś;stały;Świetlica wiejska, Gołębiew Nowy 23a, 99-300 Kutno;gm. Kutno;kutnowski;łódzkie;1020;1332;1332;0;470;550;550;0;0;1;0;0;0;0;0;0;0;550;0;0;550;6;5;1;0;544;24;11;0;0;4;0;3;2;0;3;1;24;26;11;3;1;3;3;3;1;1;0;0;26;153;82;32;29;2;3;0;1;1;1;2;153;309;94;119;28;4;34;20;0;7;0;3;309;8;2;5;0;0;0;1;0;0;0;8;24;15;0;3;1;1;1;0;0;2;1;24
100206;6;wieś;stały;Katolicka Szkoła Podstawowa SPSK, Wierzbie 34, 99-300 Kutno;gm. Kutno;kutnowski;łódzkie;428;546;546;0;210;218;218;0;0;0;0;0;0;0;0;0;0;218;0;0;218;1;1;0;0;217;9;2;0;0;3;0;2;0;0;1;1;9;8;6;2;0;0;0;0;0;0;0;0;8;58;18;21;15;1;0;0;0;1;2;0;58;133;42;61;6;1;11;7;1;0;2;2;133;1;1;0;0;0;0;0;0;0;0;1;8;1;1;0;3;1;0;0;0;1;1;8
100206;7;wieś;stały;Świetlica Wiejska, Woźniaków 61, 99-300 Kutno;gm. Kutno;kutnowski;łódzkie;630;816;816;0;270;360;360;0;1;0;0;0;0;0;0;0;0;360;0;0;360;1;1;0;0;359;12;2;3;3;2;0;2;0;0;0;0;12;13;9;0;0;1;0;1;0;1;1;0;13;118;64;24;20;2;0;0;2;1;3;2;118;198;76;84;12;1;11;7;0;3;4;0;198;6;2;1;2;0;0;0;0;0;1;6;12;3;1;1;2;1;0;0;1;3;0;12
100206;8;wieś;stały;ZDZ w Warszawie Centrum Kształcenia w Kutnie, Bielawki 35a, 99-300 Kutno;gm. Kutno;kutnowski;łódzkie;518;676;676;0;236;282;282;0;0;0;0;0;0;0;0;0;0;282;0;0;282;4;4;0;0;278;10;6;0;2;1;0;1;0;0;0;0;10;19;14;2;1;1;0;0;0;1;0;0;19;113;46;23;37;4;0;0;0;1;2;0;113;119;39;57;3;2;6;5;0;0;3;4;119;10;5;1;1;0;0;3;0;0;0;10;7;3;0;0;1;0;2;0;0;1;0;7
100207;1;wieś;stały;Świetlica wiejska w Łaniętach, Łanięta 15g, 99-306 Łanięta;gm. Łanięta;kutnowski;łódzkie;877;1137;1137;0;540;337;337;0;0;0;0;0;0;0;0;0;0;337;0;0;337;4;3;1;0;333;13;2;1;0;0;0;9;0;0;1;0;13;12;7;0;0;0;3;1;0;0;1;0;12;61;24;15;14;2;1;0;0;1;3;1;61;226;65;82;15;6;20;18;1;9;7;3;226;5;2;1;1;1;0;0;0;0;0;5;16;5;1;3;2;0;2;1;0;2;0;16
100207;2;wieś;stały;Remiza Ochotniczej Straży Pożarnej w Suchodębiu, Suchodębie 50, 99-306 Łanięta;gm. Łanięta;kutnowski;łódzkie;551;717;717;0;312;239;239;0;0;0;0;0;0;0;0;0;0;239;0;0;239;0;0;0;0;239;10;3;2;1;1;2;1;0;0;0;0;10;3;1;1;0;0;0;0;0;0;1;0;3;32;15;5;6;1;2;1;0;0;2;0;32;180;67;48;13;3;24;19;0;2;3;1;180;4;3;1;0;0;0;0;0;0;0;4;10;4;2;0;1;0;1;0;0;2;0;10
100207;3;wieś;dom pomocy społecznej;Dom Pomocy Społecznej w Woli Chruścińskiej, Wola Chruścińska 4, 99-306 Łanięta;gm. Łanięta;kutnowski;łódzkie;58;56;56;0;21;37;37;0;0;0;0;0;0;0;0;0;0;37;0;0;37;0;0;0;0;37;5;0;1;1;2;0;1;0;0;0;0;5;5;2;0;1;2;0;0;0;0;0;0;5;7;2;0;1;1;1;1;0;0;1;0;7;14;9;3;1;0;1;0;0;0;0;0;14;6;1;1;1;3;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
100208;1;wieś;stały;Szkoła Podstawowa w Ostrowach, Ostrowy 8, 99-350 Ostrowy;gm. Nowe Ostrowy;kutnowski;łódzkie;857;1127;1127;0;456;401;401;0;0;0;0;0;0;0;0;0;0;401;0;0;401;6;6;0;0;395;6;3;0;1;0;1;1;0;0;0;0;6;24;10;6;1;1;0;3;0;0;1;2;24;98;46;18;24;4;0;0;5;0;1;0;98;251;92;98;8;3;18;21;1;1;6;3;251;8;3;0;3;1;0;0;0;0;1;8;8;4;0;0;0;0;1;0;1;1;1;8
100208;2;wieś;stały;Urząd Gminy w Nowych Ostrowach, Nowe Ostrowy 80, 99-350 Ostrowy;gm. Nowe Ostrowy;kutnowski;łódzkie;710;925;925;0;391;319;319;0;0;1;0;0;0;0;0;0;0;319;0;0;319;2;0;2;0;317;11;1;2;0;3;0;2;2;0;0;1;11;19;11;3;0;1;2;0;0;2;0;0;19;96;52;11;24;0;0;0;4;2;3;0;96;171;65;54;12;7;14;8;0;2;8;1;171;4;3;0;0;0;0;0;0;1;0;4;16;9;2;0;1;0;3;1;0;0;0;16
100208;3;wieś;stały;Ochotnicza Straż Pożarna, Grochów 25, 99-350 Ostrowy;gm. Nowe Ostrowy;kutnowski;łódzkie;358;469;469;0;193;165;165;0;0;0;0;0;0;0;0;0;0;165;0;0;165;1;1;0;0;164;15;9;0;2;0;0;2;1;0;0;1;15;2;1;0;0;1;0;0;0;0;0;0;2;37;14;12;3;1;1;0;0;0;5;1;37;94;36;29;6;3;7;8;0;1;4;0;94;3;2;0;1;0;0;0;0;0;0;3;13;5;0;1;1;1;0;0;0;3;2;13
100208;4;wieś;stały;Ochotnicza Straż Pożarna, Wola Pierowa 22, 99-350 Ostrowy;gm. Nowe Ostrowy;kutnowski;łódzkie;280;367;367;0;162;118;118;0;1;0;0;0;0;0;0;0;0;118;0;0;118;4;2;2;0;114;2;0;0;0;0;0;1;0;0;0;1;2;2;0;1;0;0;1;0;0;0;0;0;2;16;12;3;1;0;0;0;0;0;0;0;16;86;29;24;2;2;4;20;0;0;3;2;86;4;3;0;0;1;0;0;0;0;0;4;4;1;0;0;1;0;0;0;0;0;2;4
100209;1;wieś;stały;Szkoła Podstawowa w Oporowie, Oporów 57A, 99-322 Oporów;gm. Oporów;kutnowski;łódzkie;880;1142;1142;0;455;425;425;0;0;2;0;0;0;0;0;0;0;425;0;0;425;1;1;0;0;424;12;4;4;0;0;1;1;1;0;1;0;12;10;2;2;0;3;0;0;0;3;0;0;10;95;31;51;10;1;0;1;0;0;0;1;95;290;80;124;15;2;43;15;0;4;3;4;290;4;0;1;2;0;1;0;0;0;0;4;13;7;0;0;4;0;1;0;0;1;0;13
100209;2;wieś;stały;Szkoła Podstawowa w Szczycie, Szczyt 6A, 99-311 Bedlno;gm. Oporów;kutnowski;łódzkie;710;926;926;0;355;355;355;0;0;0;0;0;0;0;0;0;0;355;0;0;355;4;2;2;0;351;11;3;2;0;1;0;4;0;0;1;0;11;12;7;3;0;0;0;0;0;0;1;1;12;46;13;23;7;1;1;0;1;0;0;0;46;267;78;126;9;3;22;10;2;4;5;8;267;10;3;2;3;0;0;0;0;1;1;10;5;1;2;0;1;0;1;0;0;0;0;5
100210;1;wieś;stały;Gminny Ośrodek Kultury w Strzelcach, ul. Główna 10, 99-307 Strzelce;gm. Strzelce;kutnowski;łódzkie;1174;1550;1550;0;564;610;610;0;1;1;0;0;0;0;0;0;0;610;0;0;610;8;6;2;0;602;7;2;1;1;0;0;3;0;0;0;0;7;19;13;2;0;1;1;2;0;0;0;0;19;133;73;36;12;1;2;1;3;2;2;1;133;413;140;141;18;5;71;18;2;5;7;6;413;10;6;1;1;0;2;0;0;0;0;10;20;10;0;0;3;0;5;0;0;1;1;20
100210;2;wieś;stały;Ochotnicza Straż Pożarna w Klonowcu Starym, Klonowiec Stary 33, 99-306 Łanięta;gm. Strzelce;kutnowski;łódzkie;469;616;616;0;246;223;223;0;0;6;0;0;0;0;0;0;0;223;0;0;223;6;3;3;0;217;8;3;3;2;0;0;0;0;0;0;0;8;5;4;0;0;0;0;0;0;0;1;0;5;36;17;14;2;0;0;2;0;1;0;0;36;161;52;62;3;3;24;11;2;3;0;1;161;3;1;1;0;0;1;0;0;0;0;3;4;2;1;0;0;0;1;0;0;0;0;4
100210;3;wieś;stały;Budynek OSP w Muchnicach Nowych, Muchnice Nowe 34, 99-307 Strzelce;gm. Strzelce;kutnowski;łódzkie;468;606;606;0;232;236;236;0;1;0;0;0;0;0;0;0;0;236;0;0;236;7;4;3;0;229;1;0;0;0;0;0;0;0;0;1;0;1;6;3;1;0;1;0;0;0;0;0;1;6;52;16;26;7;1;0;0;1;0;0;1;52;154;50;64;7;2;21;7;0;1;2;0;154;6;2;1;1;0;2;0;0;0;0;6;10;6;1;2;1;0;0;0;0;0;0;10
100210;4;wieś;stały;Świetlica wiejska w Muchnowie, Muchnów 38, 99-307 Strzelce;gm. Strzelce;kutnowski;łódzkie;330;439;439;0;175;155;155;0;0;4;0;0;0;0;0;0;0;155;0;0;155;0;0;0;0;155;10;0;1;3;0;1;4;0;1;0;0;10;7;2;1;0;0;0;1;1;0;2;0;7;28;12;11;4;0;0;0;1;0;0;0;28;101;51;25;5;1;15;2;0;1;1;0;101;1;0;1;0;0;0;0;0;0;0;1;8;3;3;0;0;0;1;0;1;0;0;8
100211;1;wieś;stały;Szkoła Podstawowa, Grabów ul. Szkolna 4, 99-319 Dobrzelin;gm. Żychlin;kutnowski;łódzkie;1230;1602;1602;0;706;524;524;0;2;1;0;0;0;0;0;0;0;524;0;0;524;4;4;0;0;520;19;5;1;1;1;2;9;0;0;0;0;19;31;16;5;2;3;0;1;1;0;3;0;31;140;69;23;35;0;0;1;3;6;3;0;140;306;95;144;9;6;20;9;0;4;13;6;306;7;4;0;0;1;0;2;0;0;0;7;17;6;3;0;4;0;1;0;1;2;0;17
100211;2;wieś;stały;Świetlica w budynku Ochotniczej Straży Pożarnej, ul. Górna 3, 99-321 Śleszyn;gm. Żychlin;kutnowski;łódzkie;497;651;651;0;265;232;232;0;0;0;0;0;0;0;0;0;0;232;0;0;232;4;3;1;0;228;7;0;0;0;1;1;1;0;0;0;4;7;9;6;1;0;1;0;1;0;0;0;0;9;56;19;29;5;0;2;1;0;0;0;0;56;144;50;60;1;1;17;8;3;0;2;2;144;3;3;0;0;0;0;0;0;0;0;3;9;5;0;0;1;0;0;1;0;2;0;9
100211;3;wieś;stały;Społeczna Szkoła Podstawowa, Orątki Dolne 1, 99-320 Żychlin;gm. Żychlin;kutnowski;łódzkie;320;423;423;0;170;150;150;0;0;1;0;0;0;0;0;0;0;150;0;0;150;5;5;0;0;145;3;2;0;0;1;0;0;0;0;0;0;3;4;3;0;0;1;0;0;0;0;0;0;4;22;5;11;2;1;1;1;0;0;1;0;22;103;26;45;3;6;5;9;4;1;3;1;103;5;4;1;0;0;0;0;0;0;0;5;8;5;0;0;1;0;0;0;1;0;1;8
100211;4;miasto;stały;Zespół Szkół Nr 1, ul. Łukasińskiego 21, 99-320 Żychlin;gm. Żychlin;kutnowski;łódzkie;1070;1387;1387;0;524;546;546;0;3;2;0;0;0;0;0;0;0;546;0;0;546;5;3;2;0;541;17;4;1;1;1;0;6;3;0;1;0;17;42;29;3;0;3;3;0;0;0;4;0;42;186;109;26;39;3;1;3;1;1;2;1;186;275;95;114;16;5;17;15;3;1;9;0;275;8;5;1;1;0;0;1;0;0;0;8;13;5;0;0;4;2;1;0;0;0;1;13
100211;5;miasto;stały;Zespół Szkół Nr 1, ul. Łukasińskiego 21, 99-320 Żychlin;gm. Żychlin;kutnowski;łódzkie;961;1252;1252;0;388;573;573;0;0;1;0;0;0;0;0;0;0;573;0;0;573;4;3;1;0;569;19;9;0;1;0;2;3;1;0;3;0;19;37;19;5;1;3;1;2;0;2;3;1;37;237;158;30;37;4;3;2;1;2;0;0;237;246;103;86;12;2;15;14;3;0;6;5;246;16;11;2;0;1;0;0;0;2;0;16;14;8;1;0;4;0;1;0;0;0;0;14
100211;6;miasto;stały;Szkoła Podstawowa Nr 1, ul. 1 Maja 23, 99-320 Żychlin;gm. Żychlin;kutnowski;łódzkie;978;1277;1277;0;571;407;407;0;0;0;0;0;0;0;0;0;0;407;0;0;407;10;10;0;0;397;18;4;4;3;0;0;6;1;0;0;0;18;27;17;3;2;2;1;0;0;0;2;0;27;131;74;20;31;3;1;0;0;0;1;1;131;207;83;86;11;4;7;4;2;2;4;4;207;5;2;1;1;0;0;0;0;0;1;5;9;3;2;0;0;2;0;0;1;1;0;9
100211;7;miasto;stały;Żychliński Dom Kultury, ul. Fabryczna 3, 99-320 Żychlin;gm. Żychlin;kutnowski;łódzkie;547;726;726;0;330;217;217;0;0;0;0;0;0;0;0;0;0;217;0;0;217;4;2;2;0;213;11;1;0;0;0;0;5;1;1;1;2;11;15;8;3;1;0;0;0;0;2;1;0;15;67;43;8;11;1;1;1;1;0;0;1;67;112;34;40;9;1;15;8;0;2;3;0;112;5;0;2;2;0;0;0;0;0;1;5;3;2;0;0;0;1;0;0;0;0;0;3
100211;8;miasto;stały;Zespół Szkolno-Przedszkolny, ul. Żeromskiego 8, 99-320 Żychlin;gm. Żychlin;kutnowski;łódzkie;1019;1323;1323;0;489;530;530;0;2;0;0;0;0;0;0;0;0;530;0;0;530;10;7;3;0;520;18;5;3;1;3;1;4;0;1;0;0;18;27;16;1;3;1;1;1;2;0;2;0;27;203;124;34;31;1;6;1;2;1;2;1;203;251;91;91;23;7;13;6;3;4;9;4;251;8;4;1;1;2;0;0;0;0;0;8;13;7;5;1;0;0;0;0;0;0;0;13
100211;9;miasto;stały;Zespół Szkolno-Przedszkolny, ul. Żeromskiego 8, 99-320 Żychlin;gm. Żychlin;kutnowski;łódzkie;902;1171;1171;0;397;505;505;0;1;2;0;0;0;0;0;0;0;505;0;0;505;6;2;4;0;499;20;6;3;1;3;0;6;0;1;0;0;20;34;21;3;0;1;2;0;0;2;4;1;34;207;126;35;32;2;2;0;6;1;1;2;207;205;84;69;13;3;11;12;3;2;6;2;205;11;6;4;0;0;0;0;0;1;0;11;22;12;1;1;3;1;1;0;0;2;1;22
100301;1;wieś;stały;Szkoła Podstawowa, Szkolna 3, 98-113 Buczek;gm. Buczek;łaski;łódzkie;1480;1944;1944;0;599;881;881;0;0;0;0;0;0;0;0;0;0;881;0;0;881;6;3;3;0;875;35;8;3;1;3;2;10;2;0;0;6;35;43;19;5;0;2;0;5;2;4;4;2;43;236;88;25;89;2;2;1;3;2;1;23;236;497;212;83;10;17;52;98;5;8;2;10;497;20;14;3;2;1;0;0;0;0;0;20;44;27;4;2;4;1;0;3;1;1;1;44
100301;2;wieś;stały;Budynek OSP, Brodnia Górna 45, 98-113 Buczek;gm. Buczek;łaski;łódzkie;410;533;533;0;200;210;210;0;0;0;0;0;0;0;0;0;0;210;0;0;210;2;2;0;0;208;5;1;0;4;0;0;0;0;0;0;0;5;4;2;0;1;0;1;0;0;0;0;0;4;57;21;4;27;0;3;0;1;0;0;1;57;136;67;28;3;0;7;26;0;0;1;4;136;1;1;0;0;0;0;0;0;0;0;1;5;3;0;0;1;0;0;0;0;1;0;5
100301;3;wieś;stały;Szkoła Podstawowa, Czestków B 10c, 98-113 Buczek;gm. Buczek;łaski;łódzkie;510;668;668;0;201;309;309;0;0;5;0;0;0;0;0;0;0;309;0;0;309;1;1;0;0;308;12;6;3;0;2;0;0;1;0;0;0;12;16;9;0;2;0;0;0;2;2;1;0;16;57;26;7;12;0;2;1;2;0;0;7;57;201;66;50;3;3;35;39;1;2;1;1;201;6;2;3;0;0;0;0;0;1;0;6;16;8;1;0;2;0;3;0;1;1;0;16
